name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,date
Gilbert Arenas,WASHINGTON WIZARDS,AWAY,DALLAS MAVERICKS,LOSS,2520,11,23,6,10,15,18,1,2,3,2,0,2,6,31.1,18.1.2005
Chris Webber,SACRAMENTO KINGS,HOME,PORTLAND TRAIL BLAZERS,WIN,2940,12,24,0,1,8,8,3,10,6,4,1,4,0,30.0,18.1.2005
Marcus Camby,DENVER NUGGETS,AWAY,SEATTLE SUPERSONICS,WIN,2880,12,19,0,0,1,2,7,17,5,0,1,1,4,27.7,18.1.2005
Jason Terry,DALLAS MAVERICKS,HOME,WASHINGTON WIZARDS,WIN,2400,10,12,4,5,2,3,1,3,7,3,0,2,4,27.1,18.1.2005
Dirk Nowitzki,DALLAS MAVERICKS,HOME,WASHINGTON WIZARDS,WIN,2640,8,16,0,1,12,12,1,10,4,3,3,3,4,27.0,18.1.2005
Andre Miller,DENVER NUGGETS,AWAY,SEATTLE SUPERSONICS,WIN,2880,11,21,0,3,8,8,3,6,5,0,0,1,2,25.3,18.1.2005
Hedo Turkoglu,ORLANDO MAGIC,HOME,DETROIT PISTONS,WIN,2280,10,18,3,3,6,7,2,4,2,1,1,2,1,23.3,18.1.2005
Antawn Jamison,WASHINGTON WIZARDS,AWAY,DALLAS MAVERICKS,LOSS,2400,8,17,0,0,11,11,4,6,1,0,0,1,1,22.2,18.1.2005
Jamaal Tinsley,INDIANA PACERS,AWAY,HOUSTON ROCKETS,WIN,2220,10,15,5,6,3,3,0,4,3,3,0,4,4,22.2,18.1.2005
Richard Hamilton,DETROIT PISTONS,AWAY,ORLANDO MAGIC,LOSS,2460,9,16,0,0,8,8,0,2,6,2,0,3,3,21.0,18.1.2005
Steve Francis,ORLANDO MAGIC,HOME,DETROIT PISTONS,WIN,2460,13,27,3,4,3,5,3,9,6,2,0,6,4,20.9,18.1.2005
Tracy McGrady,HOUSTON ROCKETS,HOME,INDIANA PACERS,LOSS,2640,13,27,0,7,2,2,1,5,4,2,4,4,1,19.7,18.1.2005
Nick Van Exel,PORTLAND TRAIL BLAZERS,AWAY,SACRAMENTO KINGS,LOSS,2820,13,25,4,10,0,0,2,2,8,2,0,7,2,19.5,18.1.2005
Vladimir Radmanovic,SEATTLE SUPERSONICS,HOME,DENVER NUGGETS,LOSS,2460,10,19,4,9,1,2,2,7,1,1,2,2,3,18.7,18.1.2005
Michael Finley,DALLAS MAVERICKS,HOME,WASHINGTON WIZARDS,WIN,2520,8,17,5,7,4,4,0,3,5,0,1,2,2,18.6,18.1.2005
Jerry Stackhouse,DALLAS MAVERICKS,HOME,WASHINGTON WIZARDS,WIN,2040,9,14,2,4,9,11,0,1,3,0,0,5,2,18.6,18.1.2005
Ruben Patterson,PORTLAND TRAIL BLAZERS,AWAY,SACRAMENTO KINGS,LOSS,2700,10,15,0,1,3,3,3,3,3,2,1,5,2,18.5,18.1.2005
Yao Ming,HOUSTON ROCKETS,HOME,INDIANA PACERS,LOSS,2460,7,12,0,0,7,8,2,7,0,2,3,4,4,17.0,18.1.2005
Brad Miller,SACRAMENTO KINGS,HOME,PORTLAND TRAIL BLAZERS,WIN,2400,6,12,0,0,4,5,1,7,3,4,1,2,1,16.8,18.1.2005
Joel Przybilla,PORTLAND TRAIL BLAZERS,AWAY,SACRAMENTO KINGS,LOSS,2460,8,14,0,0,1,4,10,12,0,1,0,2,5,16.8,18.1.2005
Cuttino Mobley,SACRAMENTO KINGS,HOME,PORTLAND TRAIL BLAZERS,WIN,2820,7,15,4,8,2,2,2,2,6,1,0,2,3,16.3,18.1.2005
Antonio Daniels,SEATTLE SUPERSONICS,HOME,DENVER NUGGETS,LOSS,2040,8,12,2,3,2,2,0,2,5,0,0,2,3,15.7,18.1.2005
Juan Dixon,WASHINGTON WIZARDS,AWAY,DALLAS MAVERICKS,LOSS,2580,8,20,1,5,2,3,3,3,6,4,1,4,1,15.3,18.1.2005
Danny Fortson,SEATTLE SUPERSONICS,HOME,DENVER NUGGETS,LOSS,1560,5,7,0,0,6,7,5,4,0,0,0,1,4,14.8,18.1.2005
Jermaine O'Neal,INDIANA PACERS,AWAY,HOUSTON ROCKETS,WIN,2460,12,26,0,0,3,5,0,7,3,2,2,4,4,14.8,18.1.2005
Damon Stoudamire,PORTLAND TRAIL BLAZERS,AWAY,SACRAMENTO KINGS,LOSS,2760,8,20,3,8,2,2,2,4,8,1,0,3,5,14.4,18.1.2005
Lindsey Hunter,DETROIT PISTONS,AWAY,ORLANDO MAGIC,LOSS,1320,5,9,2,4,2,2,1,1,3,3,0,2,4,12.2,18.1.2005
Earl Boykins,DENVER NUGGETS,AWAY,SEATTLE SUPERSONICS,WIN,1620,5,11,2,2,6,7,0,0,2,0,0,1,1,11.9,18.1.2005
Jeff Foster,INDIANA PACERS,AWAY,HOUSTON ROCKETS,WIN,1320,5,5,0,0,1,2,1,4,2,3,0,2,4,11.8,18.1.2005
Rasheed Wallace,DETROIT PISTONS,AWAY,ORLANDO MAGIC,LOSS,2340,8,21,1,4,0,0,1,6,3,0,3,0,2,11.4,18.1.2005
Mike Bibby,SACRAMENTO KINGS,HOME,PORTLAND TRAIL BLAZERS,WIN,2400,6,13,2,6,0,0,1,0,9,1,0,2,5,11.3,18.1.2005
Doug Christie,ORLANDO MAGIC,HOME,DETROIT PISTONS,WIN,1560,3,5,1,2,2,2,0,2,3,4,0,2,3,10.2,18.1.2005
Rashard Lewis,SEATTLE SUPERSONICS,HOME,DENVER NUGGETS,LOSS,2340,7,17,3,10,0,0,3,4,2,1,1,3,3,10.1,18.1.2005
Theo Ratliff,PORTLAND TRAIL BLAZERS,AWAY,SACRAMENTO KINGS,LOSS,2520,3,12,0,0,2,4,5,7,1,3,2,0,2,9.9,18.1.2005
Maurice Evans,SACRAMENTO KINGS,HOME,PORTLAND TRAIL BLAZERS,WIN,1080,5,7,1,2,1,2,2,3,0,0,0,1,2,9.2,18.1.2005
