name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,date
Dwyane Wade,MIAMI HEAT,HOME,ORLANDO MAGIC,WIN,2412,13,20,0,0,12,14,1,4,3,0,0,2,3,29.2,14.2.2006
Rafer Alston,HOUSTON ROCKETS,AWAY,LOS ANGELES CLIPPERS,WIN,1866,5,7,3,5,4,4,0,3,13,5,0,1,2,27.3,14.2.2006
Shaquille O'Neal,MIAMI HEAT,HOME,ORLANDO MAGIC,WIN,1830,9,12,0,0,7,14,3,8,3,0,4,4,3,21.6,14.2.2006
Metta World Peace,SACRAMENTO KINGS,AWAY,CHICAGO BULLS,WIN,2804,11,23,2,4,3,4,4,10,3,3,1,4,5,20.5,14.2.2006
Chauncey Billups,DETROIT PISTONS,HOME,NEW JERSEY NETS,WIN,1986,4,10,2,5,9,10,0,2,10,1,0,1,1,20.4,14.2.2006
Ben Gordon,CHICAGO BULLS,HOME,SACRAMENTO KINGS,LOSS,2867,12,24,2,5,4,6,0,1,7,2,0,3,3,20.2,14.2.2006
Mike Bibby,SACRAMENTO KINGS,AWAY,CHICAGO BULLS,WIN,2714,12,22,1,3,6,9,0,4,5,1,0,5,3,18.7,14.2.2006
Sam Cassell,LOS ANGELES CLIPPERS,HOME,HOUSTON ROCKETS,LOSS,1850,10,17,1,2,4,4,0,2,6,2,0,4,4,18.3,14.2.2006
Michael Redd,MILWAUKEE BUCKS,HOME,SEATTLE SUPERSONICS,WIN,1837,7,12,1,2,4,5,2,0,5,1,0,1,0,17.9,14.2.2006
Tracy McGrady,HOUSTON ROCKETS,AWAY,LOS ANGELES CLIPPERS,WIN,1744,10,21,0,2,8,9,0,1,5,0,1,2,4,17.8,14.2.2006
Cuttino Mobley,LOS ANGELES CLIPPERS,HOME,HOUSTON ROCKETS,LOSS,1965,7,15,1,3,8,8,0,3,3,2,1,2,4,17.4,14.2.2006
Keith Bogans,HOUSTON ROCKETS,AWAY,LOS ANGELES CLIPPERS,WIN,1485,6,9,4,5,2,2,1,5,2,0,0,0,3,16.5,14.2.2006
Kirk Hinrich,CHICAGO BULLS,HOME,SACRAMENTO KINGS,LOSS,2591,9,21,2,5,1,1,1,3,9,0,1,1,4,15.9,14.2.2006
Richard Jefferson,NEW JERSEY NETS,AWAY,DETROIT PISTONS,LOSS,2302,6,14,1,2,5,7,0,9,2,1,0,0,0,14.9,14.2.2006
Rashard Lewis,SEATTLE SUPERSONICS,AWAY,MILWAUKEE BUCKS,LOSS,2073,8,13,3,6,6,8,0,1,3,0,0,5,2,14.9,14.2.2006
Joe Smith,MILWAUKEE BUCKS,HOME,SEATTLE SUPERSONICS,WIN,1136,7,11,0,0,4,5,1,3,2,2,0,2,3,14.5,14.2.2006
Brad Miller,SACRAMENTO KINGS,AWAY,CHICAGO BULLS,WIN,2525,4,11,0,2,5,5,3,8,8,1,1,3,4,14.1,14.2.2006
Bobby Simmons,MILWAUKEE BUCKS,HOME,SEATTLE SUPERSONICS,WIN,1313,5,10,3,6,2,2,3,4,3,0,0,0,4,13.8,14.2.2006
Yao Ming,HOUSTON ROCKETS,AWAY,LOS ANGELES CLIPPERS,WIN,1970,8,13,0,0,1,2,4,8,3,0,1,4,3,13.5,14.2.2006
David Wesley,HOUSTON ROCKETS,AWAY,LOS ANGELES CLIPPERS,WIN,2266,6,9,0,1,4,4,1,3,4,1,0,2,5,13.5,14.2.2006
Richard Hamilton,DETROIT PISTONS,HOME,NEW JERSEY NETS,WIN,1621,8,11,0,1,2,3,1,4,2,0,0,2,4,12.8,14.2.2006
