name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,date
Donovan Mitchell,UTAH JAZZ,AWAY,PHOENIX SUNS,WIN,1985,14,19,7,9,5,5,1,4,6,2,0,2,0,38.4,2.2.2018
Kemba Walker,CHARLOTTE HORNETS,HOME,INDIANA PACERS,WIN,2512,11,22,5,12,14,14,1,2,9,0,0,4,1,33.2,2.2.2018
Damian Lillard,PORTLAND TRAIL BLAZERS,AWAY,TORONTO RAPTORS,LOSS,2196,11,18,3,7,7,8,0,3,10,0,1,2,1,29.6,2.2.2018
Victor Oladipo,INDIANA PACERS,AWAY,CHARLOTTE HORNETS,LOSS,2234,11,21,3,4,10,11,1,4,2,2,1,1,1,28.9,2.2.2018
Taurean Waller-Prince,ATLANTA HAWKS,AWAY,BOSTON CELTICS,LOSS,1843,9,17,5,9,8,8,1,7,2,3,0,2,1,27.5,2.2.2018
Terry Rozier,BOSTON CELTICS,HOME,ATLANTA HAWKS,WIN,2161,11,18,6,8,3,4,3,4,2,2,0,2,0,27.1,2.2.2018
DeMar DeRozan,TORONTO RAPTORS,HOME,PORTLAND TRAIL BLAZERS,WIN,1824,11,22,6,10,7,8,1,1,3,1,0,1,1,26.3,2.2.2018
Nicolas Batum,CHARLOTTE HORNETS,HOME,INDIANA PACERS,WIN,2079,11,18,7,11,2,2,1,8,2,0,0,1,2,25.5,2.2.2018
Kevin Durant,GOLDEN STATE WARRIORS,AWAY,SACRAMENTO KINGS,WIN,2205,12,17,6,7,3,3,0,4,6,0,0,5,2,25.5,2.2.2018
Anthony Davis,NEW ORLEANS PELICANS,AWAY,OKLAHOMA CITY THUNDER,WIN,2264,17,34,3,6,6,8,0,10,0,3,1,5,4,25.3,2.2.2018
Jayson Tatum,BOSTON CELTICS,HOME,ATLANTA HAWKS,WIN,1894,11,19,0,1,5,5,0,4,3,4,0,0,4,23.8,2.2.2018
Giannis Antetokounmpo,MILWAUKEE BUCKS,HOME,NEW YORK KNICKS,WIN,2237,10,21,1,3,8,12,0,11,2,3,2,2,2,23.0,2.2.2018
Ben Simmons,PHILADELPHIA 76ERS,HOME,MIAMI HEAT,WIN,2108,8,13,0,0,4,4,2,4,5,2,1,0,1,22.5,2.2.2018
Spencer Dinwiddie,BROOKLYN NETS,HOME,LOS ANGELES LAKERS,LOSS,1929,9,19,2,6,3,5,1,6,9,0,0,0,0,21.3,2.2.2018
Steven Adams,OKLAHOMA CITY THUNDER,HOME,NEW ORLEANS PELICANS,LOSS,2229,8,13,0,0,7,10,7,5,0,0,2,2,2,20.9,2.2.2018
Jusuf Nurkic,PORTLAND TRAIL BLAZERS,AWAY,TORONTO RAPTORS,LOSS,1510,8,11,0,0,4,5,0,7,3,2,0,1,3,19.1,2.2.2018
Ricky Rubio,UTAH JAZZ,AWAY,PHOENIX SUNS,WIN,1579,5,9,2,2,2,2,0,6,9,2,0,0,4,18.2,2.2.2018
Jarrett Allen,BROOKLYN NETS,HOME,LOS ANGELES LAKERS,LOSS,1455,8,11,0,0,4,6,2,3,0,2,1,0,5,17.7,2.2.2018
Josh Hart,LOS ANGELES LAKERS,AWAY,BROOKLYN NETS,WIN,2088,5,8,3,6,2,4,3,11,2,1,0,0,2,17.6,2.2.2018
Bam Adebayo,MIAMI HEAT,AWAY,PHILADELPHIA 76ERS,LOSS,1751,5,9,0,0,5,10,5,8,6,0,0,0,4,17.2,2.2.2018
E'Twaun Moore,NEW ORLEANS PELICANS,AWAY,OKLAHOMA CITY THUNDER,WIN,1923,10,14,4,4,2,2,0,4,1,1,0,4,5,17.1,2.2.2018
Al Horford,BOSTON CELTICS,HOME,ATLANTA HAWKS,WIN,1734,7,13,1,1,2,2,1,5,7,1,1,1,4,16.9,2.2.2018
Myles Turner,INDIANA PACERS,AWAY,CHARLOTTE HORNETS,LOSS,1912,8,14,1,4,2,2,3,8,2,1,3,3,4,16.8,2.2.2018
Klay Thompson,GOLDEN STATE WARRIORS,AWAY,SACRAMENTO KINGS,WIN,2119,8,12,4,8,0,1,0,6,3,0,0,1,2,16.5,2.2.2018
Dragan Bender,PHOENIX SUNS,HOME,UTAH JAZZ,LOSS,1707,5,10,4,8,2,2,1,8,5,0,1,2,2,15.5,2.2.2018
Dario Saric,PHILADELPHIA 76ERS,HOME,MIAMI HEAT,WIN,1983,7,13,3,7,0,0,3,7,4,2,0,3,3,15.5,2.2.2018
Stephen Curry,GOLDEN STATE WARRIORS,AWAY,SACRAMENTO KINGS,WIN,2135,7,17,3,10,6,6,1,4,6,2,0,6,3,14.8,2.2.2018
Aron Baynes,BOSTON CELTICS,HOME,ATLANTA HAWKS,WIN,1416,4,5,0,0,3,3,0,8,5,0,0,0,1,14.6,2.2.2018
CJ McCollum,PORTLAND TRAIL BLAZERS,AWAY,TORONTO RAPTORS,LOSS,2039,9,16,1,6,2,4,1,1,2,0,1,1,1,14.3,2.2.2018
Kelly Olynyk,MIAMI HEAT,AWAY,PHILADELPHIA 76ERS,LOSS,1518,6,10,2,6,5,8,3,3,1,0,1,3,1,14.2,2.2.2018
Jonas Valanciunas,TORONTO RAPTORS,HOME,PORTLAND TRAIL BLAZERS,WIN,1450,7,15,2,4,2,2,4,4,2,0,1,1,3,14.2,2.2.2018
Brandon Ingram,LOS ANGELES LAKERS,AWAY,BROOKLYN NETS,WIN,2208,5,14,0,1,6,8,1,7,10,0,0,2,3,14.0,2.2.2018
Bogdan Bogdanovic,SACRAMENTO KINGS,HOME,GOLDEN STATE WARRIORS,LOSS,1713,4,9,4,7,0,0,0,3,6,3,0,1,2,13.6,2.2.2018
Kyle Lowry,TORONTO RAPTORS,HOME,PORTLAND TRAIL BLAZERS,WIN,1548,5,13,2,6,3,4,3,1,5,1,0,0,2,13.6,2.2.2018
Jerami Grant,OKLAHOMA CITY THUNDER,HOME,NEW ORLEANS PELICANS,LOSS,1403,6,7,0,0,0,0,3,9,1,0,0,0,4,13.4,2.2.2018
Jarrett Jack,NEW YORK KNICKS,AWAY,MILWAUKEE BUCKS,LOSS,1893,3,8,1,3,4,4,3,4,7,2,0,3,1,13.4,2.2.2018
Jeremy Lamb,CHARLOTTE HORNETS,HOME,INDIANA PACERS,WIN,1313,5,9,1,4,3,3,2,1,2,1,0,0,1,13.4,2.2.2018
Willie Cauley-Stein,SACRAMENTO KINGS,HOME,GOLDEN STATE WARRIORS,LOSS,2093,6,11,0,0,1,2,2,4,3,2,1,1,1,13.3,2.2.2018
Joe Ingles,UTAH JAZZ,AWAY,PHOENIX SUNS,WIN,1603,6,9,4,6,0,0,1,0,2,0,0,1,0,13.2,2.2.2018
