name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,date
James Harden,HOUSTON ROCKETS,HOME,LOS ANGELES CLIPPERS,LOSS,2484,15,28,6,14,15,16,0,4,8,3,0,8,6,36.4,22.12.2017
Russell Westbrook,OKLAHOMA CITY THUNDER,HOME,ATLANTA HAWKS,WIN,2132,12,17,1,2,5,5,1,6,15,2,1,3,0,35.6,22.12.2017
Kevin Durant,GOLDEN STATE WARRIORS,HOME,LOS ANGELES LAKERS,WIN,2251,9,20,3,10,12,13,0,7,7,2,4,1,3,31.8,22.12.2017
Lou Williams,LOS ANGELES CLIPPERS,AWAY,HOUSTON ROCKETS,WIN,2318,10,21,7,11,5,6,0,2,7,3,0,1,1,28.0,22.12.2017
Enes Kanter,NEW YORK KNICKS,AWAY,DETROIT PISTONS,LOSS,1767,11,17,0,0,0,0,8,8,3,1,3,1,3,25.5,22.12.2017
Kemba Walker,CHARLOTTE HORNETS,AWAY,MILWAUKEE BUCKS,LOSS,1913,13,21,4,9,2,3,0,4,2,2,1,2,2,24.6,22.12.2017
Austin Rivers,LOS ANGELES CLIPPERS,AWAY,HOUSTON ROCKETS,WIN,2356,11,25,6,15,8,11,0,2,7,1,1,4,2,24.1,22.12.2017
Kyle Kuzma,LOS ANGELES LAKERS,AWAY,GOLDEN STATE WARRIORS,LOSS,2578,9,15,3,6,6,8,3,11,1,2,1,3,3,23.9,22.12.2017
Eric Bledsoe,MILWAUKEE BUCKS,HOME,CHARLOTTE HORNETS,WIN,2153,8,16,1,6,7,10,1,4,10,2,3,4,2,23.0,22.12.2017
DeMarcus Cousins,NEW ORLEANS PELICANS,AWAY,ORLANDO MAGIC,WIN,1966,9,16,0,3,8,11,2,9,6,3,0,4,5,22.5,22.12.2017
Josh Richardson,MIAMI HEAT,HOME,DALLAS MAVERICKS,WIN,2182,11,14,2,3,0,0,0,4,5,1,2,2,3,22.5,22.12.2017
Jordan Bell,GOLDEN STATE WARRIORS,HOME,LOS ANGELES LAKERS,WIN,1493,9,13,0,0,2,2,6,4,3,1,1,1,4,21.1,22.12.2017
Giannis Antetokounmpo,MILWAUKEE BUCKS,HOME,CHARLOTTE HORNETS,WIN,2190,9,20,1,3,7,8,1,6,5,1,0,0,3,21.0,22.12.2017
Nikola Jokic,DENVER NUGGETS,AWAY,PORTLAND TRAIL BLAZERS,WIN,2228,12,21,2,6,1,1,3,6,6,0,2,4,4,21.0,22.12.2017
Wayne Ellington,MIAMI HEAT,HOME,DALLAS MAVERICKS,WIN,2366,10,16,8,12,0,0,0,3,0,0,0,0,2,20.9,22.12.2017
Marco Belinelli,ATLANTA HAWKS,AWAY,OKLAHOMA CITY THUNDER,LOSS,1955,10,18,5,10,2,2,0,1,5,1,1,3,1,20.5,22.12.2017
Jrue Holiday,NEW ORLEANS PELICANS,AWAY,ORLANDO MAGIC,WIN,1798,10,15,3,6,1,2,0,2,2,3,1,2,1,20.4,22.12.2017
Khris Middleton,MILWAUKEE BUCKS,HOME,CHARLOTTE HORNETS,WIN,2287,12,22,3,8,1,1,0,3,1,1,1,0,2,19.9,22.12.2017
Yogi Ferrell,DALLAS MAVERICKS,AWAY,MIAMI HEAT,LOSS,1971,9,13,5,7,0,0,0,2,2,2,0,1,2,19.7,22.12.2017
Malcolm Delaney,ATLANTA HAWKS,AWAY,OKLAHOMA CITY THUNDER,LOSS,1598,7,10,4,6,2,2,0,2,6,1,0,1,3,19.4,22.12.2017
DeAndre Jordan,LOS ANGELES CLIPPERS,AWAY,HOUSTON ROCKETS,WIN,2004,5,7,0,0,5,6,3,17,1,0,2,0,4,19.4,22.12.2017
Ersan Ilyasova,ATLANTA HAWKS,AWAY,OKLAHOMA CITY THUNDER,LOSS,1849,7,10,4,5,4,4,1,2,1,1,0,1,3,18.6,22.12.2017
Tobias Harris,DETROIT PISTONS,HOME,NEW YORK KNICKS,WIN,2463,7,16,3,6,7,10,1,2,5,0,1,1,1,18.5,22.12.2017
Anthony Davis,NEW ORLEANS PELICANS,AWAY,ORLANDO MAGIC,WIN,1851,10,14,0,1,0,1,2,9,0,1,1,0,3,18.4,22.12.2017
John Collins,ATLANTA HAWKS,AWAY,OKLAHOMA CITY THUNDER,LOSS,1602,7,8,0,1,2,4,5,4,1,1,1,1,1,18.1,22.12.2017
Rondae Hollis-Jefferson,BROOKLYN NETS,HOME,WASHINGTON WIZARDS,WIN,1426,7,15,0,1,7,9,1,10,6,0,1,2,3,17.9,22.12.2017
Jonathon Simmons,ORLANDO MAGIC,HOME,NEW ORLEANS PELICANS,LOSS,1850,10,15,1,4,1,1,0,8,2,1,0,1,4,17.7,22.12.2017
Eric Gordon,HOUSTON ROCKETS,HOME,LOS ANGELES CLIPPERS,LOSS,2399,9,20,6,12,4,6,1,3,2,0,0,2,2,17.0,22.12.2017
Julius Randle,LOS ANGELES LAKERS,AWAY,GOLDEN STATE WARRIORS,LOSS,1440,7,16,2,3,5,6,5,5,1,2,1,2,4,17.0,22.12.2017
Steven Adams,OKLAHOMA CITY THUNDER,HOME,ATLANTA HAWKS,WIN,2026,6,9,0,0,4,6,7,3,1,2,0,2,3,16.6,22.12.2017
Andre Drummond,DETROIT PISTONS,HOME,NEW YORK KNICKS,WIN,1561,8,16,0,0,2,4,7,8,1,1,2,2,3,16.4,22.12.2017
Kristaps Porzingis,NEW YORK KNICKS,AWAY,DETROIT PISTONS,LOSS,2303,12,28,3,9,2,2,2,7,2,1,1,3,4,16.2,22.12.2017
Marvin Williams,CHARLOTTE HORNETS,AWAY,MILWAUKEE BUCKS,LOSS,1932,4,8,1,2,6,6,2,8,1,1,1,0,3,16.0,22.12.2017
Lonzo Ball,LOS ANGELES LAKERS,AWAY,GOLDEN STATE WARRIORS,LOSS,2221,9,16,5,6,1,4,2,3,5,0,1,5,2,15.9,22.12.2017
Wilson Chandler,DENVER NUGGETS,AWAY,PORTLAND TRAIL BLAZERS,WIN,2514,8,15,2,3,3,4,4,7,0,0,0,2,2,15.4,22.12.2017
Caris LeVert,BROOKLYN NETS,HOME,WASHINGTON WIZARDS,WIN,1433,7,9,2,2,1,1,2,4,3,0,0,2,2,15.4,22.12.2017
Tyler Johnson,MIAMI HEAT,HOME,DALLAS MAVERICKS,WIN,2319,8,12,2,3,1,2,0,7,4,0,0,3,0,15.3,22.12.2017
Bam Adebayo,MIAMI HEAT,HOME,DALLAS MAVERICKS,WIN,2249,6,9,0,0,2,2,1,7,5,1,0,1,3,15.2,22.12.2017
Gary Harris,DENVER NUGGETS,AWAY,PORTLAND TRAIL BLAZERS,WIN,2287,7,12,0,3,3,4,1,1,2,3,1,2,0,15.1,22.12.2017
DeMarre Carroll,BROOKLYN NETS,HOME,WASHINGTON WIZARDS,WIN,1354,5,11,2,7,3,3,1,5,4,1,0,0,1,14.9,22.12.2017
Ryan Anderson,HOUSTON ROCKETS,HOME,LOS ANGELES CLIPPERS,LOSS,2091,3,7,2,4,6,6,2,8,2,0,1,1,3,14.0,22.12.2017
Spencer Dinwiddie,BROOKLYN NETS,HOME,WASHINGTON WIZARDS,WIN,1344,5,7,4,5,1,1,0,2,4,1,1,3,1,13.8,22.12.2017
Shabazz Napier,PORTLAND TRAIL BLAZERS,HOME,DENVER NUGGETS,LOSS,2225,6,15,1,5,1,2,2,2,5,3,0,0,1,13.6,22.12.2017
Elfrid Payton,ORLANDO MAGIC,HOME,NEW ORLEANS PELICANS,LOSS,1720,8,13,0,0,2,4,2,3,6,0,0,4,1,13.4,22.12.2017
Nikola Vucevic,ORLANDO MAGIC,HOME,NEW ORLEANS PELICANS,LOSS,1676,7,20,0,3,7,8,5,3,2,2,0,3,2,13.4,22.12.2017
Reggie Bullock,DETROIT PISTONS,HOME,NEW YORK KNICKS,WIN,1805,6,8,2,3,0,0,1,5,0,1,1,1,1,13.3,22.12.2017
Carmelo Anthony,OKLAHOMA CITY THUNDER,HOME,ATLANTA HAWKS,WIN,2076,8,19,7,12,1,2,0,1,1,1,1,2,3,13.0,22.12.2017
Harrison Barnes,DALLAS MAVERICKS,AWAY,MIAMI HEAT,LOSS,1931,8,15,1,3,3,5,1,1,2,0,0,1,1,12.9,22.12.2017
Malcolm Brogdon,MILWAUKEE BUCKS,HOME,CHARLOTTE HORNETS,WIN,1835,5,11,2,3,2,2,0,6,4,1,1,1,2,12.8,22.12.2017
Sam Dekker,LOS ANGELES CLIPPERS,AWAY,HOUSTON ROCKETS,WIN,1702,5,7,0,1,2,2,3,2,3,1,0,2,1,12.5,22.12.2017
Dirk Nowitzki,DALLAS MAVERICKS,AWAY,MIAMI HEAT,LOSS,1949,7,17,6,15,0,0,0,4,3,0,0,2,0,12.2,22.12.2017
Mason Plumlee,DENVER NUGGETS,AWAY,PORTLAND TRAIL BLAZERS,WIN,1481,4,7,0,0,0,0,3,2,3,1,5,1,2,12.2,22.12.2017
Nicolas Batum,CHARLOTTE HORNETS,AWAY,MILWAUKEE BUCKS,LOSS,1904,5,7,2,3,2,2,0,1,6,0,0,3,2,11.8,22.12.2017
Frank Kaminsky,CHARLOTTE HORNETS,AWAY,MILWAUKEE BUCKS,LOSS,1806,6,12,2,4,2,4,2,3,3,0,0,1,2,11.8,22.12.2017
Courtney Lee,NEW YORK KNICKS,AWAY,DETROIT PISTONS,LOSS,2018,6,15,2,5,2,2,1,4,4,1,0,1,2,11.8,22.12.2017
Draymond Green,GOLDEN STATE WARRIORS,HOME,LOS ANGELES LAKERS,WIN,1806,4,9,1,3,4,4,1,10,7,2,0,6,4,11.3,22.12.2017
Will Barton,DENVER NUGGETS,AWAY,PORTLAND TRAIL BLAZERS,WIN,1530,4,8,1,3,3,4,2,5,1,0,2,1,2,10.8,22.12.2017
Dwight Powell,DALLAS MAVERICKS,AWAY,MIAMI HEAT,LOSS,1010,4,4,0,0,0,0,0,2,1,2,1,0,0,10.8,22.12.2017
Omri Casspi,GOLDEN STATE WARRIORS,HOME,LOS ANGELES LAKERS,WIN,1121,5,8,0,0,0,0,0,3,1,1,2,0,0,10.4,22.12.2017
Stanley Johnson,DETROIT PISTONS,HOME,NEW YORK KNICKS,WIN,1206,4,8,2,3,2,2,1,2,0,2,0,1,0,10.3,22.12.2017
Paul George,OKLAHOMA CITY THUNDER,HOME,ATLANTA HAWKS,WIN,2401,4,12,2,5,7,10,2,3,2,3,1,5,3,10.2,22.12.2017
Jarrett Allen,BROOKLYN NETS,HOME,WASHINGTON WIZARDS,WIN,1097,4,6,0,0,2,2,2,4,0,1,1,1,2,9.9,22.12.2017
Kent Bazemore,ATLANTA HAWKS,AWAY,OKLAHOMA CITY THUNDER,LOSS,1605,4,6,1,1,2,2,0,3,6,3,0,5,4,9.9,22.12.2017
Pat Connaughton,PORTLAND TRAIL BLAZERS,HOME,DENVER NUGGETS,LOSS,1301,5,6,1,2,1,2,1,3,0,0,0,0,3,9.8,22.12.2017
Derrick Walton,MIAMI HEAT,HOME,DALLAS MAVERICKS,WIN,1436,2,3,1,2,2,2,0,2,5,0,0,0,0,9.8,22.12.2017
David West,GOLDEN STATE WARRIORS,HOME,LOS ANGELES LAKERS,WIN,1059,3,6,0,0,2,3,2,2,3,0,2,0,1,9.7,22.12.2017
Jawun Evans,LOS ANGELES CLIPPERS,AWAY,HOUSTON ROCKETS,WIN,1576,5,13,3,7,2,2,1,0,4,1,0,1,5,9.4,22.12.2017
Mario Hezonja,ORLANDO MAGIC,HOME,NEW ORLEANS PELICANS,LOSS,1227,4,10,1,3,2,2,0,4,1,2,0,0,1,9.1,22.12.2017
John Henson,MILWAUKEE BUCKS,HOME,CHARLOTTE HORNETS,WIN,1155,2,2,0,0,2,2,4,4,0,0,0,0,1,9.0,22.12.2017
Tyler Zeller,BROOKLYN NETS,HOME,WASHINGTON WIZARDS,WIN,1052,3,5,0,0,2,2,5,4,0,0,0,1,1,9.0,22.12.2017
J.J. Barea,DALLAS MAVERICKS,AWAY,MIAMI HEAT,LOSS,1530,3,8,2,3,0,0,0,3,8,0,0,0,3,8.9,22.12.2017
Ish Smith,DETROIT PISTONS,HOME,NEW YORK KNICKS,WIN,1182,5,10,0,0,0,0,2,2,4,1,0,2,0,8.8,22.12.2017
Nik Stauskas,BROOKLYN NETS,HOME,WASHINGTON WIZARDS,WIN,914,5,10,4,8,1,3,0,1,2,1,0,3,1,8.5,22.12.2017
Trey Lyles,DENVER NUGGETS,AWAY,PORTLAND TRAIL BLAZERS,WIN,1976,4,10,1,3,1,2,2,7,3,0,0,1,1,8.4,22.12.2017
Brandon Ingram,LOS ANGELES LAKERS,AWAY,GOLDEN STATE WARRIORS,LOSS,2137,5,11,0,1,2,2,1,2,4,0,0,1,3,8.2,22.12.2017
