name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,date
Russell Westbrook,OKLAHOMA CITY THUNDER,HOME,INDIANA PACERS,WIN,2109,10,18,2,4,6,10,1,9,16,3,0,7,3,27.2,25.10.2017
Victor Oladipo,INDIANA PACERS,AWAY,OKLAHOMA CITY THUNDER,LOSS,2150,11,18,5,8,8,8,0,5,0,1,2,3,5,25.7,25.10.2017
Stephen Curry,GOLDEN STATE WARRIORS,HOME,TORONTO RAPTORS,WIN,2251,9,20,4,11,8,8,0,4,5,3,1,2,2,25.2,25.10.2017
Tobias Harris,DETROIT PISTONS,HOME,MINNESOTA TIMBERWOLVES,WIN,2343,14,24,6,9,0,0,0,4,1,2,1,1,3,25.2,25.10.2017
LeBron James,CLEVELAND CAVALIERS,AWAY,BROOKLYN NETS,LOSS,2482,12,20,1,2,4,8,1,9,13,0,4,8,1,25.1,25.10.2017
LaMarcus Aldridge,SAN ANTONIO SPURS,AWAY,MIAMI HEAT,WIN,2289,12,20,1,1,6,7,1,6,1,2,1,2,4,23.7,25.10.2017
Marc Gasol,MEMPHIS GRIZZLIES,AWAY,DALLAS MAVERICKS,LOSS,2231,9,15,5,7,3,8,2,9,4,2,0,2,2,23.2,25.10.2017
DeMar DeRozan,TORONTO RAPTORS,AWAY,GOLDEN STATE WARRIORS,LOSS,2278,9,18,0,0,6,7,1,2,6,6,0,3,0,23.1,25.10.2017
Clint Capela,HOUSTON ROCKETS,AWAY,PHILADELPHIA 76ERS,WIN,1890,7,9,0,0,2,2,6,14,2,1,4,2,4,22.5,25.10.2017
Kevin Durant,GOLDEN STATE WARRIORS,HOME,TORONTO RAPTORS,WIN,2283,11,20,3,6,4,6,0,4,5,1,0,1,2,22.5,25.10.2017
James Harden,HOUSTON ROCKETS,AWAY,PHILADELPHIA 76ERS,WIN,2486,10,20,2,8,5,5,0,3,13,1,3,8,1,21.7,25.10.2017
Rudy Gay,SAN ANTONIO SPURS,AWAY,MIAMI HEAT,WIN,1589,6,8,1,2,9,11,2,1,4,2,0,3,0,21.5,25.10.2017
Eric Gordon,HOUSTON ROCKETS,AWAY,PHILADELPHIA 76ERS,WIN,2394,7,20,5,16,10,12,0,4,5,0,0,1,0,20.7,25.10.2017
T.J. Warren,PHOENIX SUNS,HOME,UTAH JAZZ,WIN,1661,12,19,0,1,3,4,1,4,1,1,0,1,2,19.9,25.10.2017
Tyler Johnson,MIAMI HEAT,HOME,SAN ANTONIO SPURS,LOSS,1996,7,13,3,6,6,6,0,0,3,1,1,0,2,19.7,25.10.2017
Spencer Dinwiddie,BROOKLYN NETS,HOME,CLEVELAND CAVALIERS,WIN,1905,7,13,4,8,4,4,1,4,6,1,0,2,3,19.6,25.10.2017
Bradley Beal,WASHINGTON WIZARDS,AWAY,LOS ANGELES LAKERS,LOSS,2611,11,23,2,7,4,6,1,5,2,3,1,4,1,18.4,25.10.2017
Kemba Walker,CHARLOTTE HORNETS,HOME,DENVER NUGGETS,WIN,1941,4,9,2,4,9,9,0,4,5,0,0,1,0,18.0,25.10.2017
