name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,date
Andre Drummond,DETROIT PISTONS,AWAY,TORONTO RAPTORS,LOSS,2256,12,15,0,0,1,3,7,10,2,4,0,2,2,29.0,17.1.2018
Hassan Whiteside,MIAMI HEAT,AWAY,MILWAUKEE BUCKS,WIN,1900,10,12,0,0,7,9,1,13,0,0,6,2,3,27.4,17.1.2018
Klay Thompson,GOLDEN STATE WARRIORS,AWAY,CHICAGO BULLS,WIN,2230,12,22,7,13,7,9,0,4,2,0,1,3,0,26.9,17.1.2018
Donovan Mitchell,UTAH JAZZ,AWAY,SACRAMENTO KINGS,WIN,2043,14,19,1,4,5,7,0,1,3,3,0,3,3,26.7,17.1.2018
LaMarcus Aldridge,SAN ANTONIO SPURS,AWAY,BROOKLYN NETS,WIN,2263,13,24,0,1,8,8,1,7,3,0,2,2,2,25.9,17.1.2018
George Hill,SACRAMENTO KINGS,HOME,UTAH JAZZ,LOSS,2198,6,10,4,5,4,5,2,2,5,3,0,0,0,23.5,17.1.2018
Nikola Mirotic,CHICAGO BULLS,HOME,GOLDEN STATE WARRIORS,LOSS,1646,9,13,4,7,2,2,1,5,3,3,1,3,1,23.1,17.1.2018
Carmelo Anthony,OKLAHOMA CITY THUNDER,HOME,LOS ANGELES LAKERS,WIN,1648,10,15,4,6,3,3,0,3,2,1,0,0,2,23.0,17.1.2018
Rodney Hood,UTAH JAZZ,AWAY,SACRAMENTO KINGS,WIN,1859,9,16,4,9,3,3,1,7,2,2,0,0,2,22.8,17.1.2018
Patty Mills,SAN ANTONIO SPURS,AWAY,BROOKLYN NETS,WIN,1551,7,10,7,8,4,6,0,2,2,3,0,1,3,22.8,17.1.2018
Michael Kidd-Gilchrist,CHARLOTTE HORNETS,HOME,WASHINGTON WIZARDS,WIN,1379,8,11,0,0,5,6,0,4,2,3,0,0,1,21.3,17.1.2018
Stephen Curry,GOLDEN STATE WARRIORS,AWAY,CHICAGO BULLS,WIN,2095,10,18,6,11,4,4,0,9,4,1,0,6,2,21.1,17.1.2018
Giannis Antetokounmpo,MILWAUKEE BUCKS,HOME,MIAMI HEAT,LOSS,2302,6,15,2,3,8,15,2,8,6,2,2,1,3,20.3,17.1.2018
Steven Adams,OKLAHOMA CITY THUNDER,HOME,LOS ANGELES LAKERS,WIN,1585,10,12,0,0,1,2,7,3,1,0,1,3,1,20.0,17.1.2018
Kristaps Porzingis,NEW YORK KNICKS,AWAY,MEMPHIS GRIZZLIES,LOSS,1997,8,19,2,7,3,3,0,9,0,3,6,0,2,20.0,17.1.2018
Willie Cauley-Stein,SACRAMENTO KINGS,HOME,UTAH JAZZ,LOSS,2212,11,18,0,1,4,6,2,8,2,1,1,3,3,19.7,17.1.2018
Tyreke Evans,MEMPHIS GRIZZLIES,HOME,NEW YORK KNICKS,WIN,2016,9,21,2,7,3,3,1,5,10,1,0,2,2,19.3,17.1.2018
Dwight Howard,CHARLOTTE HORNETS,HOME,WASHINGTON WIZARDS,WIN,1734,7,13,0,0,4,5,3,12,2,2,2,2,2,19.0,17.1.2018
Bogdan Bogdanovic,SACRAMENTO KINGS,HOME,UTAH JAZZ,LOSS,2342,9,11,6,6,1,1,2,4,2,1,0,5,5,18.9,17.1.2018
Kevin Durant,GOLDEN STATE WARRIORS,AWAY,CHICAGO BULLS,WIN,2117,6,15,0,5,7,7,0,8,7,1,0,0,1,18.8,17.1.2018
JaMychal Green,MEMPHIS GRIZZLIES,HOME,NEW YORK KNICKS,WIN,1606,6,15,3,5,3,4,7,6,3,1,0,0,3,18.1,17.1.2018
John Collins,ATLANTA HAWKS,HOME,NEW ORLEANS PELICANS,WIN,1589,7,8,0,0,4,4,1,4,1,0,1,0,2,17.7,17.1.2018
Enes Kanter,NEW YORK KNICKS,AWAY,MEMPHIS GRIZZLIES,LOSS,1634,7,11,0,0,6,6,4,5,0,0,1,3,0,17.1,17.1.2018
Jrue Holiday,NEW ORLEANS PELICANS,AWAY,ATLANTA HAWKS,LOSS,2242,9,16,2,4,2,3,0,4,4,0,1,1,3,16.5,17.1.2018
Khris Middleton,MILWAUKEE BUCKS,HOME,MIAMI HEAT,LOSS,2435,11,22,3,8,0,0,0,5,3,1,0,1,3,16.4,17.1.2018
Kemba Walker,CHARLOTTE HORNETS,HOME,WASHINGTON WIZARDS,WIN,1728,6,15,4,8,3,3,1,2,7,0,1,1,1,16.4,17.1.2018
Mike Scott,WASHINGTON WIZARDS,AWAY,CHARLOTTE HORNETS,LOSS,1513,7,10,2,2,2,2,0,2,3,1,0,0,3,16.3,17.1.2018
Will Barton,DENVER NUGGETS,AWAY,LOS ANGELES CLIPPERS,LOSS,2097,7,15,1,5,2,2,3,3,6,1,2,2,2,16.1,17.1.2018
Pau Gasol,SAN ANTONIO SPURS,AWAY,BROOKLYN NETS,WIN,1774,5,8,1,1,2,4,1,11,7,0,0,1,1,16.1,17.1.2018
Dennis Schroder,ATLANTA HAWKS,HOME,NEW ORLEANS PELICANS,WIN,2034,4,16,3,9,2,2,0,3,15,2,0,0,2,16.0,17.1.2018
Montrezl Harrell,LOS ANGELES CLIPPERS,HOME,DENVER NUGGETS,WIN,1856,6,10,0,0,6,13,3,5,0,2,2,1,2,15.8,17.1.2018
DeMarcus Cousins,NEW ORLEANS PELICANS,AWAY,ATLANTA HAWKS,LOSS,2111,6,17,1,3,6,8,5,9,7,1,2,5,4,15.6,17.1.2018
Allen Crabbe,BROOKLYN NETS,HOME,SAN ANTONIO SPURS,LOSS,1876,7,12,4,6,2,3,0,8,3,0,0,1,5,15.5,17.1.2018
Michael Beasley,NEW YORK KNICKS,AWAY,MEMPHIS GRIZZLIES,LOSS,1424,6,11,1,1,5,6,5,2,0,0,3,2,3,15.3,17.1.2018
Derrick Favors,UTAH JAZZ,AWAY,SACRAMENTO KINGS,WIN,1879,5,9,0,0,4,5,5,6,1,0,1,0,2,15.2,17.1.2018
Bradley Beal,WASHINGTON WIZARDS,AWAY,CHARLOTTE HORNETS,LOSS,1663,10,19,4,6,2,2,1,2,2,0,1,5,1,14.7,17.1.2018
Milos Teodosic,LOS ANGELES CLIPPERS,HOME,DENVER NUGGETS,WIN,1884,5,9,3,7,2,2,0,4,5,3,0,3,2,14.6,17.1.2018
Gary Harris,DENVER NUGGETS,AWAY,LOS ANGELES CLIPPERS,LOSS,2147,7,13,1,4,4,4,0,2,4,4,0,4,4,14.5,17.1.2018
Kyle Lowry,TORONTO RAPTORS,HOME,DETROIT PISTONS,WIN,1943,5,14,4,10,4,5,3,6,5,1,0,3,2,14.4,17.1.2018
C.J. Miles,TORONTO RAPTORS,HOME,DETROIT PISTONS,WIN,1532,7,16,5,12,2,4,2,2,1,1,1,1,2,14.4,17.1.2018
Jarell Martin,MEMPHIS GRIZZLIES,HOME,NEW YORK KNICKS,WIN,1845,8,15,1,3,0,0,2,4,1,1,1,0,2,13.9,17.1.2018
Jeremy Lamb,CHARLOTTE HORNETS,HOME,WASHINGTON WIZARDS,WIN,1262,7,9,2,2,0,0,3,0,0,0,1,0,4,13.7,17.1.2018
Wesley Johnson,LOS ANGELES CLIPPERS,HOME,DENVER NUGGETS,WIN,1740,3,9,3,8,6,6,2,4,3,0,0,1,0,13.6,17.1.2018
Mason Plumlee,DENVER NUGGETS,AWAY,LOS ANGELES CLIPPERS,LOSS,1838,7,14,0,0,2,4,6,8,2,3,0,4,4,13.6,17.1.2018
