name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,date
Bradley Beal,WASHINGTON WIZARDS,AWAY,OKLAHOMA CITY THUNDER,LOSS,2730,15,26,6,11,5,7,3,9,7,2,0,5,2,33.9,25.1.2018
Russell Westbrook,OKLAHOMA CITY THUNDER,HOME,WASHINGTON WIZARDS,WIN,2201,19,29,1,3,7,10,0,6,6,2,0,6,3,32.9,25.1.2018
Kevin Durant,GOLDEN STATE WARRIORS,HOME,MINNESOTA TIMBERWOLVES,WIN,2193,10,19,6,9,2,2,0,10,11,2,3,4,2,28.7,25.1.2018
Stephen Curry,GOLDEN STATE WARRIORS,HOME,MINNESOTA TIMBERWOLVES,WIN,2246,9,14,5,9,2,3,2,3,9,3,0,2,2,27.2,25.1.2018
Karl-Anthony Towns,MINNESOTA TIMBERWOLVES,AWAY,GOLDEN STATE WARRIORS,LOSS,2137,13,24,1,5,4,6,5,6,5,0,0,2,2,24.6,25.1.2018
Klay Thompson,GOLDEN STATE WARRIORS,HOME,MINNESOTA TIMBERWOLVES,WIN,2130,9,13,7,9,0,0,0,5,3,1,1,3,1,21.4,25.1.2018
Trey Burke,NEW YORK KNICKS,AWAY,DENVER NUGGETS,LOSS,1722,8,12,0,2,2,2,1,1,11,0,0,0,1,21.1,25.1.2018
Nikola Jokic,DENVER NUGGETS,HOME,NEW YORK KNICKS,WIN,2116,5,9,1,2,7,9,1,6,10,0,0,1,4,19.8,25.1.2018
Michael Beasley,NEW YORK KNICKS,AWAY,DENVER NUGGETS,LOSS,1711,6,8,1,1,8,10,0,4,0,2,0,1,1,18.8,25.1.2018
Trey Lyles,DENVER NUGGETS,HOME,NEW YORK KNICKS,WIN,1304,9,12,2,4,1,1,0,5,3,0,0,0,4,18.2,25.1.2018
John Wall,WASHINGTON WIZARDS,AWAY,OKLAHOMA CITY THUNDER,LOSS,2116,7,16,5,10,2,2,0,1,12,2,1,5,2,18.2,25.1.2018
Buddy Hield,SACRAMENTO KINGS,AWAY,MIAMI HEAT,WIN,1716,10,15,4,7,0,0,1,4,1,0,0,2,0,18.1,25.1.2018
Gary Harris,DENVER NUGGETS,HOME,NEW YORK KNICKS,WIN,1884,8,14,4,6,3,3,0,3,1,1,0,1,0,18.0,25.1.2018
Jamal Crawford,MINNESOTA TIMBERWOLVES,AWAY,GOLDEN STATE WARRIORS,LOSS,1532,9,16,1,4,2,2,1,2,5,0,0,1,0,17.2,25.1.2018
Mason Plumlee,DENVER NUGGETS,HOME,NEW YORK KNICKS,WIN,1417,6,6,0,0,2,2,0,6,4,1,1,1,2,16.7,25.1.2018
Steven Adams,OKLAHOMA CITY THUNDER,HOME,WASHINGTON WIZARDS,WIN,2133,5,7,0,0,2,3,7,3,0,3,0,1,3,15.3,25.1.2018
Markieff Morris,WASHINGTON WIZARDS,AWAY,OKLAHOMA CITY THUNDER,LOSS,2261,7,12,2,3,4,5,1,8,0,2,1,3,4,15.2,25.1.2018
Enes Kanter,NEW YORK KNICKS,AWAY,DENVER NUGGETS,LOSS,1598,9,13,0,0,2,2,1,6,1,0,0,1,4,15.1,25.1.2018
Goran Dragic,MIAMI HEAT,HOME,SACRAMENTO KINGS,LOSS,1884,8,14,3,5,4,4,1,1,1,1,0,3,3,14.9,25.1.2018
Jeff Teague,MINNESOTA TIMBERWOLVES,AWAY,GOLDEN STATE WARRIORS,LOSS,2129,7,14,1,2,2,2,0,3,7,2,1,3,4,13.9,25.1.2018
Courtney Lee,NEW YORK KNICKS,AWAY,DENVER NUGGETS,LOSS,2042,3,6,1,2,0,0,0,5,7,4,1,2,0,13.1,25.1.2018
Nemanja Bjelica,MINNESOTA TIMBERWOLVES,AWAY,GOLDEN STATE WARRIORS,LOSS,2208,4,8,3,5,0,0,0,6,3,2,0,0,2,12.1,25.1.2018
Kristaps Porzingis,NEW YORK KNICKS,AWAY,DENVER NUGGETS,LOSS,1634,7,16,1,4,6,6,0,7,0,0,1,1,6,12.0,25.1.2018
Wayne Ellington,MIAMI HEAT,HOME,SACRAMENTO KINGS,LOSS,2069,7,16,6,13,0,0,0,4,0,1,0,2,0,11.8,25.1.2018
Taj Gibson,MINNESOTA TIMBERWOLVES,AWAY,GOLDEN STATE WARRIORS,LOSS,2020,6,13,0,0,0,0,5,5,1,1,1,1,1,11.3,25.1.2018
Draymond Green,GOLDEN STATE WARRIORS,HOME,MINNESOTA TIMBERWOLVES,WIN,1937,3,7,0,4,3,4,0,8,3,1,3,2,0,10.5,25.1.2018
Andre Iguodala,GOLDEN STATE WARRIORS,HOME,MINNESOTA TIMBERWOLVES,WIN,1558,4,8,1,2,1,4,3,2,3,1,1,0,2,10.5,25.1.2018
Otto Porter,WASHINGTON WIZARDS,AWAY,OKLAHOMA CITY THUNDER,LOSS,2213,4,11,2,6,1,2,4,2,2,3,0,1,2,10.5,25.1.2018
Carmelo Anthony,OKLAHOMA CITY THUNDER,HOME,WASHINGTON WIZARDS,WIN,2033,4,11,1,3,4,4,1,7,1,1,0,1,0,10.4,25.1.2018
Jerami Grant,OKLAHOMA CITY THUNDER,HOME,WASHINGTON WIZARDS,WIN,806,3,4,0,1,4,6,0,2,1,0,2,0,0,10.3,25.1.2018
Wilson Chandler,DENVER NUGGETS,HOME,NEW YORK KNICKS,WIN,1768,6,9,2,4,2,4,1,0,0,0,0,1,2,10.2,25.1.2018
Paul George,OKLAHOMA CITY THUNDER,HOME,WASHINGTON WIZARDS,WIN,2267,6,19,2,9,4,4,0,2,4,4,0,4,1,10.1,25.1.2018
Jamal Murray,DENVER NUGGETS,HOME,NEW YORK KNICKS,WIN,2078,6,13,2,5,4,4,0,5,5,0,0,5,4,9.7,25.1.2018
Zaza Pachulia,GOLDEN STATE WARRIORS,HOME,MINNESOTA TIMBERWOLVES,WIN,989,4,8,0,0,1,2,3,3,3,0,0,0,1,9.3,25.1.2018
Terrance Ferguson,OKLAHOMA CITY THUNDER,HOME,WASHINGTON WIZARDS,WIN,1471,4,8,3,6,0,0,2,0,0,0,0,0,1,8.0,25.1.2018
Kelly Olynyk,MIAMI HEAT,HOME,SACRAMENTO KINGS,LOSS,1163,4,10,2,7,0,2,0,4,4,0,2,0,3,8.0,25.1.2018
Jarrett Jack,NEW YORK KNICKS,AWAY,DENVER NUGGETS,LOSS,1570,3,9,0,2,0,0,0,2,8,1,1,1,0,7.8,25.1.2018
Justise Winslow,MIAMI HEAT,HOME,SACRAMENTO KINGS,LOSS,1649,3,7,1,2,4,5,1,4,2,0,0,2,1,7.8,25.1.2018
Justin Jackson,SACRAMENTO KINGS,AWAY,MIAMI HEAT,WIN,1156,4,5,0,0,0,0,1,2,0,0,1,0,1,7.7,25.1.2018
