name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,date
LaMarcus Aldridge,SAN ANTONIO SPURS,AWAY,DALLAS MAVERICKS,WIN,2151,12,21,0,2,8,10,1,4,4,1,2,3,1,25.0,14.11.2017
James Harden,HOUSTON ROCKETS,HOME,TORONTO RAPTORS,LOSS,2362,8,25,3,11,19,19,1,5,11,0,1,9,5,23.3,14.11.2017
DeMar DeRozan,TORONTO RAPTORS,AWAY,HOUSTON ROCKETS,WIN,2039,7,15,0,3,13,16,0,6,5,1,0,3,2,20.6,14.11.2017
Jayson Tatum,BOSTON CELTICS,AWAY,BROOKLYN NETS,WIN,1817,6,9,2,3,5,6,1,3,0,3,1,1,1,18.6,14.11.2017
Patty Mills,SAN ANTONIO SPURS,AWAY,DALLAS MAVERICKS,WIN,1783,7,13,4,9,1,2,0,3,2,4,1,1,1,17.9,14.11.2017
Kyle Lowry,TORONTO RAPTORS,AWAY,HOUSTON ROCKETS,WIN,2226,4,12,2,7,9,10,0,5,10,1,0,2,4,17.7,14.11.2017
Kyrie Irving,BOSTON CELTICS,AWAY,BROOKLYN NETS,WIN,1741,8,20,2,5,7,8,1,2,5,1,0,2,1,17.2,14.11.2017
Trevor Ariza,HOUSTON ROCKETS,HOME,TORONTO RAPTORS,LOSS,2268,6,11,5,8,3,3,0,8,2,1,0,1,4,16.9,14.11.2017
Al Horford,BOSTON CELTICS,AWAY,BROOKLYN NETS,WIN,1827,8,10,1,2,0,0,1,10,3,0,0,2,1,16.6,14.11.2017
Marcus Morris,BOSTON CELTICS,AWAY,BROOKLYN NETS,WIN,1519,8,12,2,3,3,3,0,10,1,0,0,3,1,16.1,14.11.2017
C.J. Miles,TORONTO RAPTORS,AWAY,HOUSTON ROCKETS,WIN,997,6,12,6,9,1,2,0,1,2,2,1,0,3,15.8,14.11.2017
Clint Capela,HOUSTON ROCKETS,HOME,TORONTO RAPTORS,LOSS,1730,5,7,0,0,1,2,5,6,1,2,0,0,3,14.5,14.11.2017
Dirk Nowitzki,DALLAS MAVERICKS,HOME,SAN ANTONIO SPURS,LOSS,1737,5,8,1,4,1,1,1,6,6,0,1,1,1,14.4,14.11.2017
J.J. Barea,DALLAS MAVERICKS,HOME,SAN ANTONIO SPURS,LOSS,1594,6,11,3,6,1,1,0,6,4,1,0,2,0,14.3,14.11.2017
Allen Crabbe,BROOKLYN NETS,HOME,BOSTON CELTICS,LOSS,1965,5,10,5,8,0,0,0,3,3,2,0,1,1,13.6,14.11.2017
Joe Harris,BROOKLYN NETS,HOME,BOSTON CELTICS,LOSS,1187,7,14,5,11,0,0,2,2,0,0,0,0,2,13.2,14.11.2017
OG Anunoby,TORONTO RAPTORS,AWAY,HOUSTON ROCKETS,WIN,1774,6,8,3,4,1,2,0,2,1,1,0,0,4,13.1,14.11.2017
Jaylen Brown,BOSTON CELTICS,AWAY,BROOKLYN NETS,WIN,1887,5,9,1,4,3,4,0,4,3,3,0,2,2,12.8,14.11.2017
Delon Wright,TORONTO RAPTORS,AWAY,HOUSTON ROCKETS,WIN,1538,5,5,0,0,4,5,0,2,2,1,0,2,1,12.7,14.11.2017
Caris LeVert,BROOKLYN NETS,HOME,BOSTON CELTICS,LOSS,1333,6,7,2,2,1,3,0,1,4,1,0,3,2,12.0,14.11.2017
Kyle Anderson,SAN ANTONIO SPURS,AWAY,DALLAS MAVERICKS,WIN,2034,1,4,0,0,5,6,2,6,3,1,2,0,2,11.1,14.11.2017
Harrison Barnes,DALLAS MAVERICKS,HOME,SAN ANTONIO SPURS,LOSS,2257,5,16,0,2,6,6,2,6,2,3,0,2,4,10.8,14.11.2017
Rondae Hollis-Jefferson,BROOKLYN NETS,HOME,BOSTON CELTICS,LOSS,1969,7,13,0,0,2,4,3,6,1,0,0,2,2,10.7,14.11.2017
Dennis Smith,DALLAS MAVERICKS,HOME,SAN ANTONIO SPURS,LOSS,2184,10,23,5,11,2,2,0,6,2,0,0,6,4,10.5,14.11.2017
Tarik Black,HOUSTON ROCKETS,HOME,TORONTO RAPTORS,LOSS,1069,5,8,0,1,3,4,3,4,0,0,2,2,4,10.1,14.11.2017
Spencer Dinwiddie,BROOKLYN NETS,HOME,BOSTON CELTICS,LOSS,2058,4,14,1,6,3,5,0,3,11,0,1,1,4,9.7,14.11.2017
Manu Ginobili,SAN ANTONIO SPURS,AWAY,DALLAS MAVERICKS,WIN,982,4,7,1,2,4,4,0,1,0,0,0,0,1,9.6,14.11.2017
Jonas Valanciunas,TORONTO RAPTORS,AWAY,HOUSTON ROCKETS,WIN,1008,5,9,0,0,2,2,3,4,1,0,0,2,2,8.9,14.11.2017
Fred VanVleet,TORONTO RAPTORS,AWAY,HOUSTON ROCKETS,WIN,953,2,6,2,4,2,2,1,2,4,2,0,1,3,8.5,14.11.2017
Trevor Booker,BROOKLYN NETS,HOME,BOSTON CELTICS,LOSS,1653,5,10,0,1,2,2,1,7,2,1,0,3,3,8.0,14.11.2017
