name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,date
Anthony Davis,NEW ORLEANS PELICANS,AWAY,DETROIT PISTONS,WIN,2201,14,24,3,6,7,7,1,9,1,1,2,2,1,30.9,12.2.2018
Mario Hezonja,ORLANDO MAGIC,AWAY,CHICAGO BULLS,LOSS,1806,8,14,3,4,5,6,2,4,0,4,3,1,2,23.9,12.2.2018
Jrue Holiday,NEW ORLEANS PELICANS,AWAY,DETROIT PISTONS,WIN,2077,8,16,0,2,5,5,0,3,12,2,1,2,2,22.2,12.2.2018
Elfrid Payton,PHOENIX SUNS,AWAY,GOLDEN STATE WARRIORS,LOSS,1881,11,18,2,4,5,7,2,6,5,0,0,4,3,21.5,12.2.2018
Derrick Favors,UTAH JAZZ,HOME,SAN ANTONIO SPURS,WIN,1506,6,9,0,1,7,10,4,3,0,1,3,0,1,20.3,12.2.2018
Evan Fournier,ORLANDO MAGIC,AWAY,CHICAGO BULLS,LOSS,2001,9,15,3,6,1,1,0,3,5,0,1,0,4,18.6,12.2.2018
Enes Kanter,NEW YORK KNICKS,AWAY,PHILADELPHIA 76ERS,LOSS,1987,5,10,0,0,7,7,3,10,3,1,0,1,2,18.4,12.2.2018
Stephen Curry,GOLDEN STATE WARRIORS,HOME,PHOENIX SUNS,WIN,1793,8,17,3,9,3,3,2,7,7,0,1,3,3,18.2,12.2.2018
T.J. McConnell,PHILADELPHIA 76ERS,HOME,NEW YORK KNICKS,WIN,2230,5,11,0,0,0,0,2,8,11,6,0,2,4,18.2,12.2.2018
Ben Simmons,PHILADELPHIA 76ERS,HOME,NEW YORK KNICKS,WIN,1964,6,8,0,0,1,2,1,5,6,4,3,3,2,18.1,12.2.2018
Omri Casspi,GOLDEN STATE WARRIORS,HOME,PHOENIX SUNS,WIN,1605,7,10,1,2,4,5,0,10,2,0,0,1,0,17.8,12.2.2018
Dario Saric,PHILADELPHIA 76ERS,HOME,NEW YORK KNICKS,WIN,1946,8,12,4,6,4,5,0,4,1,0,0,1,4,17.7,12.2.2018
Pau Gasol,SAN ANTONIO SPURS,AWAY,UTAH JAZZ,LOSS,1985,6,14,0,2,3,4,3,12,6,1,2,1,3,17.3,12.2.2018
