name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,date
Stephen Curry,GOLDEN STATE WARRIORS,HOME,BOSTON CELTICS,WIN,2208,16,24,8,13,9,10,0,4,5,2,0,1,2,43.1,27.1.2018
Kyrie Irving,BOSTON CELTICS,AWAY,GOLDEN STATE WARRIORS,LOSS,2161,13,18,5,6,6,8,0,2,4,1,0,3,3,29.0,27.1.2018
Russell Westbrook,OKLAHOMA CITY THUNDER,AWAY,DETROIT PISTONS,WIN,2184,13,22,3,4,2,4,4,7,13,2,0,6,3,28.8,27.1.2018
Paul George,OKLAHOMA CITY THUNDER,AWAY,DETROIT PISTONS,WIN,2170,6,13,4,7,10,12,1,2,2,3,0,0,2,23.4,27.1.2018
Dwight Howard,CHARLOTTE HORNETS,AWAY,MIAMI HEAT,LOSS,2274,7,16,0,0,6,7,6,10,1,1,4,0,1,22.5,27.1.2018
Lance Stephenson,INDIANA PACERS,HOME,ORLANDO MAGIC,WIN,1855,9,13,1,3,2,2,2,3,6,2,0,2,1,21.6,27.1.2018
Markieff Morris,WASHINGTON WIZARDS,AWAY,ATLANTA HAWKS,WIN,1805,9,12,4,5,1,2,1,4,3,1,0,1,2,21.0,27.1.2018
Kemba Walker,CHARLOTTE HORNETS,AWAY,MIAMI HEAT,LOSS,2460,8,22,4,9,10,14,1,5,5,1,1,1,4,21.0,27.1.2018
Gary Harris,DENVER NUGGETS,HOME,DALLAS MAVERICKS,WIN,2125,8,16,3,7,5,5,0,4,4,2,0,1,2,20.2,27.1.2018
Jimmy Butler,MINNESOTA TIMBERWOLVES,HOME,BROOKLYN NETS,WIN,2113,4,14,1,3,12,14,1,5,5,2,1,0,3,19.2,27.1.2018
Karl-Anthony Towns,MINNESOTA TIMBERWOLVES,HOME,BROOKLYN NETS,WIN,2014,7,17,0,4,2,2,10,9,1,1,3,1,1,19.0,27.1.2018
Josh Richardson,MIAMI HEAT,HOME,CHARLOTTE HORNETS,WIN,2035,6,13,2,2,5,5,1,1,5,1,1,0,2,17.7,27.1.2018
Aaron Gordon,ORLANDO MAGIC,AWAY,INDIANA PACERS,LOSS,2399,9,20,1,6,3,8,4,7,4,1,1,1,2,17.2,27.1.2018
Jahlil Okafor,BROOKLYN NETS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,1410,9,14,0,1,3,3,1,5,0,0,1,0,2,16.9,27.1.2018
Victor Oladipo,INDIANA PACERS,HOME,ORLANDO MAGIC,WIN,2332,10,20,1,6,3,4,0,5,6,1,0,3,1,16.9,27.1.2018
Thaddeus Young,INDIANA PACERS,HOME,ORLANDO MAGIC,WIN,2195,9,14,1,2,1,2,1,5,1,2,1,1,3,16.8,27.1.2018
Ish Smith,DETROIT PISTONS,HOME,OKLAHOMA CITY THUNDER,LOSS,2097,7,8,1,1,0,0,0,3,9,0,0,3,2,15.6,27.1.2018
Otto Porter,WASHINGTON WIZARDS,AWAY,ATLANTA HAWKS,WIN,1877,7,11,2,4,2,2,0,3,3,2,1,3,1,15.4,27.1.2018
Draymond Green,GOLDEN STATE WARRIORS,HOME,BOSTON CELTICS,WIN,2299,4,11,1,4,6,6,5,6,5,1,3,4,4,15.2,27.1.2018
Tyus Jones,MINNESOTA TIMBERWOLVES,HOME,BROOKLYN NETS,WIN,1410,6,8,1,2,0,0,0,2,5,1,1,0,1,15.2,27.1.2018
Domantas Sabonis,INDIANA PACERS,HOME,ORLANDO MAGIC,WIN,1678,8,13,0,1,1,3,4,5,2,1,0,0,5,15.0,27.1.2018
Mike Scott,WASHINGTON WIZARDS,AWAY,ATLANTA HAWKS,WIN,1399,8,13,3,6,0,0,0,1,3,0,0,0,2,14.7,27.1.2018
Kelly Olynyk,MIAMI HEAT,HOME,CHARLOTTE HORNETS,WIN,1199,7,11,1,3,1,2,0,4,6,0,0,0,4,14.5,27.1.2018
Bradley Beal,WASHINGTON WIZARDS,AWAY,ATLANTA HAWKS,WIN,1828,5,11,2,4,6,6,1,2,5,0,0,2,2,14.3,27.1.2018
Evan Fournier,ORLANDO MAGIC,AWAY,INDIANA PACERS,LOSS,1987,9,16,3,6,0,0,1,1,1,0,0,0,2,14.3,27.1.2018
Tobias Harris,DETROIT PISTONS,HOME,OKLAHOMA CITY THUNDER,LOSS,1941,6,13,2,4,7,8,2,1,1,1,0,2,3,14.1,27.1.2018
Tyler Dorsey,ATLANTA HAWKS,HOME,WASHINGTON WIZARDS,LOSS,1263,3,6,2,5,6,7,0,2,4,0,0,0,0,14.0,27.1.2018
Khem Birch,ORLANDO MAGIC,AWAY,INDIANA PACERS,LOSS,1145,4,5,0,0,3,8,4,1,1,3,0,0,0,13.9,27.1.2018
Boban Marjanovic,DETROIT PISTONS,HOME,OKLAHOMA CITY THUNDER,LOSS,841,5,9,0,0,4,4,3,5,2,1,0,1,2,13.9,27.1.2018
Nikola Jokic,DENVER NUGGETS,HOME,DALLAS MAVERICKS,WIN,2389,5,13,1,6,0,1,1,15,11,0,2,3,3,13.6,27.1.2018
