name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,date
Karl-Anthony Towns,MINNESOTA TIMBERWOLVES,HOME,OKLAHOMA CITY THUNDER,WIN,2163,12,24,1,4,8,9,7,12,0,0,4,1,4,29.3,27.10.2017
Kevin Durant,GOLDEN STATE WARRIORS,HOME,WASHINGTON WIZARDS,WIN,2325,9,20,4,9,9,9,3,8,6,1,2,4,2,26.9,27.10.2017
Otto Porter,WASHINGTON WIZARDS,AWAY,GOLDEN STATE WARRIORS,LOSS,2013,11,16,7,9,0,3,2,8,2,1,1,0,5,25.9,27.10.2017
Jimmy Butler,MINNESOTA TIMBERWOLVES,HOME,OKLAHOMA CITY THUNDER,WIN,2290,7,10,0,0,11,13,2,3,7,0,0,1,1,25.8,27.10.2017
Kristaps Porzingis,NEW YORK KNICKS,HOME,BROOKLYN NETS,WIN,1763,13,24,1,6,3,3,3,6,0,1,3,0,3,24.2,27.10.2017
LaMarcus Aldridge,SAN ANTONIO SPURS,AWAY,ORLANDO MAGIC,LOSS,1770,9,14,1,2,5,5,4,7,0,0,1,1,0,22.4,27.10.2017
James Harden,HOUSTON ROCKETS,AWAY,CHARLOTTE HORNETS,WIN,2216,8,18,4,10,7,8,0,10,11,1,0,5,4,22.3,27.10.2017
Evan Fournier,ORLANDO MAGIC,HOME,SAN ANTONIO SPURS,WIN,1610,10,12,4,4,1,2,1,4,2,1,0,3,1,21.1,27.10.2017
Kemba Walker,CHARLOTTE HORNETS,HOME,HOUSTON ROCKETS,LOSS,2317,8,22,4,6,6,6,1,2,5,1,1,1,0,19.3,27.10.2017
Paul George,OKLAHOMA CITY THUNDER,AWAY,MINNESOTA TIMBERWOLVES,LOSS,2301,8,16,3,6,4,4,2,3,4,2,1,2,4,19.2,27.10.2017
Steven Adams,OKLAHOMA CITY THUNDER,AWAY,MINNESOTA TIMBERWOLVES,LOSS,1900,8,10,0,0,4,4,6,2,1,0,1,2,4,18.8,27.10.2017
Russell Westbrook,OKLAHOMA CITY THUNDER,AWAY,MINNESOTA TIMBERWOLVES,LOSS,2206,10,18,1,3,6,8,1,7,9,2,0,8,5,18.7,27.10.2017
Nikola Jokic,DENVER NUGGETS,AWAY,ATLANTA HAWKS,WIN,2056,8,16,0,1,2,2,4,11,5,1,0,2,0,18.6,27.10.2017
Kelly Oubre,WASHINGTON WIZARDS,AWAY,GOLDEN STATE WARRIORS,LOSS,2315,6,11,4,6,3,3,2,6,0,2,2,1,4,17.7,27.10.2017
Dennis Schroder,ATLANTA HAWKS,HOME,DENVER NUGGETS,LOSS,1950,7,16,2,6,4,4,1,2,6,1,0,0,1,17.7,27.10.2017
Taj Gibson,MINNESOTA TIMBERWOLVES,HOME,OKLAHOMA CITY THUNDER,WIN,2186,8,12,0,1,0,0,5,3,3,2,2,2,3,17.5,27.10.2017
Julius Randle,LOS ANGELES LAKERS,HOME,TORONTO RAPTORS,LOSS,1421,6,8,0,1,6,8,1,4,3,1,1,1,3,17.5,27.10.2017
Pascal Siakam,TORONTO RAPTORS,AWAY,LOS ANGELES LAKERS,WIN,1498,8,10,1,3,1,2,2,3,1,2,0,0,4,17.2,27.10.2017
Ryan Anderson,HOUSTON ROCKETS,AWAY,CHARLOTTE HORNETS,WIN,2081,7,16,6,15,1,1,2,4,1,1,1,0,2,16.8,27.10.2017
Dwight Howard,CHARLOTTE HORNETS,HOME,HOUSTON ROCKETS,LOSS,1914,7,13,0,0,5,15,7,9,2,1,1,2,2,16.6,27.10.2017
Carmelo Anthony,OKLAHOMA CITY THUNDER,AWAY,MINNESOTA TIMBERWOLVES,LOSS,2197,8,15,1,5,6,7,0,2,2,1,1,1,4,16.4,27.10.2017
Gary Harris,DENVER NUGGETS,AWAY,ATLANTA HAWKS,WIN,2056,7,13,2,5,2,3,1,2,3,2,0,0,2,15.9,27.10.2017
Stephen Curry,GOLDEN STATE WARRIORS,HOME,WASHINGTON WIZARDS,WIN,2172,7,19,3,13,3,3,0,5,8,2,0,2,2,15.8,27.10.2017
DeMar DeRozan,TORONTO RAPTORS,AWAY,LOS ANGELES LAKERS,WIN,2223,9,21,0,2,6,9,1,4,5,3,0,4,1,15.7,27.10.2017
Mason Plumlee,DENVER NUGGETS,AWAY,ATLANTA HAWKS,WIN,1147,3,4,0,0,3,6,2,3,6,1,3,0,1,15.4,27.10.2017
Marcin Gortat,WASHINGTON WIZARDS,AWAY,GOLDEN STATE WARRIORS,LOSS,1954,8,16,0,0,2,2,2,2,4,0,2,1,0,15.2,27.10.2017
John Wall,WASHINGTON WIZARDS,AWAY,GOLDEN STATE WARRIORS,LOSS,2263,7,20,2,7,4,6,0,2,14,1,1,4,3,14.9,27.10.2017
Serge Ibaka,TORONTO RAPTORS,AWAY,LOS ANGELES LAKERS,WIN,2026,8,10,0,1,2,2,2,6,0,0,0,1,4,14.8,27.10.2017
Kyle Lowry,TORONTO RAPTORS,AWAY,LOS ANGELES LAKERS,WIN,2179,4,14,3,7,0,0,0,10,12,2,0,1,1,14.8,27.10.2017
Taurean Waller-Prince,ATLANTA HAWKS,HOME,DENVER NUGGETS,LOSS,1962,8,14,3,5,0,0,1,6,3,2,0,4,2,14.2,27.10.2017
Aaron Gordon,ORLANDO MAGIC,HOME,SAN ANTONIO SPURS,WIN,1556,7,11,2,4,0,0,1,5,2,0,1,1,1,14.0,27.10.2017
