name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,date
Victor Oladipo,INDIANA PACERS,AWAY,TORONTO RAPTORS,LOSS,2338,14,22,3,8,5,7,0,7,6,3,3,2,1,34.4,1.12.2017
Paul George,OKLAHOMA CITY THUNDER,HOME,MINNESOTA TIMBERWOLVES,WIN,2525,10,21,5,9,11,11,0,4,9,0,3,2,4,31.3,1.12.2017
Donovan Mitchell,UTAH JAZZ,HOME,NEW ORLEANS PELICANS,WIN,2202,13,25,6,12,9,11,0,4,4,0,0,2,3,28.7,1.12.2017
Steven Adams,OKLAHOMA CITY THUNDER,HOME,MINNESOTA TIMBERWOLVES,WIN,1933,11,11,0,0,5,5,4,2,0,1,0,0,5,26.1,1.12.2017
Klay Thompson,GOLDEN STATE WARRIORS,AWAY,ORLANDO MAGIC,WIN,2118,11,14,3,4,2,2,0,3,5,0,0,0,1,25.6,1.12.2017
Kevin Durant,GOLDEN STATE WARRIORS,AWAY,ORLANDO MAGIC,WIN,1823,10,14,0,3,5,5,0,2,7,0,4,1,3,25.3,1.12.2017
Zach Randolph,SACRAMENTO KINGS,AWAY,CHICAGO BULLS,WIN,1901,12,19,0,3,1,1,2,11,3,0,1,1,1,22.6,1.12.2017
Markieff Morris,WASHINGTON WIZARDS,HOME,DETROIT PISTONS,WIN,1657,10,16,2,3,1,1,3,4,3,0,2,0,1,22.2,1.12.2017
Derrick Favors,UTAH JAZZ,HOME,NEW ORLEANS PELICANS,WIN,2022,7,9,0,0,4,7,4,7,5,2,0,2,0,21.7,1.12.2017
Josh Richardson,MIAMI HEAT,HOME,CHARLOTTE HORNETS,WIN,2075,11,14,3,4,2,3,1,1,1,1,1,2,3,21.4,1.12.2017
DeMar DeRozan,TORONTO RAPTORS,HOME,INDIANA PACERS,WIN,2022,9,21,0,1,8,10,2,3,5,2,1,2,0,20.6,1.12.2017
Tomas Satoransky,WASHINGTON WIZARDS,HOME,DETROIT PISTONS,WIN,1381,5,6,2,2,5,5,2,2,4,1,0,0,0,20.6,1.12.2017
Jimmy Butler,MINNESOTA TIMBERWOLVES,AWAY,OKLAHOMA CITY THUNDER,LOSS,2462,7,16,1,3,7,7,1,2,7,3,2,3,2,20.4,1.12.2017
Aaron Gordon,ORLANDO MAGIC,HOME,GOLDEN STATE WARRIORS,LOSS,2190,12,23,5,11,0,1,2,5,1,1,2,3,0,20.3,1.12.2017
Alec Burks,UTAH JAZZ,HOME,NEW ORLEANS PELICANS,WIN,1872,10,17,1,5,3,3,0,3,1,2,1,0,1,20.0,1.12.2017
Stephen Curry,GOLDEN STATE WARRIORS,AWAY,ORLANDO MAGIC,WIN,1983,9,20,3,8,2,2,1,5,10,3,0,4,2,20.0,1.12.2017
Andre Drummond,DETROIT PISTONS,AWAY,WASHINGTON WIZARDS,LOSS,2203,5,10,0,1,4,5,3,14,7,1,4,3,5,18.6,1.12.2017
Jakob Poeltl,TORONTO RAPTORS,HOME,INDIANA PACERS,WIN,1509,8,8,0,0,2,5,3,3,0,1,2,0,3,18.6,1.12.2017
Otto Porter,WASHINGTON WIZARDS,HOME,DETROIT PISTONS,WIN,1961,8,15,1,5,0,0,0,3,6,2,2,0,1,17.8,1.12.2017
Karl-Anthony Towns,MINNESOTA TIMBERWOLVES,AWAY,OKLAHOMA CITY THUNDER,LOSS,2125,9,17,1,3,4,4,3,6,0,2,1,2,5,17.3,1.12.2017
Jordan Bell,GOLDEN STATE WARRIORS,AWAY,ORLANDO MAGIC,WIN,939,8,10,0,0,0,0,2,3,0,1,3,0,1,17.2,1.12.2017
Evan Fournier,ORLANDO MAGIC,HOME,GOLDEN STATE WARRIORS,LOSS,1988,8,15,4,6,2,2,1,0,5,1,0,2,2,17.1,1.12.2017
Rajon Rondo,NEW ORLEANS PELICANS,AWAY,UTAH JAZZ,LOSS,1717,6,9,1,3,0,0,0,8,11,0,0,2,1,16.8,1.12.2017
DeMarcus Cousins,NEW ORLEANS PELICANS,AWAY,UTAH JAZZ,LOSS,2350,8,21,2,4,5,6,3,10,4,0,1,1,5,16.7,1.12.2017
Anthony Davis,NEW ORLEANS PELICANS,AWAY,UTAH JAZZ,LOSS,1891,9,14,0,0,1,4,1,9,1,2,1,2,0,16.4,1.12.2017
Andrew Wiggins,MINNESOTA TIMBERWOLVES,AWAY,OKLAHOMA CITY THUNDER,LOSS,2371,8,14,4,8,3,6,0,3,1,1,1,1,3,16.3,1.12.2017
Marcin Gortat,WASHINGTON WIZARDS,HOME,DETROIT PISTONS,WIN,1895,5,10,0,0,2,4,5,7,3,4,0,1,2,16.1,1.12.2017
Jerian Grant,CHICAGO BULLS,HOME,SACRAMENTO KINGS,LOSS,1608,6,11,3,6,2,3,0,0,6,2,0,1,3,15.3,1.12.2017
Marvin Williams,CHARLOTTE HORNETS,AWAY,MIAMI HEAT,LOSS,1900,6,7,2,3,2,3,0,6,0,2,1,2,1,15.2,1.12.2017
Myles Turner,INDIANA PACERS,AWAY,TORONTO RAPTORS,LOSS,2027,7,11,1,3,2,2,1,5,1,0,1,0,2,14.9,1.12.2017
LaMarcus Aldridge,SAN ANTONIO SPURS,AWAY,MEMPHIS GRIZZLIES,WIN,1916,7,17,3,5,5,6,4,2,1,0,0,1,2,14.8,1.12.2017
E'Twaun Moore,NEW ORLEANS PELICANS,AWAY,UTAH JAZZ,LOSS,2170,7,11,4,6,0,0,0,1,4,1,1,2,3,14.7,1.12.2017
Marc Gasol,MEMPHIS GRIZZLIES,HOME,SAN ANTONIO SPURS,LOSS,2054,6,16,1,1,3,4,3,10,4,2,1,2,3,14.2,1.12.2017
Robin Lopez,CHICAGO BULLS,HOME,SACRAMENTO KINGS,LOSS,1757,7,13,0,0,0,0,3,2,4,1,0,0,0,14.2,1.12.2017
Jeff Teague,MINNESOTA TIMBERWOLVES,AWAY,OKLAHOMA CITY THUNDER,LOSS,2040,4,5,2,3,1,2,0,3,10,0,0,2,1,14.2,1.12.2017
Draymond Green,GOLDEN STATE WARRIORS,AWAY,ORLANDO MAGIC,WIN,2038,5,8,2,3,0,0,0,4,10,3,1,5,3,14.1,1.12.2017
Rudy Gay,SAN ANTONIO SPURS,AWAY,MEMPHIS GRIZZLIES,WIN,1172,6,9,0,1,6,10,0,5,0,1,1,2,0,13.7,1.12.2017
Joe Ingles,UTAH JAZZ,HOME,NEW ORLEANS PELICANS,WIN,2356,4,8,3,6,2,2,0,5,7,1,0,2,2,13.6,1.12.2017
Bogdan Bogdanovic,SACRAMENTO KINGS,AWAY,CHICAGO BULLS,WIN,1829,6,12,1,2,6,9,0,3,4,1,0,3,0,13.5,1.12.2017
Darius Miller,NEW ORLEANS PELICANS,AWAY,UTAH JAZZ,LOSS,1654,5,8,4,7,1,1,0,0,4,0,0,0,2,13.4,1.12.2017
Garrett Temple,SACRAMENTO KINGS,AWAY,CHICAGO BULLS,WIN,2208,5,8,2,4,1,1,1,4,3,1,1,1,2,13.3,1.12.2017
Wayne Ellington,MIAMI HEAT,HOME,CHARLOTTE HORNETS,WIN,1067,5,9,4,7,0,0,0,4,1,2,0,0,1,13.2,1.12.2017
Michael Carter-Williams,CHARLOTTE HORNETS,AWAY,MIAMI HEAT,LOSS,1668,4,7,0,0,4,4,1,3,6,1,1,2,3,13.0,1.12.2017
Cody Zeller,CHARLOTTE HORNETS,AWAY,MIAMI HEAT,LOSS,1887,4,6,0,0,4,4,4,1,1,2,2,2,4,13.0,1.12.2017
Manu Ginobili,SAN ANTONIO SPURS,AWAY,MEMPHIS GRIZZLIES,WIN,1477,4,8,3,6,0,0,0,7,6,1,0,0,4,12.7,1.12.2017
Darren Collison,INDIANA PACERS,AWAY,TORONTO RAPTORS,LOSS,2020,5,13,2,4,4,5,2,3,6,2,0,3,4,12.4,1.12.2017
Fred VanVleet,TORONTO RAPTORS,HOME,INDIANA PACERS,WIN,1447,5,9,1,1,0,0,0,4,6,1,0,0,2,12.3,1.12.2017
Willie Cauley-Stein,SACRAMENTO KINGS,AWAY,CHICAGO BULLS,WIN,1432,5,9,0,0,0,0,2,1,5,0,4,1,2,11.9,1.12.2017
Elfrid Payton,ORLANDO MAGIC,HOME,GOLDEN STATE WARRIORS,LOSS,1763,5,10,0,0,0,2,2,2,9,3,0,2,4,11.9,1.12.2017
George Hill,SACRAMENTO KINGS,AWAY,CHICAGO BULLS,WIN,1545,4,7,0,2,1,1,1,2,4,2,0,0,1,11.4,1.12.2017
Serge Ibaka,TORONTO RAPTORS,HOME,INDIANA PACERS,WIN,1527,6,10,3,4,0,0,1,7,0,0,2,2,3,11.4,1.12.2017
Patty Mills,SAN ANTONIO SPURS,AWAY,MEMPHIS GRIZZLIES,WIN,1300,4,5,2,3,0,0,0,0,3,1,0,0,0,11.2,1.12.2017
Jerami Grant,OKLAHOMA CITY THUNDER,HOME,MINNESOTA TIMBERWOLVES,WIN,1487,4,5,1,1,0,0,1,2,1,1,2,0,1,11.1,1.12.2017
Justin Holiday,CHICAGO BULLS,HOME,SACRAMENTO KINGS,LOSS,2183,4,10,3,7,0,0,0,4,4,1,1,0,1,10.9,1.12.2017
David Nwaba,CHICAGO BULLS,HOME,SACRAMENTO KINGS,LOSS,1347,4,7,0,1,1,2,2,7,5,0,0,1,1,10.9,1.12.2017
Michael Kidd-Gilchrist,CHARLOTTE HORNETS,AWAY,MIAMI HEAT,LOSS,2120,5,11,0,0,0,0,1,4,2,3,0,0,0,10.6,1.12.2017
Jonas Valanciunas,TORONTO RAPTORS,HOME,INDIANA PACERS,WIN,1266,6,11,0,0,1,1,3,4,1,0,1,1,2,10.6,1.12.2017
Russell Westbrook,OKLAHOMA CITY THUNDER,HOME,MINNESOTA TIMBERWOLVES,WIN,2211,6,21,0,8,3,4,4,5,14,2,0,7,2,10.6,1.12.2017
Ben McLemore,MEMPHIS GRIZZLIES,HOME,SAN ANTONIO SPURS,LOSS,1190,5,8,2,2,2,2,0,2,0,2,1,2,3,10.5,1.12.2017
Cristiano Felicio,CHICAGO BULLS,HOME,SACRAMENTO KINGS,LOSS,976,5,5,0,0,2,3,0,2,0,0,0,0,1,10.3,1.12.2017
Jeremy Lamb,CHARLOTTE HORNETS,AWAY,MIAMI HEAT,LOSS,1522,5,11,0,2,2,2,1,3,4,1,0,1,1,10.3,1.12.2017
Tobias Harris,DETROIT PISTONS,AWAY,WASHINGTON WIZARDS,LOSS,1630,6,11,2,5,1,1,0,2,1,0,0,0,2,10.2,1.12.2017
Norman Powell,TORONTO RAPTORS,HOME,INDIANA PACERS,WIN,901,4,8,1,5,1,1,0,3,4,0,1,0,1,10.0,1.12.2017
Omri Casspi,GOLDEN STATE WARRIORS,AWAY,ORLANDO MAGIC,WIN,1204,4,5,1,1,2,2,1,5,1,0,0,2,1,9.6,1.12.2017
Tim Frazier,WASHINGTON WIZARDS,HOME,DETROIT PISTONS,WIN,1419,3,5,0,1,0,0,0,5,6,2,0,1,2,9.6,1.12.2017
Thaddeus Young,INDIANA PACERS,AWAY,TORONTO RAPTORS,LOSS,1984,6,13,0,2,0,0,4,3,3,0,1,1,3,9.6,1.12.2017
Patrick McCaw,GOLDEN STATE WARRIORS,AWAY,ORLANDO MAGIC,WIN,1316,3,5,2,3,0,0,1,0,4,0,1,0,1,9.5,1.12.2017
Dion Waiters,MIAMI HEAT,HOME,CHARLOTTE HORNETS,WIN,1776,6,14,4,9,3,6,0,1,4,0,0,3,3,9.3,1.12.2017
Avery Bradley,DETROIT PISTONS,AWAY,WASHINGTON WIZARDS,LOSS,2052,5,13,1,5,2,2,0,0,2,4,1,2,2,9.2,1.12.2017
Kyle Lowry,TORONTO RAPTORS,HOME,INDIANA PACERS,WIN,2107,4,11,3,9,0,0,1,6,8,0,0,3,2,9.2,1.12.2017
Pau Gasol,SAN ANTONIO SPURS,AWAY,MEMPHIS GRIZZLIES,WIN,1766,2,6,0,1,4,6,1,7,1,1,2,0,2,8.9,1.12.2017
Zaza Pachulia,GOLDEN STATE WARRIORS,AWAY,ORLANDO MAGIC,WIN,911,3,4,0,0,0,0,0,8,4,0,1,1,1,8.9,1.12.2017
Kelly Olynyk,MIAMI HEAT,HOME,CHARLOTTE HORNETS,WIN,1791,3,7,1,4,3,4,3,1,6,0,0,3,2,8.7,1.12.2017
Paul Zipser,CHICAGO BULLS,HOME,SACRAMENTO KINGS,LOSS,1396,6,14,2,7,0,0,2,3,1,0,1,1,2,8.5,1.12.2017
Gorgui Dieng,MINNESOTA TIMBERWOLVES,AWAY,OKLAHOMA CITY THUNDER,LOSS,1294,5,6,0,0,0,0,2,1,2,0,0,2,2,8.1,1.12.2017
Jonas Jerebko,UTAH JAZZ,HOME,NEW ORLEANS PELICANS,WIN,1301,4,7,0,1,0,0,1,5,2,0,1,0,3,7.8,1.12.2017
Anthony Tolliver,DETROIT PISTONS,AWAY,WASHINGTON WIZARDS,LOSS,1471,3,5,3,5,0,0,0,5,0,0,0,0,1,7.8,1.12.2017
D.J. Augustin,ORLANDO MAGIC,HOME,GOLDEN STATE WARRIORS,LOSS,1061,5,9,2,2,0,0,2,0,2,1,0,3,2,7.7,1.12.2017
De'Aaron Fox,SACRAMENTO KINGS,AWAY,CHICAGO BULLS,WIN,1667,4,7,0,1,0,0,1,4,2,0,4,2,3,7.6,1.12.2017
Jonathon Simmons,ORLANDO MAGIC,HOME,GOLDEN STATE WARRIORS,LOSS,2337,6,18,0,5,6,7,0,3,2,1,1,3,2,7.6,1.12.2017
Justise Winslow,MIAMI HEAT,HOME,CHARLOTTE HORNETS,WIN,1914,3,8,0,2,1,2,1,10,3,0,0,0,1,7.6,1.12.2017
