name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,date
Kevin Durant,GOLDEN STATE WARRIORS,HOME,SAN ANTONIO SPURS,WIN,2328,14,26,4,7,5,7,1,10,4,0,4,3,1,29.5,8.3.2018
Russell Westbrook,OKLAHOMA CITY THUNDER,HOME,PHOENIX SUNS,WIN,1769,11,14,0,0,5,7,0,8,9,0,0,2,1,27.1,8.3.2018
LaMarcus Aldridge,SAN ANTONIO SPURS,AWAY,GOLDEN STATE WARRIORS,LOSS,2216,11,20,0,1,8,11,5,12,4,0,0,2,1,26.7,8.3.2018
Nemanja Bjelica,MINNESOTA TIMBERWOLVES,HOME,BOSTON CELTICS,LOSS,2421,11,16,6,9,2,2,2,10,2,0,0,2,6,24.6,8.3.2018
Kyrie Irving,BOSTON CELTICS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1776,9,15,3,7,2,2,1,6,8,2,1,4,2,22.1,8.3.2018
Caris LeVert,BROOKLYN NETS,AWAY,CHARLOTTE HORNETS,WIN,1775,8,15,1,4,5,5,1,3,8,1,0,2,2,20.1,8.3.2018
Hassan Whiteside,MIAMI HEAT,HOME,PHILADELPHIA 76ERS,WIN,1720,9,12,0,0,8,12,1,7,2,1,2,5,3,20.0,8.3.2018
Allen Crabbe,BROOKLYN NETS,AWAY,CHARLOTTE HORNETS,WIN,2003,11,21,6,11,1,1,0,8,1,1,1,2,4,19.9,8.3.2018
Al Horford,BOSTON CELTICS,AWAY,MINNESOTA TIMBERWOLVES,WIN,2054,8,14,1,4,3,3,1,7,6,0,1,1,1,19.7,8.3.2018
Steven Adams,OKLAHOMA CITY THUNDER,HOME,PHOENIX SUNS,WIN,1797,7,8,0,0,2,5,6,6,2,2,3,3,3,19.3,8.3.2018
Rondae Hollis-Jefferson,BROOKLYN NETS,AWAY,CHARLOTTE HORNETS,WIN,1818,7,13,0,1,4,5,4,8,4,1,2,2,2,18.9,8.3.2018
Kemba Walker,CHARLOTTE HORNETS,HOME,BROOKLYN NETS,LOSS,1886,7,11,3,3,4,4,0,0,6,2,0,3,1,18.9,8.3.2018
J.J. Redick,PHILADELPHIA 76ERS,AWAY,MIAMI HEAT,LOSS,1799,6,11,4,6,2,2,1,2,5,1,0,0,1,18.1,8.3.2018
Dwight Howard,CHARLOTTE HORNETS,HOME,BROOKLYN NETS,LOSS,1594,5,8,0,0,9,11,1,6,0,1,3,1,3,18.0,8.3.2018
Devin Booker,PHOENIX SUNS,AWAY,OKLAHOMA CITY THUNDER,LOSS,2120,10,22,4,9,6,6,0,6,1,1,0,3,4,17.5,8.3.2018
Draymond Green,GOLDEN STATE WARRIORS,HOME,SAN ANTONIO SPURS,WIN,2170,4,11,1,7,2,2,2,10,10,3,2,2,5,16.7,8.3.2018
DeMarre Carroll,BROOKLYN NETS,AWAY,CHARLOTTE HORNETS,WIN,1870,5,9,2,5,3,3,0,5,3,3,1,1,1,16.6,8.3.2018
Kyle Anderson,SAN ANTONIO SPURS,AWAY,GOLDEN STATE WARRIORS,LOSS,2007,5,12,0,1,2,2,2,9,4,5,0,1,4,14.9,8.3.2018
Dario Saric,PHILADELPHIA 76ERS,AWAY,MIAMI HEAT,LOSS,1855,5,10,4,7,6,7,3,7,4,0,0,6,2,14.8,8.3.2018
JaVale McGee,GOLDEN STATE WARRIORS,HOME,SAN ANTONIO SPURS,WIN,1034,5,8,0,0,3,3,3,4,0,0,4,0,2,14.7,8.3.2018
Jeff Teague,MINNESOTA TIMBERWOLVES,HOME,BOSTON CELTICS,LOSS,1874,5,12,3,6,0,0,0,5,8,1,0,0,2,13.9,8.3.2018
Taj Gibson,MINNESOTA TIMBERWOLVES,HOME,BOSTON CELTICS,LOSS,2148,8,10,0,0,2,3,1,3,1,0,0,2,1,13.7,8.3.2018
Paul George,OKLAHOMA CITY THUNDER,HOME,PHOENIX SUNS,WIN,1718,7,16,4,7,3,4,0,4,3,0,2,2,5,12.9,8.3.2018
Jarrett Allen,BROOKLYN NETS,AWAY,CHARLOTTE HORNETS,WIN,1260,5,8,0,0,3,4,4,3,1,0,1,0,4,12.5,8.3.2018
Ben Simmons,PHILADELPHIA 76ERS,AWAY,MIAMI HEAT,LOSS,2109,5,10,0,0,0,0,2,6,8,3,2,5,2,12.4,8.3.2018
Marcus Morris,BOSTON CELTICS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1955,7,15,3,5,0,1,1,4,2,0,0,0,0,12.2,8.3.2018
Karl-Anthony Towns,MINNESOTA TIMBERWOLVES,HOME,BOSTON CELTICS,LOSS,2277,5,12,0,0,5,8,3,8,3,0,1,1,4,12.1,8.3.2018
Corey Brewer,OKLAHOMA CITY THUNDER,HOME,PHOENIX SUNS,WIN,1671,6,11,2,4,3,3,0,4,1,1,0,2,2,11.8,8.3.2018
Jaylen Brown,BOSTON CELTICS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1689,4,10,1,2,5,5,3,2,0,0,0,0,0,11.3,8.3.2018
Tony Parker,SAN ANTONIO SPURS,AWAY,GOLDEN STATE WARRIORS,LOSS,1090,4,7,0,0,3,3,0,1,7,0,0,2,0,10.9,8.3.2018
Cody Zeller,CHARLOTTE HORNETS,HOME,BROOKLYN NETS,LOSS,1128,4,5,0,0,5,6,0,4,1,0,0,1,3,10.4,8.3.2018
