name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,date
Julius Randle,LOS ANGELES LAKERS,HOME,CLEVELAND CAVALIERS,WIN,2279,14,18,0,0,8,10,6,8,7,1,2,4,3,36.9,11.3.2018
Taurean Waller-Prince,ATLANTA HAWKS,HOME,CHICAGO BULLS,LOSS,2120,11,18,7,13,9,10,0,6,7,1,0,2,1,34.7,11.3.2018
Kevin Durant,GOLDEN STATE WARRIORS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,2316,11,32,5,12,12,12,3,9,4,0,3,2,3,27.5,11.3.2018
Anthony Davis,NEW ORLEANS PELICANS,HOME,UTAH JAZZ,LOSS,2404,9,22,1,4,6,6,2,9,3,3,10,2,1,27.0,11.3.2018
Nikola Jokic,DENVER NUGGETS,HOME,SACRAMENTO KINGS,WIN,1773,8,10,4,4,0,0,0,11,10,2,1,2,1,26.8,11.3.2018
Karl-Anthony Towns,MINNESOTA TIMBERWOLVES,HOME,GOLDEN STATE WARRIORS,WIN,2344,13,24,2,5,3,5,5,11,2,1,0,1,4,25.2,11.3.2018
Marcus Smart,BOSTON CELTICS,HOME,INDIANA PACERS,LOSS,2139,6,13,6,12,2,2,2,5,8,4,0,4,0,21.8,11.3.2018
Bobby Portis,CHICAGO BULLS,AWAY,ATLANTA HAWKS,WIN,1625,9,16,2,5,1,1,5,5,5,1,0,0,3,21.7,11.3.2018
LeBron James,CLEVELAND CAVALIERS,AWAY,LOS ANGELES LAKERS,LOSS,1887,9,20,2,8,4,5,2,8,7,1,1,2,0,21.6,11.3.2018
Chris Paul,HOUSTON ROCKETS,AWAY,DALLAS MAVERICKS,WIN,1813,9,18,4,7,2,2,0,5,12,0,0,2,4,21.3,11.3.2018
Ricky Rubio,UTAH JAZZ,AWAY,NEW ORLEANS PELICANS,WIN,2093,10,22,4,5,6,6,3,7,7,0,0,5,4,21.1,11.3.2018
Victor Oladipo,INDIANA PACERS,AWAY,BOSTON CELTICS,WIN,2139,10,20,2,5,5,5,1,2,4,3,1,4,1,20.4,11.3.2018
Zaza Pachulia,GOLDEN STATE WARRIORS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,1527,7,9,0,0,2,3,4,7,3,1,2,0,3,20.3,11.3.2018
Rudy Gobert,UTAH JAZZ,AWAY,NEW ORLEANS PELICANS,WIN,2387,5,13,0,0,9,9,4,12,3,0,2,1,2,20.0,11.3.2018
Brook Lopez,LOS ANGELES LAKERS,HOME,CLEVELAND CAVALIERS,WIN,1966,10,18,2,4,0,0,2,6,4,1,2,1,3,19.6,11.3.2018
Robert Covington,PHILADELPHIA 76ERS,AWAY,BROOKLYN NETS,WIN,1723,6,10,3,7,4,6,0,5,4,1,2,0,2,19.5,11.3.2018
Eric Gordon,HOUSTON ROCKETS,AWAY,DALLAS MAVERICKS,WIN,1853,9,16,6,11,2,2,0,4,2,1,0,2,4,18.4,11.3.2018
Dwight Powell,DALLAS MAVERICKS,HOME,HOUSTON ROCKETS,LOSS,1371,9,11,1,1,1,2,3,2,0,1,0,0,2,18.4,11.3.2018
Myles Turner,INDIANA PACERS,AWAY,BOSTON CELTICS,WIN,2130,8,13,3,4,0,0,2,8,0,1,3,0,4,18.4,11.3.2018
Donovan Mitchell,UTAH JAZZ,AWAY,NEW ORLEANS PELICANS,WIN,2465,10,21,3,10,4,4,0,3,4,1,0,2,2,18.2,11.3.2018
Kyle Lowry,TORONTO RAPTORS,AWAY,NEW YORK KNICKS,WIN,1679,3,8,2,7,8,8,0,4,7,2,0,1,2,17.9,11.3.2018
D'Angelo Russell,BROOKLYN NETS,HOME,PHILADELPHIA 76ERS,LOSS,1690,9,17,4,8,4,5,2,2,4,0,0,3,4,17.5,11.3.2018
Tim Hardaway,NEW YORK KNICKS,HOME,TORONTO RAPTORS,LOSS,2252,7,17,2,7,9,10,0,4,2,0,0,0,2,17.3,11.3.2018
Jonas Valanciunas,TORONTO RAPTORS,AWAY,NEW YORK KNICKS,WIN,1323,4,6,0,0,9,10,2,7,2,0,0,1,2,17.1,11.3.2018
Joel Embiid,PHILADELPHIA 76ERS,AWAY,BROOKLYN NETS,WIN,1588,9,17,1,2,2,4,3,5,3,1,1,2,1,16.9,11.3.2018
Wilson Chandler,DENVER NUGGETS,HOME,SACRAMENTO KINGS,WIN,1587,6,9,2,3,2,4,3,3,3,0,1,0,1,16.7,11.3.2018
Dario Saric,PHILADELPHIA 76ERS,AWAY,BROOKLYN NETS,WIN,1447,8,11,2,4,0,1,2,4,3,1,2,2,4,16.6,11.3.2018
Andrew Wiggins,MINNESOTA TIMBERWOLVES,HOME,GOLDEN STATE WARRIORS,WIN,2217,9,16,2,4,3,4,0,5,3,0,0,1,3,16.4,11.3.2018
Mike Muscala,ATLANTA HAWKS,HOME,CHICAGO BULLS,LOSS,1356,7,9,5,6,0,0,1,4,0,0,1,1,2,16.3,11.3.2018
Kentavious Caldwell-Pope,LOS ANGELES LAKERS,HOME,CLEVELAND CAVALIERS,WIN,2260,7,13,4,8,2,2,2,4,1,2,0,2,2,16.2,11.3.2018
Buddy Hield,SACRAMENTO KINGS,AWAY,DENVER NUGGETS,LOSS,1628,8,15,2,6,0,0,1,4,4,0,1,0,1,15.7,11.3.2018
Joe Ingles,UTAH JAZZ,AWAY,NEW ORLEANS PELICANS,WIN,2187,7,11,3,6,3,4,0,3,5,1,0,4,1,15.7,11.3.2018
Jayson Tatum,BOSTON CELTICS,HOME,INDIANA PACERS,LOSS,2066,5,11,2,4,7,8,0,5,3,1,2,2,3,15.7,11.3.2018
