name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,date
Nikola Jokic,DENVER NUGGETS,HOME,CLEVELAND CAVALIERS,LOSS,2010,12,14,2,3,10,11,4,9,6,0,0,5,2,34.5,7.3.2018
LeBron James,CLEVELAND CAVALIERS,AWAY,DENVER NUGGETS,WIN,2348,15,25,5,8,4,8,1,7,10,1,0,3,2,32.9,7.3.2018
DeMar DeRozan,TORONTO RAPTORS,AWAY,DETROIT PISTONS,WIN,2599,16,28,2,6,8,8,0,4,6,0,0,1,1,32.8,7.3.2018
Kyle Lowry,TORONTO RAPTORS,AWAY,DETROIT PISTONS,WIN,2481,4,8,3,7,4,5,1,6,15,4,0,1,3,25.4,7.3.2018
Nikola Mirotic,NEW ORLEANS PELICANS,AWAY,SACRAMENTO KINGS,WIN,1875,10,12,4,6,2,2,0,10,0,0,0,1,0,23.6,7.3.2018
Dillon Brooks,MEMPHIS GRIZZLIES,AWAY,CHICAGO BULLS,LOSS,1684,10,18,5,9,4,4,0,1,2,2,0,0,2,23.3,7.3.2018
Nikola Vucevic,ORLANDO MAGIC,AWAY,LOS ANGELES LAKERS,LOSS,2084,11,18,1,4,1,1,2,10,6,0,2,1,4,23.2,7.3.2018
Blake Griffin,DETROIT PISTONS,HOME,TORONTO RAPTORS,LOSS,2268,12,21,3,6,4,8,0,3,4,2,2,3,3,22.4,7.3.2018
Aaron Gordon,ORLANDO MAGIC,AWAY,LOS ANGELES LAKERS,LOSS,2149,11,20,4,6,2,7,4,10,2,0,1,3,1,20.9,7.3.2018
Rudy Gobert,UTAH JAZZ,AWAY,INDIANA PACERS,WIN,2326,10,14,0,0,3,4,3,11,0,1,1,2,3,20.7,7.3.2018
Myles Turner,INDIANA PACERS,HOME,UTAH JAZZ,LOSS,1802,10,14,1,4,3,4,2,2,1,0,2,1,1,20.5,7.3.2018
James Harden,HOUSTON ROCKETS,AWAY,MILWAUKEE BUCKS,WIN,2086,8,20,3,10,7,7,0,5,6,4,1,5,2,19.8,7.3.2018
Jrue Holiday,NEW ORLEANS PELICANS,AWAY,SACRAMENTO KINGS,WIN,2046,9,17,2,5,3,3,0,3,8,3,1,4,4,19.3,7.3.2018
Brook Lopez,LOS ANGELES LAKERS,HOME,ORLANDO MAGIC,WIN,2070,12,18,1,4,2,2,0,0,3,1,0,2,4,18.7,7.3.2018
Kris Dunn,CHICAGO BULLS,HOME,MEMPHIS GRIZZLIES,WIN,1920,6,11,1,3,8,10,1,2,9,3,1,6,5,18.2,7.3.2018
Giannis Antetokounmpo,MILWAUKEE BUCKS,HOME,HOUSTON ROCKETS,LOSS,2264,12,20,0,0,6,9,2,5,1,1,2,6,4,18.0,7.3.2018
Kyle Kuzma,LOS ANGELES LAKERS,HOME,ORLANDO MAGIC,WIN,2523,9,16,1,4,1,1,2,8,1,3,1,2,2,17.8,7.3.2018
Larry Nance,CLEVELAND CAVALIERS,AWAY,DENVER NUGGETS,WIN,2225,6,10,0,0,1,1,2,11,3,4,0,1,2,17.4,7.3.2018
Lauri Markkanen,CHICAGO BULLS,HOME,MEMPHIS GRIZZLIES,WIN,2090,8,14,2,6,4,4,1,5,0,1,0,1,1,17.2,7.3.2018
Frank Mason,SACRAMENTO KINGS,HOME,NEW ORLEANS PELICANS,LOSS,1766,5,10,1,2,5,6,1,0,6,1,1,0,0,17.2,7.3.2018
Reggie Bullock,DETROIT PISTONS,HOME,TORONTO RAPTORS,LOSS,2327,7,13,3,6,4,4,0,3,4,0,0,1,2,16.6,7.3.2018
Anthony Davis,NEW ORLEANS PELICANS,AWAY,SACRAMENTO KINGS,WIN,1380,7,11,2,3,1,1,1,4,1,2,5,3,2,16.4,7.3.2018
Khris Middleton,MILWAUKEE BUCKS,HOME,HOUSTON ROCKETS,LOSS,2404,6,13,3,7,3,4,1,11,5,3,0,3,5,16.4,7.3.2018
Zach LaVine,CHICAGO BULLS,HOME,MEMPHIS GRIZZLIES,WIN,1995,8,14,1,4,4,6,0,2,5,1,0,2,1,16.3,7.3.2018
Chris Paul,HOUSTON ROCKETS,AWAY,MILWAUKEE BUCKS,WIN,2021,5,12,1,6,5,5,0,5,11,0,0,2,2,16.0,7.3.2018
Eric Gordon,HOUSTON ROCKETS,AWAY,MILWAUKEE BUCKS,WIN,1983,6,12,4,8,2,2,1,5,2,1,1,1,2,15.5,7.3.2018
Ricky Rubio,UTAH JAZZ,AWAY,INDIANA PACERS,WIN,1988,8,18,1,4,1,2,2,4,7,3,0,2,4,15.1,7.3.2018
Marc Gasol,MEMPHIS GRIZZLIES,AWAY,CHICAGO BULLS,LOSS,1637,4,11,1,4,8,10,1,5,7,0,0,1,3,15.0,7.3.2018
Jonas Valanciunas,TORONTO RAPTORS,AWAY,DETROIT PISTONS,WIN,1888,6,14,1,4,1,1,3,8,3,2,3,2,1,14.9,7.3.2018
James Ennis,DETROIT PISTONS,HOME,TORONTO RAPTORS,LOSS,2183,4,6,0,2,6,6,1,4,4,0,1,1,4,14.2,7.3.2018
Joe Ingles,UTAH JAZZ,AWAY,INDIANA PACERS,WIN,2081,4,8,2,5,1,2,0,4,10,1,0,1,3,13.6,7.3.2018
Justin Jackson,SACRAMENTO KINGS,HOME,NEW ORLEANS PELICANS,LOSS,1803,5,9,2,5,2,2,0,3,3,0,0,0,0,12.7,7.3.2018
Norman Powell,TORONTO RAPTORS,AWAY,DETROIT PISTONS,WIN,1700,7,12,3,5,0,0,1,3,0,0,1,0,3,12.5,7.3.2018
Zach Randolph,SACRAMENTO KINGS,HOME,NEW ORLEANS PELICANS,LOSS,1582,8,17,1,2,2,2,1,4,2,0,0,1,1,12.2,7.3.2018
Lonzo Ball,LOS ANGELES LAKERS,HOME,ORLANDO MAGIC,WIN,2231,6,16,4,13,0,0,1,5,5,2,2,3,3,12.1,7.3.2018
Isaiah Thomas,LOS ANGELES LAKERS,HOME,ORLANDO MAGIC,WIN,1555,5,12,3,6,0,0,1,2,9,0,0,2,1,11.8,7.3.2018
Justin Holiday,CHICAGO BULLS,HOME,MEMPHIS GRIZZLIES,WIN,1041,5,5,4,4,0,0,0,4,1,1,0,3,2,11.6,7.3.2018
Bobby Portis,CHICAGO BULLS,HOME,MEMPHIS GRIZZLIES,WIN,1787,6,12,1,4,2,2,3,7,2,2,0,3,5,11.6,7.3.2018
Pascal Siakam,TORONTO RAPTORS,AWAY,DETROIT PISTONS,WIN,1689,3,5,1,2,1,1,1,5,4,1,1,0,2,11.6,7.3.2018
Jae Crowder,UTAH JAZZ,AWAY,INDIANA PACERS,WIN,1703,7,13,2,6,0,0,0,4,2,0,0,0,2,11.5,7.3.2018
Evan Fournier,ORLANDO MAGIC,AWAY,LOS ANGELES LAKERS,LOSS,1158,5,6,1,1,0,0,0,2,2,1,0,0,1,11.4,7.3.2018
Ish Smith,DETROIT PISTONS,HOME,TORONTO RAPTORS,LOSS,2254,6,10,2,2,0,0,0,1,7,0,0,3,1,11.2,7.3.2018
Buddy Hield,SACRAMENTO KINGS,HOME,NEW ORLEANS PELICANS,LOSS,1851,7,18,4,11,2,2,2,3,1,1,0,2,3,11.0,7.3.2018
Ben McLemore,MEMPHIS GRIZZLIES,AWAY,CHICAGO BULLS,LOSS,2264,5,11,3,7,4,5,3,4,2,3,0,6,4,11.0,7.3.2018
Sterling Brown,MILWAUKEE BUCKS,HOME,HOUSTON ROCKETS,LOSS,1603,6,12,3,6,0,0,2,3,0,0,0,0,1,10.9,7.3.2018
JaMychal Green,MEMPHIS GRIZZLIES,AWAY,CHICAGO BULLS,LOSS,1629,5,6,0,0,1,2,2,6,1,0,0,1,1,10.9,7.3.2018
Donovan Mitchell,UTAH JAZZ,AWAY,INDIANA PACERS,WIN,2167,6,15,4,10,4,5,1,2,6,1,0,6,3,10.8,7.3.2018
Eric Bledsoe,MILWAUKEE BUCKS,HOME,HOUSTON ROCKETS,LOSS,2097,4,11,2,6,5,6,1,4,3,0,0,2,2,9.7,7.3.2018
Bojan Bogdanovic,INDIANA PACERS,HOME,UTAH JAZZ,LOSS,1953,4,10,0,4,5,6,0,4,1,2,0,1,1,9.7,7.3.2018
Mason Plumlee,DENVER NUGGETS,HOME,CLEVELAND CAVALIERS,LOSS,865,6,6,0,0,0,1,2,3,2,0,0,3,2,9.7,7.3.2018
Skal Labissiere,SACRAMENTO KINGS,HOME,NEW ORLEANS PELICANS,LOSS,1654,6,12,0,1,2,2,1,3,3,0,1,2,2,9.6,7.3.2018
Andre Drummond,DETROIT PISTONS,HOME,TORONTO RAPTORS,LOSS,2229,5,15,0,0,0,0,7,14,2,0,2,2,5,9.4,7.3.2018
Julius Randle,LOS ANGELES LAKERS,HOME,ORLANDO MAGIC,WIN,1810,6,11,0,0,0,1,2,9,3,0,0,2,3,9.3,7.3.2018
P.J. Tucker,HOUSTON ROCKETS,AWAY,MILWAUKEE BUCKS,WIN,2037,3,3,3,3,0,0,1,5,1,0,0,1,2,9.2,7.3.2018
Gary Harris,DENVER NUGGETS,HOME,CLEVELAND CAVALIERS,LOSS,2295,7,18,4,6,0,0,1,3,2,1,1,3,2,9.1,7.3.2018
E'Twaun Moore,NEW ORLEANS PELICANS,AWAY,SACRAMENTO KINGS,WIN,2067,7,14,1,3,0,0,1,5,3,0,0,2,3,9.1,7.3.2018
Rodney Hood,CLEVELAND CAVALIERS,AWAY,DENVER NUGGETS,WIN,1849,6,13,1,2,2,2,1,1,0,2,0,1,4,8.7,7.3.2018
Rajon Rondo,NEW ORLEANS PELICANS,AWAY,SACRAMENTO KINGS,WIN,1911,3,6,0,2,0,0,0,4,7,1,0,1,1,8.7,7.3.2018
Victor Oladipo,INDIANA PACERS,HOME,UTAH JAZZ,LOSS,2015,6,19,0,3,1,2,0,3,7,5,1,3,4,8.6,7.3.2018
Derrick Favors,UTAH JAZZ,AWAY,INDIANA PACERS,WIN,1539,3,6,1,3,0,0,1,6,1,0,2,0,1,8.2,7.3.2018
Devin Harris,DENVER NUGGETS,HOME,CLEVELAND CAVALIERS,LOSS,893,3,5,1,3,0,0,0,2,2,1,1,0,1,8.0,7.3.2018
Cory Joseph,INDIANA PACERS,HOME,UTAH JAZZ,LOSS,2269,4,11,1,3,3,4,1,5,1,0,0,0,1,8.0,7.3.2018
Paul Millsap,DENVER NUGGETS,HOME,CLEVELAND CAVALIERS,LOSS,1577,4,8,2,3,2,2,2,3,1,1,0,3,3,7.8,7.3.2018
