name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,date
CJ McCollum,PORTLAND TRAIL BLAZERS,AWAY,OKLAHOMA CITY THUNDER,WIN,1973,11,19,1,5,4,4,0,3,7,1,0,1,1,23.5,9.1.2018
Bam Adebayo,MIAMI HEAT,AWAY,TORONTO RAPTORS,WIN,1953,8,14,0,1,0,0,5,10,3,0,5,0,3,20.3,9.1.2018
Goran Dragic,MIAMI HEAT,AWAY,TORONTO RAPTORS,WIN,2367,10,21,1,3,3,5,3,9,4,1,1,1,2,20.0,9.1.2018
Julius Randle,LOS ANGELES LAKERS,HOME,SACRAMENTO KINGS,WIN,1820,8,13,1,1,5,6,3,11,6,1,0,6,1,19.9,9.1.2018
Russell Westbrook,OKLAHOMA CITY THUNDER,HOME,PORTLAND TRAIL BLAZERS,LOSS,2110,7,20,1,3,7,10,2,7,12,3,2,6,1,19.5,9.1.2018
D.J. Augustin,ORLANDO MAGIC,AWAY,DALLAS MAVERICKS,LOSS,1408,5,8,4,5,4,4,0,2,5,0,0,2,1,16.1,9.1.2018
Bogdan Bogdanovic,SACRAMENTO KINGS,AWAY,LOS ANGELES LAKERS,LOSS,1922,7,13,0,3,5,6,0,2,4,1,0,0,2,15.9,9.1.2018
Yogi Ferrell,DALLAS MAVERICKS,HOME,ORLANDO MAGIC,WIN,1988,6,9,2,3,1,1,3,5,4,0,0,1,2,15.7,9.1.2018
Shabazz Napier,PORTLAND TRAIL BLAZERS,AWAY,OKLAHOMA CITY THUNDER,WIN,2038,5,10,2,3,9,10,0,5,2,2,0,4,2,15.7,9.1.2018
Lonzo Ball,LOS ANGELES LAKERS,HOME,SACRAMENTO KINGS,WIN,2202,2,10,1,7,0,0,2,9,11,5,1,1,1,14.9,9.1.2018
Dennis Smith,DALLAS MAVERICKS,HOME,ORLANDO MAGIC,WIN,2012,8,19,2,5,2,2,1,5,3,2,1,0,5,14.9,9.1.2018
Steven Adams,OKLAHOMA CITY THUNDER,HOME,PORTLAND TRAIL BLAZERS,LOSS,1914,6,8,0,0,4,4,5,1,1,0,0,2,2,14.5,9.1.2018
Dirk Nowitzki,DALLAS MAVERICKS,HOME,ORLANDO MAGIC,WIN,1443,6,13,1,3,7,7,0,3,1,0,0,0,1,14.5,9.1.2018
Delon Wright,TORONTO RAPTORS,HOME,MIAMI HEAT,LOSS,1767,5,9,1,2,2,2,0,7,4,1,1,0,2,14.5,9.1.2018
Mario Hezonja,ORLANDO MAGIC,AWAY,DALLAS MAVERICKS,LOSS,1608,5,9,2,4,2,2,2,2,4,1,0,1,1,14.1,9.1.2018
Jusuf Nurkic,PORTLAND TRAIL BLAZERS,AWAY,OKLAHOMA CITY THUNDER,WIN,1384,8,15,0,0,4,5,4,4,2,1,0,3,4,14.1,9.1.2018
Kentavious Caldwell-Pope,LOS ANGELES LAKERS,HOME,SACRAMENTO KINGS,WIN,1973,5,11,2,7,4,5,0,4,2,2,1,1,1,13.8,9.1.2018
Harrison Barnes,DALLAS MAVERICKS,HOME,ORLANDO MAGIC,WIN,2185,5,9,2,3,3,4,0,6,2,1,0,1,1,13.1,9.1.2018
Wesley Matthews,DALLAS MAVERICKS,HOME,ORLANDO MAGIC,WIN,1991,5,10,2,6,4,5,1,4,3,1,0,1,4,13.0,9.1.2018
DeMar DeRozan,TORONTO RAPTORS,HOME,MIAMI HEAT,LOSS,2128,10,29,1,3,4,4,2,2,6,0,0,1,3,12.7,9.1.2018
J.J. Barea,DALLAS MAVERICKS,HOME,ORLANDO MAGIC,WIN,1488,4,8,0,2,0,0,0,2,12,0,0,0,1,12.6,9.1.2018
Aaron Gordon,ORLANDO MAGIC,AWAY,DALLAS MAVERICKS,LOSS,1960,6,16,1,7,6,8,2,6,2,0,0,1,3,11.8,9.1.2018
Brook Lopez,LOS ANGELES LAKERS,HOME,SACRAMENTO KINGS,WIN,1341,6,9,5,8,1,2,0,3,0,0,0,1,5,11.6,9.1.2018
Marreese Speights,ORLANDO MAGIC,AWAY,DALLAS MAVERICKS,LOSS,1288,5,8,2,5,1,2,1,9,2,0,2,2,4,11.6,9.1.2018
Carmelo Anthony,OKLAHOMA CITY THUNDER,HOME,PORTLAND TRAIL BLAZERS,LOSS,2017,8,17,3,9,0,0,0,6,0,1,2,2,3,11.3,9.1.2018
Paul George,OKLAHOMA CITY THUNDER,HOME,PORTLAND TRAIL BLAZERS,LOSS,1954,8,18,5,9,1,2,0,4,2,0,0,3,4,10.2,9.1.2018
Hassan Whiteside,MIAMI HEAT,AWAY,TORONTO RAPTORS,WIN,1788,6,16,0,0,1,1,6,9,1,0,2,2,4,9.6,9.1.2018
De'Aaron Fox,SACRAMENTO KINGS,AWAY,LOS ANGELES LAKERS,LOSS,1930,6,16,3,5,0,1,0,1,3,4,1,3,1,9.5,9.1.2018
