name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,date
Anthony Davis,NEW ORLEANS PELICANS,AWAY,LOS ANGELES LAKERS,WIN,2340,9,18,1,5,8,10,3,14,3,3,3,3,1,27.3,22.10.2017
Russell Westbrook,OKLAHOMA CITY THUNDER,HOME,MINNESOTA TIMBERWOLVES,LOSS,2191,12,24,5,8,2,4,0,5,10,0,1,2,0,25.4,22.10.2017
Andrew Wiggins,MINNESOTA TIMBERWOLVES,AWAY,OKLAHOMA CITY THUNDER,WIN,2364,10,20,2,7,5,8,1,6,4,2,0,1,2,21.3,22.10.2017
Steven Adams,OKLAHOMA CITY THUNDER,HOME,MINNESOTA TIMBERWOLVES,LOSS,2096,8,12,0,0,1,1,8,5,3,1,2,2,1,21.0,22.10.2017
Karl-Anthony Towns,MINNESOTA TIMBERWOLVES,AWAY,OKLAHOMA CITY THUNDER,WIN,2135,11,17,2,7,3,3,4,8,1,0,1,4,5,20.1,22.10.2017
Jeff Teague,MINNESOTA TIMBERWOLVES,AWAY,OKLAHOMA CITY THUNDER,WIN,2352,5,10,1,1,8,8,1,5,9,1,0,3,2,19.7,22.10.2017
Kentavious Caldwell-Pope,LOS ANGELES LAKERS,HOME,NEW ORLEANS PELICANS,LOSS,1855,7,11,2,4,4,4,1,1,1,2,1,2,1,17.1,22.10.2017
Jordan Clarkson,LOS ANGELES LAKERS,HOME,NEW ORLEANS PELICANS,LOSS,1532,10,18,3,6,1,1,0,0,5,0,0,2,0,16.9,22.10.2017
Allen Crabbe,BROOKLYN NETS,HOME,ATLANTA HAWKS,WIN,1538,7,12,4,7,2,2,1,4,0,1,1,1,2,16.2,22.10.2017
DeMarre Carroll,BROOKLYN NETS,HOME,ATLANTA HAWKS,WIN,1671,4,7,2,5,7,10,1,2,2,2,2,2,2,15.8,22.10.2017
