name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,date
Anthony Davis,NEW ORLEANS PELICANS,AWAY,GOLDEN STATE WARRIORS,WIN,2398,13,24,0,1,8,10,3,9,4,2,4,2,2,31.2,7.4.2018
Kevin Durant,GOLDEN STATE WARRIORS,HOME,NEW ORLEANS PELICANS,LOSS,2145,16,26,4,8,5,7,0,10,5,0,0,4,2,30.1,7.4.2018
Nikola Jokic,DENVER NUGGETS,AWAY,LOS ANGELES CLIPPERS,WIN,2059,9,14,1,2,4,5,2,9,11,2,1,2,2,28.1,7.4.2018
Nikola Mirotic,NEW ORLEANS PELICANS,AWAY,GOLDEN STATE WARRIORS,WIN,2403,10,18,6,11,2,2,0,6,4,3,0,0,1,26.6,7.4.2018
Will Barton,DENVER NUGGETS,AWAY,LOS ANGELES CLIPPERS,WIN,1895,11,15,5,9,4,4,0,2,3,0,1,1,3,26.1,7.4.2018
Eric Bledsoe,MILWAUKEE BUCKS,AWAY,NEW YORK KNICKS,WIN,1876,7,9,2,3,6,7,1,2,10,1,1,1,4,25.5,7.4.2018
Jrue Holiday,NEW ORLEANS PELICANS,AWAY,GOLDEN STATE WARRIORS,WIN,2404,10,18,1,5,4,4,0,5,6,4,1,1,4,24.2,7.4.2018
LaMarcus Aldridge,SAN ANTONIO SPURS,HOME,PORTLAND TRAIL BLAZERS,WIN,2254,13,22,0,1,2,2,2,6,1,4,0,2,1,23.3,7.4.2018
Kyle O'Quinn,NEW YORK KNICKS,HOME,MILWAUKEE BUCKS,LOSS,1774,6,13,1,2,2,2,8,8,5,0,4,1,1,21.2,7.4.2018
Damian Lillard,PORTLAND TRAIL BLAZERS,AWAY,SAN ANTONIO SPURS,LOSS,2104,11,22,6,12,5,5,2,1,5,0,0,7,0,20.2,7.4.2018
Jamal Murray,DENVER NUGGETS,AWAY,LOS ANGELES CLIPPERS,WIN,2378,8,10,0,1,3,3,1,2,7,0,0,1,1,20.0,7.4.2018
James Harden,HOUSTON ROCKETS,HOME,OKLAHOMA CITY THUNDER,LOSS,2185,7,16,3,8,9,12,0,4,9,1,1,5,5,18.6,7.4.2018
Rajon Rondo,NEW ORLEANS PELICANS,AWAY,GOLDEN STATE WARRIORS,WIN,1919,5,11,2,4,0,1,0,4,17,2,0,2,2,18.2,7.4.2018
Joe Harris,BROOKLYN NETS,AWAY,CHICAGO BULLS,WIN,1748,6,9,4,5,0,0,0,4,6,1,2,2,0,17.9,7.4.2018
Russell Westbrook,OKLAHOMA CITY THUNDER,AWAY,HOUSTON ROCKETS,WIN,2267,10,28,1,3,3,5,5,2,10,4,1,4,4,17.8,7.4.2018
Carmelo Anthony,OKLAHOMA CITY THUNDER,AWAY,HOUSTON ROCKETS,WIN,2075,7,14,3,6,5,6,2,4,1,0,1,1,0,17.6,7.4.2018
Quinn Cook,GOLDEN STATE WARRIORS,HOME,NEW ORLEANS PELICANS,LOSS,2233,8,14,5,7,0,0,1,2,7,0,0,2,3,17.4,7.4.2018
Manu Ginobili,SAN ANTONIO SPURS,HOME,PORTLAND TRAIL BLAZERS,WIN,1152,7,7,3,3,0,0,0,3,1,1,0,0,1,17.1,7.4.2018
E'Twaun Moore,NEW ORLEANS PELICANS,AWAY,GOLDEN STATE WARRIORS,WIN,2193,7,7,1,1,0,0,0,0,7,0,0,0,2,17.0,7.4.2018
Lou Williams,LOS ANGELES CLIPPERS,HOME,DENVER NUGGETS,LOSS,1889,6,15,2,3,10,12,0,0,5,0,0,2,0,16.6,7.4.2018
Jarrett Jack,NEW YORK KNICKS,HOME,MILWAUKEE BUCKS,LOSS,1539,7,14,1,3,3,3,0,5,7,0,0,1,0,16.4,7.4.2018
Allen Crabbe,BROOKLYN NETS,AWAY,CHICAGO BULLS,WIN,1306,7,15,5,13,1,1,1,1,4,1,0,0,2,16.3,7.4.2018
DeAndre Jordan,LOS ANGELES CLIPPERS,HOME,DENVER NUGGETS,LOSS,2172,7,11,0,0,2,6,7,10,1,0,0,1,2,16.3,7.4.2018
Evan Turner,PORTLAND TRAIL BLAZERS,AWAY,SAN ANTONIO SPURS,LOSS,1905,8,12,1,2,1,1,0,1,4,2,0,1,2,16.1,7.4.2018
Caris LeVert,BROOKLYN NETS,AWAY,CHICAGO BULLS,WIN,1457,5,7,2,2,1,1,0,1,8,3,0,3,0,16.0,7.4.2018
Jusuf Nurkic,PORTLAND TRAIL BLAZERS,AWAY,SAN ANTONIO SPURS,LOSS,1788,6,10,0,0,0,0,4,8,4,0,3,1,3,15.3,7.4.2018
Jabari Parker,MILWAUKEE BUCKS,AWAY,NEW YORK KNICKS,WIN,2256,7,15,2,3,0,0,2,10,5,1,0,2,0,15.2,7.4.2018
John Henson,MILWAUKEE BUCKS,AWAY,NEW YORK KNICKS,WIN,1851,7,13,0,0,1,2,3,9,1,0,3,0,2,15.1,7.4.2018
Steven Adams,OKLAHOMA CITY THUNDER,AWAY,HOUSTON ROCKETS,WIN,1718,5,7,0,0,2,3,3,5,3,1,0,0,1,15.0,7.4.2018
Dejounte Murray,SAN ANTONIO SPURS,HOME,PORTLAND TRAIL BLAZERS,WIN,1756,5,9,0,1,7,10,0,5,4,2,0,2,2,15.0,7.4.2018
Tyrone Wallace,LOS ANGELES CLIPPERS,HOME,DENVER NUGGETS,LOSS,1693,7,11,0,2,4,6,2,0,1,2,0,1,1,15.0,7.4.2018
Paul George,OKLAHOMA CITY THUNDER,AWAY,HOUSTON ROCKETS,WIN,2437,6,17,3,7,9,10,1,5,4,2,0,5,4,14.5,7.4.2018
Quincy Acy,BROOKLYN NETS,AWAY,CHICAGO BULLS,WIN,1404,7,14,6,13,1,2,0,3,1,0,1,0,4,14.3,7.4.2018
Sean Kilpatrick,CHICAGO BULLS,HOME,BROOKLYN NETS,LOSS,1323,7,14,2,6,4,4,1,3,1,1,0,2,0,14.3,7.4.2018
P.J. Tucker,HOUSTON ROCKETS,HOME,OKLAHOMA CITY THUNDER,LOSS,1662,6,8,4,6,0,0,1,9,3,0,0,2,5,14.3,7.4.2018
Khris Middleton,MILWAUKEE BUCKS,AWAY,NEW YORK KNICKS,WIN,2161,8,22,0,3,6,6,1,5,4,0,1,2,0,13.5,7.4.2018
Chris Paul,HOUSTON ROCKETS,HOME,OKLAHOMA CITY THUNDER,LOSS,2129,6,15,2,8,3,3,1,3,9,1,0,3,4,13.2,7.4.2018
Montrezl Harrell,LOS ANGELES CLIPPERS,HOME,DENVER NUGGETS,LOSS,1178,7,9,0,0,0,0,2,1,1,1,0,0,2,13.1,7.4.2018
Klay Thompson,GOLDEN STATE WARRIORS,HOME,NEW ORLEANS PELICANS,LOSS,2243,7,14,3,5,1,1,1,3,1,0,0,0,1,12.9,7.4.2018
Wilson Chandler,DENVER NUGGETS,AWAY,LOS ANGELES CLIPPERS,WIN,1838,6,8,1,3,0,0,1,6,3,0,0,0,4,12.8,7.4.2018
Jerami Grant,OKLAHOMA CITY THUNDER,AWAY,HOUSTON ROCKETS,WIN,1200,4,5,1,1,3,4,1,4,0,0,2,0,1,12.6,7.4.2018
Damyean Dotson,NEW YORK KNICKS,HOME,MILWAUKEE BUCKS,LOSS,1795,5,8,1,2,0,0,1,2,2,3,0,0,3,11.9,7.4.2018
Rudy Gay,SAN ANTONIO SPURS,HOME,PORTLAND TRAIL BLAZERS,WIN,1591,8,15,0,4,0,0,0,4,3,0,1,0,2,11.9,7.4.2018
Kyle Anderson,SAN ANTONIO SPURS,HOME,PORTLAND TRAIL BLAZERS,WIN,1707,3,4,0,0,1,1,2,3,3,2,1,0,2,11.7,7.4.2018
Bobby Portis,CHICAGO BULLS,HOME,BROOKLYN NETS,LOSS,1846,8,15,1,3,1,1,1,7,1,1,1,4,2,11.1,7.4.2018
Rondae Hollis-Jefferson,BROOKLYN NETS,AWAY,CHICAGO BULLS,WIN,1362,3,5,0,0,2,2,0,5,1,4,0,1,0,10.9,7.4.2018
Jarrett Allen,BROOKLYN NETS,AWAY,CHICAGO BULLS,WIN,1265,4,6,1,1,0,0,1,4,0,0,4,0,2,10.3,7.4.2018
Patty Mills,SAN ANTONIO SPURS,HOME,PORTLAND TRAIL BLAZERS,WIN,1933,5,11,2,5,1,2,0,1,6,1,0,1,3,10.2,7.4.2018
Michael Beasley,NEW YORK KNICKS,HOME,MILWAUKEE BUCKS,LOSS,1380,5,15,1,4,2,2,3,4,2,0,1,0,0,9.9,7.4.2018
Clint Capela,HOUSTON ROCKETS,HOME,OKLAHOMA CITY THUNDER,LOSS,1579,5,6,0,0,0,2,1,6,0,1,2,2,0,9.9,7.4.2018
Cristiano Felicio,CHICAGO BULLS,HOME,BROOKLYN NETS,LOSS,2102,5,11,0,0,4,4,2,9,1,0,0,2,3,9.9,7.4.2018
Paul Millsap,DENVER NUGGETS,AWAY,LOS ANGELES CLIPPERS,WIN,1790,6,13,1,4,2,4,1,1,4,1,0,1,4,9.7,7.4.2018
Dante Cunningham,BROOKLYN NETS,AWAY,CHICAGO BULLS,WIN,1330,4,8,0,3,1,1,2,10,1,0,1,0,3,9.6,7.4.2018
Tony Snell,MILWAUKEE BUCKS,AWAY,NEW YORK KNICKS,WIN,1853,4,9,2,6,0,0,0,4,3,0,2,0,1,9.6,7.4.2018
Courtney Lee,NEW YORK KNICKS,HOME,MILWAUKEE BUCKS,LOSS,1649,6,11,2,3,0,0,0,4,0,0,0,0,1,9.5,7.4.2018
Kevon Looney,GOLDEN STATE WARRIORS,HOME,NEW ORLEANS PELICANS,LOSS,1660,5,7,0,0,0,0,2,4,2,0,0,0,4,9.5,7.4.2018
Jerian Grant,CHICAGO BULLS,HOME,BROOKLYN NETS,LOSS,1703,5,10,1,5,2,2,0,1,2,0,0,0,1,9.3,7.4.2018
Devin Harris,DENVER NUGGETS,AWAY,LOS ANGELES CLIPPERS,WIN,1405,3,7,2,4,2,4,0,1,5,0,0,0,0,9.3,7.4.2018
CJ McCollum,PORTLAND TRAIL BLAZERS,AWAY,SAN ANTONIO SPURS,LOSS,2198,7,19,0,3,3,4,0,3,2,0,1,0,0,9.1,7.4.2018
Justin Holiday,CHICAGO BULLS,HOME,BROOKLYN NETS,LOSS,1945,5,15,1,9,4,6,0,1,2,2,0,0,1,9.0,7.4.2018
Tyler Zeller,MILWAUKEE BUCKS,AWAY,NEW YORK KNICKS,WIN,1029,4,4,0,0,0,0,3,2,2,0,1,1,4,9.0,7.4.2018
Boban Marjanovic,LOS ANGELES CLIPPERS,HOME,DENVER NUGGETS,LOSS,576,2,3,0,0,5,6,3,5,1,0,0,2,2,8.8,7.4.2018
Pau Gasol,SAN ANTONIO SPURS,HOME,PORTLAND TRAIL BLAZERS,WIN,1544,3,8,1,4,2,4,0,5,3,1,1,0,1,8.7,7.4.2018
Jason Terry,MILWAUKEE BUCKS,AWAY,NEW YORK KNICKS,WIN,1323,3,7,3,6,0,0,0,0,1,3,1,1,0,8.7,7.4.2018
Gerald Green,HOUSTON ROCKETS,HOME,OKLAHOMA CITY THUNDER,LOSS,1654,5,10,2,7,2,2,1,4,0,0,2,3,2,8.5,7.4.2018
Tobias Harris,LOS ANGELES CLIPPERS,HOME,DENVER NUGGETS,LOSS,2191,6,19,2,5,2,2,0,4,4,1,0,0,4,8.5,7.4.2018
Meyers Leonard,PORTLAND TRAIL BLAZERS,AWAY,SAN ANTONIO SPURS,LOSS,759,3,5,2,2,1,1,1,3,1,1,0,0,4,8.4,7.4.2018
Nick Young,GOLDEN STATE WARRIORS,HOME,NEW ORLEANS PELICANS,LOSS,1248,3,4,2,3,0,0,1,3,0,2,0,1,2,8.2,7.4.2018
Luc Mbah a Moute,HOUSTON ROCKETS,HOME,OKLAHOMA CITY THUNDER,LOSS,1488,3,8,2,2,0,0,1,2,1,3,0,1,0,7.6,7.4.2018
Brandon Jennings,MILWAUKEE BUCKS,AWAY,NEW YORK KNICKS,WIN,1004,4,8,0,1,0,0,1,3,4,1,0,2,0,7.4,7.4.2018
Spencer Dinwiddie,BROOKLYN NETS,AWAY,CHICAGO BULLS,WIN,1741,3,11,2,9,0,0,0,1,9,2,0,2,2,7.3,7.4.2018
D'Angelo Russell,BROOKLYN NETS,AWAY,CHICAGO BULLS,WIN,1376,4,10,3,7,1,2,0,4,5,0,1,4,1,7.2,7.4.2018
Draymond Green,GOLDEN STATE WARRIORS,HOME,NEW ORLEANS PELICANS,LOSS,2210,5,12,1,6,0,0,2,8,9,1,0,7,5,6.7,7.4.2018
Shabazz Napier,PORTLAND TRAIL BLAZERS,AWAY,SAN ANTONIO SPURS,LOSS,1274,4,8,0,1,0,0,1,4,1,0,0,0,0,6.6,7.4.2018
Trey Lyles,DENVER NUGGETS,AWAY,LOS ANGELES CLIPPERS,WIN,992,4,7,1,2,0,0,0,2,2,0,0,0,3,6.5,7.4.2018
Austin Rivers,LOS ANGELES CLIPPERS,HOME,DENVER NUGGETS,LOSS,2367,4,11,2,6,0,2,0,1,9,1,0,3,3,6.5,7.4.2018
Mason Plumlee,DENVER NUGGETS,AWAY,LOS ANGELES CLIPPERS,WIN,919,5,7,0,0,1,3,1,2,0,0,1,1,5,6.3,7.4.2018
Darius Miller,NEW ORLEANS PELICANS,AWAY,GOLDEN STATE WARRIORS,WIN,1518,3,6,1,4,1,1,0,0,0,1,0,0,0,6.0,7.4.2018
Frank Ntilikina,NEW YORK KNICKS,HOME,MILWAUKEE BUCKS,LOSS,1805,3,7,1,2,0,0,0,2,4,0,0,0,2,5.9,7.4.2018
Cameron Payne,CHICAGO BULLS,HOME,BROOKLYN NETS,LOSS,1548,3,10,1,3,1,2,0,3,5,2,0,2,1,5.8,7.4.2018
Timofey Mozgov,BROOKLYN NETS,AWAY,CHICAGO BULLS,WIN,399,2,2,0,0,1,2,1,4,0,0,1,1,1,5.2,7.4.2018
Trey Burke,NEW YORK KNICKS,HOME,MILWAUKEE BUCKS,LOSS,1852,3,13,0,2,2,2,1,3,8,0,0,2,1,4.9,7.4.2018
Patrick Patterson,OKLAHOMA CITY THUNDER,AWAY,HOUSTON ROCKETS,WIN,786,1,1,0,0,2,2,1,1,0,1,0,0,2,4.9,7.4.2018
David West,GOLDEN STATE WARRIORS,HOME,NEW ORLEANS PELICANS,LOSS,805,3,5,0,0,0,1,1,0,2,0,0,1,1,4.0,7.4.2018
Andre Iguodala,GOLDEN STATE WARRIORS,HOME,NEW ORLEANS PELICANS,LOSS,1291,2,6,0,4,0,0,0,3,5,0,0,0,3,3.8,7.4.2018
Trevor Ariza,HOUSTON ROCKETS,HOME,OKLAHOMA CITY THUNDER,LOSS,1929,3,8,1,5,0,0,0,4,0,1,0,0,3,3.6,7.4.2018
Danny Green,SAN ANTONIO SPURS,HOME,PORTLAND TRAIL BLAZERS,WIN,802,2,5,0,1,0,0,0,3,0,1,0,0,0,3.2,7.4.2018
Cheick Diallo,NEW ORLEANS PELICANS,AWAY,GOLDEN STATE WARRIORS,WIN,644,1,1,0,0,2,4,0,3,0,0,1,1,1,3.1,7.4.2018
Isaiah Hicks,NEW YORK KNICKS,HOME,MILWAUKEE BUCKS,LOSS,982,4,8,0,0,0,0,0,0,2,0,1,1,5,3.1,7.4.2018
Luke Kornet,NEW YORK KNICKS,HOME,MILWAUKEE BUCKS,LOSS,1106,2,4,2,3,2,2,0,2,0,0,1,3,3,3.1,7.4.2018
David Nwaba,CHICAGO BULLS,HOME,BROOKLYN NETS,LOSS,1823,2,10,0,1,2,2,0,3,3,1,0,0,2,3.0,7.4.2018
Omer Asik,CHICAGO BULLS,HOME,BROOKLYN NETS,LOSS,778,1,1,0,0,0,0,0,3,1,1,0,1,1,2.9,7.4.2018
Nik Stauskas,BROOKLYN NETS,AWAY,CHICAGO BULLS,WIN,507,1,2,1,1,0,0,0,2,1,0,0,0,1,2.9,7.4.2018
Malik Beasley,DENVER NUGGETS,AWAY,LOS ANGELES CLIPPERS,WIN,105,1,1,1,1,0,0,0,0,0,0,0,0,0,2.7,7.4.2018
Davis Bertans,SAN ANTONIO SPURS,HOME,PORTLAND TRAIL BLAZERS,WIN,66,1,1,1,1,0,0,0,0,0,0,0,0,0,2.7,7.4.2018
Corey Brewer,OKLAHOMA CITY THUNDER,AWAY,HOUSTON ROCKETS,WIN,1386,2,8,2,7,0,0,0,2,1,1,0,0,3,2.3,7.4.2018
Alex Abrines,OKLAHOMA CITY THUNDER,AWAY,HOUSTON ROCKETS,WIN,1642,1,8,0,7,2,3,2,3,1,2,0,0,3,2.2,7.4.2018
Wesley Johnson,LOS ANGELES CLIPPERS,HOME,DENVER NUGGETS,LOSS,1005,2,3,0,1,0,0,0,1,0,0,0,0,2,2.2,7.4.2018
Sam Dekker,LOS ANGELES CLIPPERS,HOME,DENVER NUGGETS,LOSS,238,1,3,0,0,0,0,1,0,0,1,0,0,0,2.0,7.4.2018
Wade Baldwin,PORTLAND TRAIL BLAZERS,AWAY,SAN ANTONIO SPURS,LOSS,448,1,1,1,1,0,0,0,0,0,0,0,0,3,1.5,7.4.2018
C.J. Williams,LOS ANGELES CLIPPERS,HOME,DENVER NUGGETS,LOSS,238,1,1,0,0,0,0,0,0,1,0,0,1,0,1.4,7.4.2018
Torrey Craig,DENVER NUGGETS,AWAY,LOS ANGELES CLIPPERS,WIN,914,0,2,0,2,0,0,1,1,1,1,3,1,3,1.2,7.4.2018
Thon Maker,MILWAUKEE BUCKS,AWAY,NEW YORK KNICKS,WIN,1047,1,6,1,3,2,2,1,1,0,0,1,1,2,1.1,7.4.2018
Joe Johnson,HOUSTON ROCKETS,HOME,OKLAHOMA CITY THUNDER,LOSS,951,1,3,0,1,0,0,0,3,0,0,0,0,1,0.8,7.4.2018
Pat Connaughton,PORTLAND TRAIL BLAZERS,AWAY,SAN ANTONIO SPURS,LOSS,763,0,1,0,1,0,0,1,1,0,0,0,0,0,0.3,7.4.2018
Solomon Hill,NEW ORLEANS PELICANS,AWAY,GOLDEN STATE WARRIORS,WIN,921,0,2,0,1,0,0,1,3,1,3,0,2,4,0.3,7.4.2018
Tony Parker,SAN ANTONIO SPURS,HOME,PORTLAND TRAIL BLAZERS,WIN,708,0,0,0,0,2,2,0,1,0,0,0,2,0,0.3,7.4.2018
Joffrey Lauvergne,SAN ANTONIO SPURS,HOME,PORTLAND TRAIL BLAZERS,WIN,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.4.2018
Brandon Paul,SAN ANTONIO SPURS,HOME,PORTLAND TRAIL BLAZERS,WIN,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.4.2018
Sindarius Thornwell,LOS ANGELES CLIPPERS,HOME,DENVER NUGGETS,LOSS,853,0,1,0,0,0,0,0,1,2,0,0,0,3,-0.2,7.4.2018
Al-Farouq Aminu,PORTLAND TRAIL BLAZERS,AWAY,SAN ANTONIO SPURS,LOSS,1979,1,6,1,4,0,0,1,6,1,1,1,3,4,-0.5,7.4.2018
Zach Collins,PORTLAND TRAIL BLAZERS,AWAY,SAN ANTONIO SPURS,LOSS,1182,1,4,0,2,0,0,1,2,0,0,0,1,1,-0.5,7.4.2018
Jordan Bell,GOLDEN STATE WARRIORS,HOME,NEW ORLEANS PELICANS,LOSS,281,0,0,0,0,1,2,0,1,0,0,0,2,0,-1.1,7.4.2018
Bryn Forbes,SAN ANTONIO SPURS,HOME,PORTLAND TRAIL BLAZERS,WIN,769,0,2,0,1,0,0,0,1,0,0,0,0,0,-1.1,7.4.2018
Juan Hernangomez,DENVER NUGGETS,AWAY,LOS ANGELES CLIPPERS,WIN,105,0,1,0,1,0,0,0,0,0,0,0,0,1,-1.1,7.4.2018
Nene Hilario,HOUSTON ROCKETS,HOME,OKLAHOMA CITY THUNDER,LOSS,823,0,2,0,0,2,4,1,0,1,0,0,1,4,-1.4,7.4.2018
Damian Jones,GOLDEN STATE WARRIORS,HOME,NEW ORLEANS PELICANS,LOSS,284,0,2,0,0,0,0,0,0,0,0,0,0,0,-1.4,7.4.2018
