name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,date
Kevin Durant,GOLDEN STATE WARRIORS,AWAY,DETROIT PISTONS,WIN,2318,12,23,3,6,9,10,1,9,7,1,5,2,3,33.9,8.12.2017
Zach Randolph,SACRAMENTO KINGS,AWAY,NEW ORLEANS PELICANS,WIN,2034,14,22,5,9,2,2,3,10,2,1,0,3,4,28.1,8.12.2017
Kyrie Irving,BOSTON CELTICS,AWAY,SAN ANTONIO SPURS,LOSS,2168,13,21,6,10,4,4,1,0,1,1,0,1,2,27.1,8.12.2017
LeBron James,CLEVELAND CAVALIERS,AWAY,INDIANA PACERS,LOSS,2365,12,22,1,5,4,5,2,8,8,1,2,3,1,26.4,8.12.2017
Khris Middleton,MILWAUKEE BUCKS,HOME,DALLAS MAVERICKS,WIN,2282,10,18,5,8,6,6,0,1,3,0,0,1,3,22.6,8.12.2017
Wesley Matthews,DALLAS MAVERICKS,AWAY,MILWAUKEE BUCKS,LOSS,2261,11,15,5,7,2,2,0,4,1,0,0,2,2,22.0,8.12.2017
DeMarcus Cousins,NEW ORLEANS PELICANS,HOME,SACRAMENTO KINGS,LOSS,2467,14,30,4,10,6,7,1,10,4,3,0,8,5,21.7,8.12.2017
Victor Oladipo,INDIANA PACERS,HOME,CLEVELAND CAVALIERS,WIN,2175,11,24,6,13,5,10,2,6,5,1,0,3,4,21.7,8.12.2017
Eric Bledsoe,MILWAUKEE BUCKS,HOME,DALLAS MAVERICKS,WIN,2109,6,17,1,6,11,12,1,3,4,3,2,1,1,21.5,8.12.2017
Dwight Howard,CHARLOTTE HORNETS,HOME,CHICAGO BULLS,LOSS,2603,11,23,0,0,3,8,2,18,2,1,6,2,3,21.5,8.12.2017
Kenneth Faried,DENVER NUGGETS,AWAY,ORLANDO MAGIC,WIN,1811,8,10,0,0,4,5,4,6,0,1,2,1,4,20.2,8.12.2017
Giannis Antetokounmpo,MILWAUKEE BUCKS,HOME,DALLAS MAVERICKS,WIN,2585,8,19,0,0,11,12,2,9,3,2,2,4,5,20.1,8.12.2017
DeMar DeRozan,TORONTO RAPTORS,AWAY,MEMPHIS GRIZZLIES,WIN,2159,6,15,0,2,14,14,0,7,6,1,0,4,3,20.0,8.12.2017
LaMarcus Aldridge,SAN ANTONIO SPURS,HOME,BOSTON CELTICS,WIN,2074,11,20,1,2,4,4,6,4,1,0,0,2,4,19.9,8.12.2017
Lauri Markkanen,CHICAGO BULLS,AWAY,CHARLOTTE HORNETS,WIN,2018,8,15,3,5,5,5,2,10,0,0,0,1,1,19.7,8.12.2017
Nikola Vucevic,ORLANDO MAGIC,HOME,DENVER NUGGETS,LOSS,1936,10,19,1,5,0,0,4,13,2,1,4,4,1,19.2,8.12.2017
Jayson Tatum,BOSTON CELTICS,AWAY,SAN ANTONIO SPURS,LOSS,2154,6,11,2,4,6,6,0,8,0,2,0,0,0,19.1,8.12.2017
Tyreke Evans,MEMPHIS GRIZZLIES,HOME,TORONTO RAPTORS,LOSS,1643,10,19,3,7,4,4,0,3,4,1,0,2,5,18.4,8.12.2017
Will Barton,DENVER NUGGETS,AWAY,ORLANDO MAGIC,WIN,2603,8,16,1,4,2,3,0,6,5,4,2,2,3,18.1,8.12.2017
Avery Bradley,DETROIT PISTONS,HOME,GOLDEN STATE WARRIORS,LOSS,1888,9,17,4,7,3,4,2,2,0,0,0,1,1,16.9,8.12.2017
Kyle Lowry,TORONTO RAPTORS,AWAY,MEMPHIS GRIZZLIES,WIN,2207,5,14,4,9,2,2,0,6,8,2,0,1,0,16.6,8.12.2017
Serge Ibaka,TORONTO RAPTORS,AWAY,MEMPHIS GRIZZLIES,WIN,1595,7,12,4,5,3,4,1,1,1,1,1,1,3,16.2,8.12.2017
Kris Dunn,CHICAGO BULLS,AWAY,CHARLOTTE HORNETS,WIN,2475,8,24,0,2,4,6,0,6,12,3,0,1,5,15.8,8.12.2017
Myles Turner,INDIANA PACERS,HOME,CLEVELAND CAVALIERS,WIN,1919,5,11,1,3,4,5,2,5,3,0,3,0,1,15.6,8.12.2017
Marvin Williams,CHARLOTTE HORNETS,HOME,CHICAGO BULLS,LOSS,2383,6,11,3,5,2,2,4,5,1,1,1,1,5,15.4,8.12.2017
Kevin Love,CLEVELAND CAVALIERS,AWAY,INDIANA PACERS,LOSS,1563,6,16,2,7,6,10,2,5,3,0,0,0,0,14.6,8.12.2017
Emmanuel Mudiay,DENVER NUGGETS,AWAY,ORLANDO MAGIC,WIN,1882,8,16,2,5,0,0,0,5,5,2,0,2,2,14.2,8.12.2017
Anthony Davis,NEW ORLEANS PELICANS,HOME,SACRAMENTO KINGS,LOSS,1835,5,12,0,1,8,8,3,3,2,0,0,2,0,14.0,8.12.2017
Justin Holiday,CHICAGO BULLS,AWAY,CHARLOTTE HORNETS,WIN,2330,6,15,1,5,4,4,0,8,2,2,2,1,3,13.9,8.12.2017
Kemba Walker,CHARLOTTE HORNETS,HOME,CHICAGO BULLS,LOSS,2537,5,16,3,10,7,7,0,1,5,1,0,1,2,13.8,8.12.2017
Pau Gasol,SAN ANTONIO SPURS,HOME,BOSTON CELTICS,WIN,1504,5,10,0,2,4,4,2,9,0,1,0,0,1,13.7,8.12.2017
Chandler Parsons,MEMPHIS GRIZZLIES,HOME,TORONTO RAPTORS,LOSS,1532,6,10,2,5,1,2,1,3,1,1,2,1,0,13.7,8.12.2017
Klay Thompson,GOLDEN STATE WARRIORS,AWAY,DETROIT PISTONS,WIN,2143,8,18,2,9,3,3,0,4,5,1,0,3,2,13.5,8.12.2017
David Nwaba,CHICAGO BULLS,AWAY,CHARLOTTE HORNETS,WIN,1922,5,7,0,0,1,2,1,5,4,0,3,0,4,13.2,8.12.2017
Dwight Powell,DALLAS MAVERICKS,AWAY,MILWAUKEE BUCKS,LOSS,1782,5,7,1,2,4,4,1,4,0,0,0,0,2,13.2,8.12.2017
Buddy Hield,SACRAMENTO KINGS,AWAY,NEW ORLEANS PELICANS,WIN,2001,7,12,4,5,0,0,0,7,2,1,0,3,2,13.1,8.12.2017
Ian Clark,NEW ORLEANS PELICANS,HOME,SACRAMENTO KINGS,LOSS,1670,6,8,2,3,1,1,0,3,3,0,0,1,2,13.0,8.12.2017
