name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,date
Dwight Howard,CHARLOTTE HORNETS,AWAY,GOLDEN STATE WARRIORS,WIN,2416,10,15,0,0,9,12,6,7,7,2,0,4,1,30.1,29.12.2017
DeMarcus Cousins,NEW ORLEANS PELICANS,HOME,DALLAS MAVERICKS,LOSS,2627,11,24,3,10,7,8,3,17,8,2,5,6,4,29.9,29.12.2017
Taurean Waller-Prince,ATLANTA HAWKS,AWAY,TORONTO RAPTORS,LOSS,2079,12,16,5,6,1,2,1,9,1,0,2,0,1,28.3,29.12.2017
Russell Westbrook,OKLAHOMA CITY THUNDER,HOME,MILWAUKEE BUCKS,LOSS,2402,16,34,2,9,6,9,3,11,9,1,0,5,4,27.5,29.12.2017
Otto Porter,WASHINGTON WIZARDS,HOME,HOUSTON ROCKETS,WIN,2388,9,16,7,11,1,1,1,5,7,2,1,1,1,26.8,29.12.2017
Lauri Markkanen,CHICAGO BULLS,HOME,INDIANA PACERS,WIN,1702,11,17,5,9,5,5,1,6,1,0,0,1,1,26.3,29.12.2017
Darren Collison,INDIANA PACERS,AWAY,CHICAGO BULLS,LOSS,2367,12,16,4,5,2,2,0,3,5,2,0,3,2,26.2,29.12.2017
Anthony Davis,NEW ORLEANS PELICANS,HOME,DALLAS MAVERICKS,LOSS,2533,12,22,1,4,8,8,0,5,2,2,0,1,3,25.1,29.12.2017
Giannis Antetokounmpo,MILWAUKEE BUCKS,AWAY,OKLAHOMA CITY THUNDER,WIN,2389,10,16,0,0,3,4,6,6,6,1,1,5,0,22.3,29.12.2017
T.J. Warren,PHOENIX SUNS,AWAY,SACRAMENTO KINGS,WIN,2280,12,18,0,1,2,3,4,6,1,0,0,1,2,21.3,29.12.2017
Dennis Smith,DALLAS MAVERICKS,AWAY,NEW ORLEANS PELICANS,WIN,1882,8,12,5,7,0,0,2,8,10,1,0,7,1,20.2,29.12.2017
Jrue Holiday,NEW ORLEANS PELICANS,HOME,DALLAS MAVERICKS,LOSS,2359,7,12,3,6,6,7,1,1,3,0,1,1,0,19.8,29.12.2017
DeMar DeRozan,TORONTO RAPTORS,HOME,ATLANTA HAWKS,WIN,2033,10,18,2,4,3,3,1,0,5,0,2,2,2,19.2,29.12.2017
Blake Griffin,LOS ANGELES CLIPPERS,AWAY,LOS ANGELES LAKERS,WIN,1930,6,15,1,3,11,12,4,2,6,1,0,4,3,18.9,29.12.2017
Nikola Mirotic,CHICAGO BULLS,HOME,INDIANA PACERS,WIN,1654,10,20,8,16,0,0,0,4,4,1,0,3,3,18.8,29.12.2017
Kevin Durant,GOLDEN STATE WARRIORS,HOME,CHARLOTTE HORNETS,LOSS,2030,8,19,4,5,7,7,0,4,6,0,0,3,3,18.1,29.12.2017
Jordan Clarkson,LOS ANGELES LAKERS,HOME,LOS ANGELES CLIPPERS,LOSS,2105,9,16,2,5,0,0,1,4,8,0,0,2,0,17.9,29.12.2017
Marquese Chriss,PHOENIX SUNS,AWAY,SACRAMENTO KINGS,WIN,1695,5,6,3,3,1,4,3,5,4,1,1,1,2,16.9,29.12.2017
Wesley Matthews,DALLAS MAVERICKS,AWAY,NEW ORLEANS PELICANS,WIN,1780,7,11,4,7,0,0,1,3,2,2,0,0,3,16.9,29.12.2017
Lou Williams,LOS ANGELES CLIPPERS,AWAY,LOS ANGELES LAKERS,WIN,1832,4,14,2,10,13,15,2,1,4,0,0,2,0,16.5,29.12.2017
John Henson,MILWAUKEE BUCKS,AWAY,OKLAHOMA CITY THUNDER,WIN,1759,8,12,0,0,2,5,1,5,2,0,4,0,4,16.4,29.12.2017
Rondae Hollis-Jefferson,BROOKLYN NETS,AWAY,MIAMI HEAT,WIN,1371,8,9,0,0,2,2,0,8,1,2,0,3,2,16.2,29.12.2017
Larry Nance,LOS ANGELES LAKERS,HOME,LOS ANGELES CLIPPERS,LOSS,1090,6,7,0,0,4,5,0,4,4,2,1,2,4,16.2,29.12.2017
Gerald Green,HOUSTON ROCKETS,AWAY,WASHINGTON WIZARDS,LOSS,1629,6,10,4,6,2,2,1,1,0,2,0,0,1,16.0,29.12.2017
Kelly Oubre,WASHINGTON WIZARDS,HOME,HOUSTON ROCKETS,WIN,1572,9,18,3,7,0,0,3,1,1,3,0,1,3,15.9,29.12.2017
Frank Kaminsky,CHARLOTTE HORNETS,AWAY,GOLDEN STATE WARRIORS,WIN,1520,5,8,1,2,3,5,0,6,3,2,1,0,1,15.8,29.12.2017
John Wall,WASHINGTON WIZARDS,HOME,HOUSTON ROCKETS,WIN,1882,7,10,2,4,1,2,0,2,4,5,0,4,3,15.6,29.12.2017
Joe Harris,BROOKLYN NETS,AWAY,MIAMI HEAT,WIN,1753,7,9,4,4,3,4,0,7,0,0,0,3,2,15.4,29.12.2017
E'Twaun Moore,NEW ORLEANS PELICANS,HOME,DALLAS MAVERICKS,LOSS,2085,5,8,1,3,5,5,0,1,3,1,0,0,1,15.4,29.12.2017
Montrezl Harrell,LOS ANGELES CLIPPERS,AWAY,LOS ANGELES LAKERS,WIN,979,7,9,0,0,1,3,4,5,0,0,2,1,1,15.0,29.12.2017
Delon Wright,TORONTO RAPTORS,HOME,ATLANTA HAWKS,WIN,1746,6,10,1,1,0,0,3,4,2,2,1,0,2,15.0,29.12.2017
Jerian Grant,CHICAGO BULLS,HOME,INDIANA PACERS,WIN,1980,4,9,3,6,0,0,1,6,12,1,0,2,4,14.6,29.12.2017
Devin Harris,DALLAS MAVERICKS,AWAY,NEW ORLEANS PELICANS,WIN,1208,5,8,5,7,2,2,0,3,1,0,0,0,1,14.6,29.12.2017
Caris LeVert,BROOKLYN NETS,AWAY,MIAMI HEAT,WIN,1381,4,10,0,1,4,4,1,4,11,1,0,2,2,14.4,29.12.2017
Kemba Walker,CHARLOTTE HORNETS,AWAY,GOLDEN STATE WARRIORS,WIN,2115,5,16,3,9,3,4,0,5,5,3,2,1,1,14.4,29.12.2017
Hassan Whiteside,MIAMI HEAT,HOME,BROOKLYN NETS,LOSS,1214,6,11,0,0,5,7,3,5,0,2,1,2,2,14.4,29.12.2017
Draymond Green,GOLDEN STATE WARRIORS,HOME,CHARLOTTE HORNETS,LOSS,2020,4,11,0,2,0,0,4,7,16,0,3,5,2,14.3,29.12.2017
Domantas Sabonis,INDIANA PACERS,AWAY,CHICAGO BULLS,LOSS,1674,6,13,0,0,2,2,3,6,2,0,3,0,1,14.3,29.12.2017
Dwight Powell,DALLAS MAVERICKS,AWAY,NEW ORLEANS PELICANS,WIN,886,4,4,0,0,7,7,0,3,0,1,0,0,4,14.1,29.12.2017
Julius Randle,LOS ANGELES LAKERS,HOME,LOS ANGELES CLIPPERS,LOSS,1711,8,16,0,0,2,4,5,2,2,1,1,1,4,13.8,29.12.2017
Bradley Beal,WASHINGTON WIZARDS,HOME,HOUSTON ROCKETS,WIN,1905,9,17,3,6,0,0,0,2,1,0,0,0,1,13.6,29.12.2017
Willie Cauley-Stein,SACRAMENTO KINGS,HOME,PHOENIX SUNS,LOSS,1840,4,10,0,0,3,4,4,5,3,2,0,0,0,13.6,29.12.2017
Khris Middleton,MILWAUKEE BUCKS,AWAY,OKLAHOMA CITY THUNDER,WIN,2343,8,18,3,8,1,2,0,6,3,1,1,1,3,13.6,29.12.2017
Josh Richardson,MIAMI HEAT,HOME,BROOKLYN NETS,LOSS,1697,7,12,0,1,5,5,1,1,2,1,0,2,3,13.6,29.12.2017
J.J. Barea,DALLAS MAVERICKS,AWAY,NEW ORLEANS PELICANS,WIN,1433,5,10,3,5,1,2,1,1,9,1,1,4,1,13.2,29.12.2017
Tarik Black,HOUSTON ROCKETS,AWAY,WASHINGTON WIZARDS,LOSS,1665,4,6,0,0,2,2,3,8,0,2,1,1,1,13.2,29.12.2017
DeAndre Jordan,LOS ANGELES CLIPPERS,AWAY,LOS ANGELES LAKERS,WIN,1901,6,8,0,0,0,0,2,14,0,0,2,1,4,13.2,29.12.2017
Devin Booker,PHOENIX SUNS,AWAY,SACRAMENTO KINGS,WIN,1911,9,25,3,9,5,7,0,3,3,1,0,1,4,12.7,29.12.2017
Bobby Portis,CHICAGO BULLS,HOME,INDIANA PACERS,WIN,945,4,9,0,1,4,4,3,4,3,0,0,0,0,12.7,29.12.2017
Klay Thompson,GOLDEN STATE WARRIORS,HOME,CHARLOTTE HORNETS,LOSS,2171,10,20,3,7,1,2,0,3,2,0,0,2,3,12.7,29.12.2017
Nicolas Batum,CHARLOTTE HORNETS,AWAY,GOLDEN STATE WARRIORS,WIN,1893,6,10,2,4,1,2,0,4,6,1,0,3,2,12.6,29.12.2017
Isaiah Canaan,PHOENIX SUNS,AWAY,SACRAMENTO KINGS,WIN,1165,3,5,1,3,2,2,1,2,6,1,0,0,2,12.4,29.12.2017
James Harden,HOUSTON ROCKETS,AWAY,WASHINGTON WIZARDS,LOSS,1765,7,14,1,4,5,6,1,0,4,1,1,5,1,12.4,29.12.2017
Dirk Nowitzki,DALLAS MAVERICKS,AWAY,NEW ORLEANS PELICANS,WIN,1485,4,9,3,5,2,3,0,12,2,0,1,0,3,12.4,29.12.2017
Tyler Zeller,BROOKLYN NETS,AWAY,MIAMI HEAT,WIN,1277,3,6,1,1,4,4,1,6,1,0,2,0,1,12.2,29.12.2017
Justin Holiday,CHICAGO BULLS,HOME,INDIANA PACERS,WIN,2169,3,8,1,3,4,4,0,2,4,1,3,1,1,11.7,29.12.2017
Skal Labissiere,SACRAMENTO KINGS,HOME,PHOENIX SUNS,LOSS,948,5,6,0,0,2,2,2,2,1,0,0,0,2,11.7,29.12.2017
Tony Snell,MILWAUKEE BUCKS,AWAY,OKLAHOMA CITY THUNDER,WIN,2183,5,11,4,10,1,1,1,3,0,2,0,0,3,11.7,29.12.2017
Kentavious Caldwell-Pope,LOS ANGELES LAKERS,HOME,LOS ANGELES CLIPPERS,LOSS,2025,6,11,0,2,2,2,3,4,1,1,0,1,3,11.5,29.12.2017
Garrett Temple,SACRAMENTO KINGS,HOME,PHOENIX SUNS,LOSS,1655,5,8,2,3,0,0,0,3,5,1,1,3,1,11.1,29.12.2017
Jonas Valanciunas,TORONTO RAPTORS,HOME,ATLANTA HAWKS,WIN,1299,5,12,1,2,2,2,6,5,0,1,2,2,4,11.1,29.12.2017
Jarrett Allen,BROOKLYN NETS,AWAY,MIAMI HEAT,WIN,1178,5,10,0,1,2,2,5,4,0,0,1,1,1,11.0,29.12.2017
Eric Gordon,HOUSTON ROCKETS,AWAY,WASHINGTON WIZARDS,LOSS,1602,6,11,2,5,2,2,0,0,1,0,0,1,0,10.4,29.12.2017
