name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,date
Gerald Wallace,CHARLOTTE BOBCATS,HOME,WASHINGTON WIZARDS,LOSS,2499,15,27,0,2,10,11,6,8,0,6,4,2,3,38.9,27.12.2006
Stephon Marbury,NEW YORK KNICKS,HOME,DETROIT PISTONS,WIN,3034,13,23,3,9,12,15,0,5,8,1,0,2,6,32.6,27.12.2006
Richard Hamilton,DETROIT PISTONS,AWAY,NEW YORK KNICKS,LOSS,3298,19,37,1,1,12,12,0,2,2,0,0,1,4,32.1,27.12.2006
Ben Gordon,CHICAGO BULLS,HOME,MIAMI HEAT,WIN,1908,11,17,1,3,17,19,0,3,5,0,0,5,2,30.3,27.12.2006
Gilbert Arenas,WASHINGTON WIZARDS,AWAY,CHARLOTTE BOBCATS,WIN,2704,10,19,5,7,14,16,0,6,8,1,0,6,4,29.7,27.12.2006
Eddy Curry,NEW YORK KNICKS,HOME,DETROIT PISTONS,WIN,3230,11,15,0,0,11,15,4,3,1,0,1,4,0,26.4,27.12.2006
Elton Brand,LOS ANGELES CLIPPERS,HOME,BOSTON CELTICS,WIN,2061,11,15,0,0,3,4,3,7,2,0,4,0,3,25.7,27.12.2006
Pau Gasol,MEMPHIS GRIZZLIES,HOME,MILWAUKEE BUCKS,LOSS,1734,12,16,0,0,5,9,3,4,3,0,2,3,1,24.4,27.12.2006
Jamal Crawford,NEW YORK KNICKS,HOME,DETROIT PISTONS,WIN,3205,8,15,2,5,11,12,0,4,11,0,0,5,5,23.2,27.12.2006
Tim Thomas,LOS ANGELES CLIPPERS,HOME,BOSTON CELTICS,WIN,2139,8,15,3,5,6,8,1,6,4,2,0,1,1,22.8,27.12.2006
Jason Williams,MIAMI HEAT,AWAY,CHICAGO BULLS,LOSS,1870,10,17,7,10,1,1,0,3,6,0,0,3,3,21.0,27.12.2006
T.J. Ford,TORONTO RAPTORS,HOME,MINNESOTA TIMBERWOLVES,WIN,1922,12,18,1,1,3,4,0,4,7,0,0,5,1,20.5,27.12.2006
Mike James,MINNESOTA TIMBERWOLVES,AWAY,TORONTO RAPTORS,LOSS,1898,8,12,2,5,2,3,0,1,5,3,0,0,4,19.6,27.12.2006
Mike Bibby,SACRAMENTO KINGS,HOME,PHILADELPHIA 76ERS,WIN,1892,9,15,1,3,2,2,0,3,6,2,0,1,3,19.0,27.12.2006
Smush Parker,LOS ANGELES LAKERS,AWAY,ORLANDO MAGIC,WIN,1712,8,12,2,3,2,2,0,3,3,3,0,1,2,19.0,27.12.2006
LeBron James,CLEVELAND CAVALIERS,AWAY,ATLANTA HAWKS,WIN,2371,10,25,1,2,6,8,1,8,3,1,2,1,1,18.9,27.12.2006
Raymond Felton,CHARLOTTE BOBCATS,HOME,WASHINGTON WIZARDS,LOSS,1950,7,10,2,2,6,7,0,3,8,2,0,5,6,18.5,27.12.2006
Ruben Patterson,MILWAUKEE BUCKS,AWAY,MEMPHIS GRIZZLIES,WIN,1292,8,12,0,1,3,3,3,3,5,0,0,1,2,18.5,27.12.2006
