name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,date
Kevin Durant,OKLAHOMA CITY THUNDER,HOME,MEMPHIS GRIZZLIES,WIN,2941,14,23,1,3,6,8,2,8,6,1,4,4,3,30.3,28.1.2009
Rasheed Wallace,DETROIT PISTONS,AWAY,MINNESOTA TIMBERWOLVES,WIN,2381,9,16,2,6,5,6,1,9,2,5,1,1,1,26.1,28.1.2009
Marvin Williams,ATLANTA HAWKS,AWAY,NEW YORK KNICKS,LOSS,2569,9,13,3,5,7,8,1,6,1,1,1,0,3,25.8,28.1.2009
Eddie House,BOSTON CELTICS,HOME,SACRAMENTO KINGS,WIN,1218,10,13,8,9,0,0,0,3,0,1,0,0,0,24.8,28.1.2009
Devin Harris,NEW JERSEY NETS,HOME,TORONTO RAPTORS,LOSS,2574,7,17,1,4,10,12,0,3,10,3,0,1,1,24.6,28.1.2009
Luol Deng,CHICAGO BULLS,AWAY,LOS ANGELES CLIPPERS,WIN,2223,10,17,0,0,3,3,1,8,3,3,1,0,1,23.6,28.1.2009
T.J. Ford,INDIANA PACERS,HOME,MILWAUKEE BUCKS,WIN,2192,14,21,0,0,6,8,0,1,3,2,0,5,2,22.7,28.1.2009
Rajon Rondo,BOSTON CELTICS,HOME,SACRAMENTO KINGS,WIN,1716,10,15,0,0,4,7,0,3,9,0,0,1,1,22.1,28.1.2009
Vince Carter,NEW JERSEY NETS,HOME,TORONTO RAPTORS,LOSS,2354,9,21,5,10,4,4,2,8,5,1,0,1,3,22.0,28.1.2009
Peja Stojakovic,NEW ORLEANS HORNETS,HOME,DENVER NUGGETS,WIN,2456,10,14,2,4,4,5,0,5,3,1,0,2,1,22.0,28.1.2009
LaMarcus Aldridge,PORTLAND TRAIL BLAZERS,HOME,CHARLOTTE BOBCATS,WIN,2194,11,15,0,0,3,5,3,6,1,2,1,3,2,21.6,28.1.2009
Josh Smith,ATLANTA HAWKS,AWAY,NEW YORK KNICKS,LOSS,2308,12,22,0,0,2,10,5,7,2,4,2,2,3,21.4,28.1.2009
Jose Calderon,TORONTO RAPTORS,AWAY,NEW JERSEY NETS,WIN,2204,7,13,3,5,0,0,0,4,11,3,0,2,0,20.6,28.1.2009
Nate Robinson,NEW YORK KNICKS,HOME,ATLANTA HAWKS,WIN,1483,8,15,2,5,6,7,3,1,3,2,0,1,3,20.6,28.1.2009
Jason Thompson,SACRAMENTO KINGS,AWAY,BOSTON CELTICS,LOSS,2175,7,10,0,0,7,7,5,6,4,0,0,3,5,19.9,28.1.2009
John Salmons,SACRAMENTO KINGS,AWAY,BOSTON CELTICS,LOSS,2259,7,14,4,7,4,4,0,3,5,1,1,1,2,19.3,28.1.2009
Jeff Green,OKLAHOMA CITY THUNDER,HOME,MEMPHIS GRIZZLIES,WIN,2532,9,16,5,6,0,1,3,6,4,1,1,3,4,18.8,28.1.2009
Stephen Jackson,GOLDEN STATE WARRIORS,AWAY,DALLAS MAVERICKS,LOSS,1853,7,14,2,2,9,10,0,5,3,2,0,4,1,18.8,28.1.2009
Tracy McGrady,HOUSTON ROCKETS,HOME,PHILADELPHIA 76ERS,LOSS,2156,8,20,3,4,5,5,2,3,6,2,1,4,1,18.0,28.1.2009
Derrick Rose,CHICAGO BULLS,AWAY,LOS ANGELES CLIPPERS,WIN,1981,9,13,0,0,3,4,1,3,6,1,1,5,0,17.6,28.1.2009
Kenyon Martin,DENVER NUGGETS,AWAY,NEW ORLEANS HORNETS,LOSS,2301,10,12,0,1,2,5,1,5,1,0,2,2,3,17.5,28.1.2009
Charlie Villanueva,MILWAUKEE BUCKS,AWAY,INDIANA PACERS,LOSS,2536,9,19,0,3,10,11,0,8,4,1,1,5,6,17.4,28.1.2009
Anthony Parker,TORONTO RAPTORS,AWAY,NEW JERSEY NETS,WIN,2125,7,12,3,7,4,6,0,7,6,0,0,4,0,16.9,28.1.2009
Luis Scola,HOUSTON ROCKETS,HOME,PHILADELPHIA 76ERS,LOSS,2056,9,14,0,0,0,0,2,8,0,3,0,1,2,16.8,28.1.2009
Kevin Love,MINNESOTA TIMBERWOLVES,HOME,DETROIT PISTONS,LOSS,1549,6,11,0,0,5,5,2,8,4,0,0,0,4,16.7,28.1.2009
Corey Maggette,GOLDEN STATE WARRIORS,AWAY,DALLAS MAVERICKS,LOSS,1367,7,13,0,0,7,8,1,3,2,0,0,0,2,16.5,28.1.2009
Jason Terry,DALLAS MAVERICKS,HOME,GOLDEN STATE WARRIORS,WIN,1566,7,10,3,4,5,6,0,1,3,0,0,3,1,16.4,28.1.2009
Erick Dampier,DALLAS MAVERICKS,HOME,GOLDEN STATE WARRIORS,WIN,1567,5,6,0,0,0,0,7,4,2,0,2,0,1,16.3,28.1.2009
Devin Brown,NEW ORLEANS HORNETS,HOME,DENVER NUGGETS,WIN,1448,6,7,3,3,3,3,0,1,0,1,0,0,2,16.0,28.1.2009
Andre Miller,PHILADELPHIA 76ERS,AWAY,HOUSTON ROCKETS,WIN,2253,4,13,0,1,8,8,1,2,7,3,1,2,1,16.0,28.1.2009
Dwyane Wade,MIAMI HEAT,HOME,WASHINGTON WIZARDS,WIN,1766,6,16,0,1,2,4,0,9,9,3,0,0,1,16.0,28.1.2009
Fred Jones,LOS ANGELES CLIPPERS,HOME,CHICAGO BULLS,LOSS,2165,3,5,1,2,4,4,1,1,3,4,1,1,1,15.1,28.1.2009
Elton Brand,PHILADELPHIA 76ERS,AWAY,HOUSTON ROCKETS,WIN,1536,6,10,0,0,2,2,2,5,1,0,6,1,3,15.0,28.1.2009
Chris Duhon,NEW YORK KNICKS,HOME,ATLANTA HAWKS,WIN,2245,6,11,2,3,2,2,0,1,11,0,0,3,2,14.9,28.1.2009
Greg Oden,PORTLAND TRAIL BLAZERS,HOME,CHARLOTTE BOBCATS,WIN,1823,4,9,0,0,6,10,8,6,1,2,3,3,5,14.9,28.1.2009
Lou Williams,PHILADELPHIA 76ERS,AWAY,HOUSTON ROCKETS,WIN,1739,5,14,1,4,6,6,1,2,6,2,0,2,0,14.7,28.1.2009
