name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,date
Kobe Bryant,LOS ANGELES LAKERS,HOME,UTAH JAZZ,WIN,2287,13,23,2,3,12,14,3,4,4,2,1,2,3,33.9,2.1.2009
Nene Hilario,DENVER NUGGETS,AWAY,OKLAHOMA CITY THUNDER,WIN,2417,10,11,0,0,7,8,5,9,4,0,0,2,5,27.9,2.1.2009
Kevin Durant,OKLAHOMA CITY THUNDER,HOME,DENVER NUGGETS,LOSS,2333,10,21,4,5,9,9,1,8,5,1,1,2,5,26.6,2.1.2009
Al Jefferson,MINNESOTA TIMBERWOLVES,HOME,GOLDEN STATE WARRIORS,WIN,2401,11,22,0,0,10,10,3,7,2,1,1,1,2,26.5,2.1.2009
Dirk Nowitzki,DALLAS MAVERICKS,HOME,PHILADELPHIA 76ERS,WIN,2349,11,27,2,3,7,7,1,3,5,4,2,0,2,26.2,2.1.2009
David Lee,NEW YORK KNICKS,HOME,INDIANA PACERS,LOSS,2402,12,15,0,0,2,2,4,7,3,5,0,5,3,26.1,2.1.2009
Michael Redd,MILWAUKEE BUCKS,HOME,CHARLOTTE BOBCATS,WIN,1894,10,16,3,5,8,10,2,3,0,2,0,1,2,25.5,2.1.2009
Rodney Stuckey,DETROIT PISTONS,HOME,SACRAMENTO KINGS,WIN,2562,15,29,0,1,8,10,0,4,7,2,0,4,5,25.0,2.1.2009
Jarrett Jack,INDIANA PACERS,AWAY,NEW YORK KNICKS,WIN,2447,10,14,4,7,5,5,1,4,2,3,0,5,1,24.1,2.1.2009
Dwyane Wade,MIAMI HEAT,AWAY,ORLANDO MAGIC,LOSS,2295,16,29,0,2,1,2,1,6,6,2,1,4,0,24.1,2.1.2009
Danny Granger,INDIANA PACERS,AWAY,NEW YORK KNICKS,WIN,2371,5,10,2,4,10,10,0,4,6,2,3,2,5,22.5,2.1.2009
Carmelo Anthony,DENVER NUGGETS,AWAY,OKLAHOMA CITY THUNDER,WIN,2263,10,20,2,3,9,13,3,6,2,1,1,2,5,22.4,2.1.2009
Marcus Camby,LOS ANGELES CLIPPERS,AWAY,PHOENIX SUNS,LOSS,2416,7,14,0,0,5,10,11,12,4,1,1,3,2,22.0,2.1.2009
LeBron James,CLEVELAND CAVALIERS,HOME,CHICAGO BULLS,WIN,2236,3,8,2,3,8,8,1,9,11,2,3,5,1,21.4,2.1.2009
Pau Gasol,LOS ANGELES LAKERS,HOME,UTAH JAZZ,WIN,2196,6,13,0,0,9,11,4,7,6,0,1,1,3,21.1,2.1.2009
Chauncey Billups,DENVER NUGGETS,AWAY,OKLAHOMA CITY THUNDER,WIN,2321,7,16,4,8,6,7,0,3,7,1,0,1,0,21.0,2.1.2009
Tayshaun Prince,DETROIT PISTONS,HOME,SACRAMENTO KINGS,WIN,2577,8,12,0,0,7,9,0,10,1,1,3,2,2,21.0,2.1.2009
Charlie Villanueva,MILWAUKEE BUCKS,HOME,CHARLOTTE BOBCATS,WIN,1748,9,16,2,4,7,8,2,3,1,0,1,1,3,20.5,2.1.2009
Andre Iguodala,PHILADELPHIA 76ERS,AWAY,DALLAS MAVERICKS,LOSS,2604,9,17,2,4,2,2,1,3,5,2,0,0,1,20.4,2.1.2009
Anderson Varejao,CLEVELAND CAVALIERS,HOME,CHICAGO BULLS,WIN,1869,9,14,0,0,8,13,4,4,0,3,0,3,4,20.2,2.1.2009
Paul Pierce,BOSTON CELTICS,HOME,WASHINGTON WIZARDS,WIN,1561,9,10,5,6,3,4,0,1,1,0,1,3,2,20.1,2.1.2009
Tim Duncan,SAN ANTONIO SPURS,AWAY,MEMPHIS GRIZZLIES,WIN,1892,8,11,0,0,4,6,1,9,5,0,3,3,2,19.9,2.1.2009
Brad Miller,SACRAMENTO KINGS,AWAY,DETROIT PISTONS,LOSS,2312,8,18,0,0,9,10,8,8,1,0,0,4,2,19.1,2.1.2009
Mehmet Okur,UTAH JAZZ,AWAY,LOS ANGELES LAKERS,LOSS,2369,7,13,1,3,6,6,4,9,2,0,2,3,3,18.8,2.1.2009
Paul Millsap,UTAH JAZZ,AWAY,LOS ANGELES LAKERS,LOSS,1863,7,16,0,0,2,4,8,9,3,2,2,0,5,18.6,2.1.2009
Randy Foye,MINNESOTA TIMBERWOLVES,HOME,GOLDEN STATE WARRIORS,WIN,1832,6,12,1,2,4,5,2,1,7,4,1,3,2,18.1,2.1.2009
Andris Biedrins,GOLDEN STATE WARRIORS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,2009,8,12,0,0,2,6,5,8,1,0,2,0,4,17.6,2.1.2009
Trevor Ariza,LOS ANGELES LAKERS,HOME,UTAH JAZZ,WIN,1938,5,8,1,3,1,1,3,6,2,5,0,0,3,17.5,2.1.2009
Stephen Jackson,GOLDEN STATE WARRIORS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,2240,7,14,2,3,9,11,0,3,7,1,1,6,3,17.5,2.1.2009
Rajon Rondo,BOSTON CELTICS,HOME,WASHINGTON WIZARDS,WIN,1650,4,6,1,1,1,2,1,2,14,1,1,2,1,17.4,2.1.2009
Ben Gordon,CHICAGO BULLS,AWAY,CLEVELAND CAVALIERS,LOSS,2058,7,13,0,2,8,9,2,2,4,1,0,3,2,17.3,2.1.2009
Mike Bibby,ATLANTA HAWKS,AWAY,NEW JERSEY NETS,LOSS,2851,7,18,4,9,4,5,1,4,6,0,0,1,1,16.5,2.1.2009
Ben Wallace,CLEVELAND CAVALIERS,HOME,CHICAGO BULLS,WIN,1677,6,11,0,0,1,2,5,4,1,3,2,0,2,16.3,2.1.2009
Von Wafer,HOUSTON ROCKETS,AWAY,TORONTO RAPTORS,LOSS,720,7,9,2,3,2,2,0,1,1,1,0,0,1,16.1,2.1.2009
Chris Paul,NEW ORLEANS HORNETS,AWAY,PORTLAND TRAIL BLAZERS,WIN,2215,7,16,1,3,2,2,1,6,11,1,0,3,2,16.0,2.1.2009
Dwight Howard,ORLANDO MAGIC,HOME,MIAMI HEAT,WIN,2231,6,11,0,0,3,5,7,8,2,2,2,4,3,15.8,2.1.2009
Kevin Love,MINNESOTA TIMBERWOLVES,HOME,GOLDEN STATE WARRIORS,WIN,1530,6,9,0,0,7,8,3,5,1,0,0,2,3,15.8,2.1.2009
Ryan Gomes,MINNESOTA TIMBERWOLVES,HOME,GOLDEN STATE WARRIORS,WIN,1952,9,16,2,3,1,2,4,6,1,1,0,2,4,15.7,2.1.2009
Amar'e Stoudemire,PHOENIX SUNS,HOME,LOS ANGELES CLIPPERS,WIN,2272,10,17,0,0,3,5,3,5,3,0,1,3,5,15.7,2.1.2009
Devin Harris,NEW JERSEY NETS,HOME,ATLANTA HAWKS,WIN,2601,9,22,2,6,6,7,0,4,11,1,1,8,2,15.6,2.1.2009
Manu Ginobili,SAN ANTONIO SPURS,AWAY,MEMPHIS GRIZZLIES,WIN,1417,4,9,0,4,5,6,0,6,6,5,0,3,1,15.5,2.1.2009
Troy Murphy,INDIANA PACERS,AWAY,NEW YORK KNICKS,WIN,2193,5,14,1,4,4,6,5,13,4,3,0,3,3,15.4,2.1.2009
Earl Watson,OKLAHOMA CITY THUNDER,HOME,DENVER NUGGETS,LOSS,1895,6,9,1,2,2,2,1,3,7,2,0,3,3,15.4,2.1.2009
Jason Terry,DALLAS MAVERICKS,HOME,PHILADELPHIA 76ERS,WIN,2140,8,17,3,10,2,2,0,0,5,0,0,0,2,15.0,2.1.2009
Kevin Martin,SACRAMENTO KINGS,AWAY,DETROIT PISTONS,LOSS,2024,4,15,0,4,12,12,1,4,3,1,0,1,1,14.7,2.1.2009
