name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,date
Brandon Roy,PORTLAND TRAIL BLAZERS,AWAY,NEW JERSEY NETS,WIN,2379,8,16,0,2,13,16,2,6,5,2,0,0,1,28.1,15.1.2009
Steve Nash,PHOENIX SUNS,AWAY,DENVER NUGGETS,LOSS,2743,5,10,4,5,6,6,1,6,14,0,1,6,2,21.2,15.1.2009
Chauncey Billups,DENVER NUGGETS,HOME,PHOENIX SUNS,WIN,2728,6,18,1,10,13,14,1,2,8,3,1,4,3,20.8,15.1.2009
Luol Deng,CHICAGO BULLS,HOME,CLEVELAND CAVALIERS,WIN,2383,8,12,2,2,4,6,1,7,3,4,1,4,3,20.4,15.1.2009
Jerryd Bayless,PORTLAND TRAIL BLAZERS,AWAY,NEW JERSEY NETS,WIN,1520,6,9,0,0,11,11,0,3,3,0,0,1,2,20.3,15.1.2009
Kenyon Martin,DENVER NUGGETS,HOME,PHOENIX SUNS,WIN,2485,11,23,1,2,1,5,3,5,2,7,1,2,3,20.2,15.1.2009
Mo Williams,CLEVELAND CAVALIERS,AWAY,CHICAGO BULLS,LOSS,2402,9,16,5,10,3,3,1,2,3,2,0,3,3,19.6,15.1.2009
Grant Hill,PHOENIX SUNS,AWAY,DENVER NUGGETS,LOSS,2571,10,18,0,1,5,5,2,6,1,1,0,1,2,19.5,15.1.2009
Amar'e Stoudemire,PHOENIX SUNS,AWAY,DENVER NUGGETS,LOSS,2091,6,9,0,0,9,10,1,7,3,3,1,5,5,18.3,15.1.2009
Brook Lopez,NEW JERSEY NETS,HOME,PORTLAND TRAIL BLAZERS,LOSS,1965,7,10,0,0,3,3,2,4,2,1,2,1,3,17.0,15.1.2009
Devin Harris,NEW JERSEY NETS,HOME,PORTLAND TRAIL BLAZERS,LOSS,2358,10,18,1,2,2,4,0,2,8,0,0,3,3,15.6,15.1.2009
Nene Hilario,DENVER NUGGETS,HOME,PHOENIX SUNS,WIN,2598,5,9,0,0,7,10,3,11,1,2,1,3,5,15.3,15.1.2009
Linas Kleiza,DENVER NUGGETS,HOME,PHOENIX SUNS,WIN,1831,8,11,1,2,1,2,1,3,3,0,0,1,3,14.6,15.1.2009
Kirk Hinrich,CHICAGO BULLS,HOME,CLEVELAND CAVALIERS,WIN,1822,4,6,3,4,1,2,1,2,5,2,0,1,2,14.0,15.1.2009
LeBron James,CLEVELAND CAVALIERS,AWAY,CHICAGO BULLS,LOSS,2659,8,28,1,6,11,16,3,11,7,1,1,8,4,12.0,15.1.2009
Tyrus Thomas,CHICAGO BULLS,HOME,CLEVELAND CAVALIERS,WIN,2214,5,10,0,1,5,7,1,6,2,0,4,2,5,11.9,15.1.2009
Vince Carter,NEW JERSEY NETS,HOME,PORTLAND TRAIL BLAZERS,LOSS,2359,4,14,2,4,3,4,1,8,5,2,0,0,3,11.8,15.1.2009
J.R. Smith,DENVER NUGGETS,HOME,PHOENIX SUNS,WIN,2238,6,18,3,9,4,6,1,4,7,2,0,3,5,11.8,15.1.2009
LaMarcus Aldridge,PORTLAND TRAIL BLAZERS,AWAY,NEW JERSEY NETS,WIN,2181,10,19,0,0,0,0,1,5,2,0,1,3,2,11.2,15.1.2009
Drew Gooden,CHICAGO BULLS,HOME,CLEVELAND CAVALIERS,WIN,1068,5,10,0,0,1,1,4,2,2,0,0,0,0,10.8,15.1.2009
