team,opp,treatment,year,rest3.,rest1,rest2,points
DALLAS MAVERICKS,MEMPHIS GRIZZLIES,0,2005,0,0,0,90
DENVER NUGGETS,MIAMI HEAT,0,2005,0,-1,1,100
NEW YORK KNICKS,PHOENIX SUNS,0,2005,0,0,0,81
NEW ORLEANS/OKLAHOMA CITY HORNETS,PORTLAND TRAIL BLAZERS,0,2005,0,0,0,95
BOSTON CELTICS,SAN ANTONIO SPURS,0,2005,0,0,0,89
SEATTLE SUPERSONICS,UTAH JAZZ,0,2005,0,-1,1,106
PHOENIX SUNS,LOS ANGELES CLIPPERS,0,2005,0,0,-1,91
CLEVELAND CAVALIERS,MILWAUKEE BUCKS,0,2005,0,0,-1,106
PHILADELPHIA 76ERS,NEW JERSEY NETS,0,2005,0,0,0,107
DENVER NUGGETS,ORLANDO MAGIC,0,2005,0,0,-1,83
SACRAMENTO KINGS,SEATTLE SUPERSONICS,0,2005,0,1,0,123
CHICAGO BULLS,WASHINGTON WIZARDS,0,2005,0,-1,0,118
WASHINGTON WIZARDS,MIAMI HEAT,0,2005,0,-1,0,101
HOUSTON ROCKETS,PORTLAND TRAIL BLAZERS,0,2005,0,-1,1,100
MILWAUKEE BUCKS,NEW YORK KNICKS,0,2005,0,1,-1,112
MINNESOTA TIMBERWOLVES,PHILADELPHIA 76ERS,0,2005,0,0,0,89
NEW ORLEANS/OKLAHOMA CITY HORNETS,PHOENIX SUNS,0,2005,0,-1,0,91
DENVER NUGGETS,CHARLOTTE BOBCATS,0,2005,0,0,0,101
ATLANTA HAWKS,CLEVELAND CAVALIERS,0,2005,0,0,0,100
LOS ANGELES CLIPPERS,SAN ANTONIO SPURS,0,2005,0,1,-1,87
GOLDEN STATE WARRIORS,SEATTLE SUPERSONICS,0,2005,1,0,-1,110
NEW JERSEY NETS,WASHINGTON WIZARDS,0,2005,0,-1,1,74
PHOENIX SUNS,DALLAS MAVERICKS,0,2005,0,0,0,96
LOS ANGELES LAKERS,MEMPHIS GRIZZLIES,0,2005,-1,1,0,94
MIAMI HEAT,MILWAUKEE BUCKS,0,2005,0,-1,0,100
LOS ANGELES CLIPPERS,NEW ORLEANS/OKLAHOMA CITY HORNETS,0,2005,0,-1,0,89
ORLANDO MAGIC,NEW YORK KNICKS,0,2005,1,-1,0,105
CHICAGO BULLS,TORONTO RAPTORS,0,2005,-1,0,0,105
DENVER NUGGETS,CLEVELAND CAVALIERS,0,2005,0,0,0,85
HOUSTON ROCKETS,SEATTLE SUPERSONICS,0,2005,0,-1,0,104
CHICAGO BULLS,DETROIT PISTONS,0,2005,0,0,0,82
UTAH JAZZ,INDIANA PACERS,0,2005,0,0,0,83
GOLDEN STATE WARRIORS,TORONTO RAPTORS,0,2005,0,0,0,108
DETROIT PISTONS,CHARLOTTE BOBCATS,0,2005,0,0,-1,103
MIAMI HEAT,CLEVELAND CAVALIERS,0,2005,0,-1,0,107
HOUSTON ROCKETS,LOS ANGELES CLIPPERS,0,2005,0,1,-1,81
PHOENIX SUNS,MEMPHIS GRIZZLIES,0,2005,0,0,-1,87
SACRAMENTO KINGS,SAN ANTONIO SPURS,0,2005,0,-1,1,89
DENVER NUGGETS,ATLANTA HAWKS,0,2005,0,0,0,107
HOUSTON ROCKETS,LOS ANGELES LAKERS,0,2005,0,-1,0,76
SAN ANTONIO SPURS,NEW ORLEANS/OKLAHOMA CITY HORNETS,0,2005,0,-1,0,76
WASHINGTON WIZARDS,PORTLAND TRAIL BLAZERS,0,2005,0,0,0,92
GOLDEN STATE WARRIORS,BOSTON CELTICS,0,2005,0,-1,0,98
DETROIT PISTONS,MEMPHIS GRIZZLIES,0,2005,0,0,0,106
CHARLOTTE BOBCATS,CHICAGO BULLS,0,2005,0,0,-1,105
DALLAS MAVERICKS,LOS ANGELES LAKERS,0,2005,0,0,0,90
SAN ANTONIO SPURS,MILWAUKEE BUCKS,0,2005,0,1,-1,107
LOS ANGELES CLIPPERS,NEW JERSEY NETS,0,2005,0,-1,1,85
WASHINGTON WIZARDS,DENVER NUGGETS,0,2005,0,1,-1,116
SAN ANTONIO SPURS,NEW YORK KNICKS,0,2005,-1,0,0,109
GOLDEN STATE WARRIORS,PHILADELPHIA 76ERS,0,2005,0,1,-1,100
LOS ANGELES CLIPPERS,CHARLOTTE BOBCATS,0,2005,0,1,-1,97
INDIANA PACERS,CLEVELAND CAVALIERS,0,2005,0,1,0,89
HOUSTON ROCKETS,DENVER NUGGETS,0,2005,0,0,0,86
NEW ORLEANS/OKLAHOMA CITY HORNETS,MILWAUKEE BUCKS,0,2005,0,1,-1,94
UTAH JAZZ,NEW YORK KNICKS,0,2005,0,0,0,90
LOS ANGELES LAKERS,ORLANDO MAGIC,0,2005,0,-1,1,104
WASHINGTON WIZARDS,PHOENIX SUNS,0,2005,0,1,-1,112
SAN ANTONIO SPURS,DETROIT PISTONS,0,2005,0,0,0,70
LOS ANGELES LAKERS,MIAMI HEAT,0,2005,0,0,0,92
INDIANA PACERS,DALLAS MAVERICKS,0,2005,0,0,0,80
PHOENIX SUNS,MINNESOTA TIMBERWOLVES,0,2005,0,0,0,103
MILWAUKEE BUCKS,ORLANDO MAGIC,0,2005,0,0,0,93
PORTLAND TRAIL BLAZERS,SACRAMENTO KINGS,0,2005,-1,0,1,105
BOSTON CELTICS,SEATTLE SUPERSONICS,0,2005,1,0,-1,111
PHILADELPHIA 76ERS,DENVER NUGGETS,0,2005,1,0,0,108
TORONTO RAPTORS,DETROIT PISTONS,0,2005,1,-1,0,106
UTAH JAZZ,HOUSTON ROCKETS,0,2005,-1,0,0,82
CLEVELAND CAVALIERS,NEW JERSEY NETS,0,2005,0,0,0,91
INDIANA PACERS,SAN ANTONIO SPURS,0,2005,0,-1,0,86
SEATTLE SUPERSONICS,MINNESOTA TIMBERWOLVES,0,2005,0,0,0,95
PHILADELPHIA 76ERS,PORTLAND TRAIL BLAZERS,0,2005,0,-1,0,91
ATLANTA HAWKS,TORONTO RAPTORS,0,2005,0,0,0,102
PHOENIX SUNS,WASHINGTON WIZARDS,0,2005,0,0,0,104
SEATTLE SUPERSONICS,DENVER NUGGETS,0,2005,0,-1,0,112
NEW ORLEANS/OKLAHOMA CITY HORNETS,SAN ANTONIO SPURS,0,2005,0,-1,0,84
PHOENIX SUNS,CHARLOTTE BOBCATS,0,2005,0,0,0,110
TORONTO RAPTORS,INDIANA PACERS,0,2005,0,1,-1,99
NEW YORK KNICKS,MILWAUKEE BUCKS,0,2005,0,1,-1,108
MINNESOTA TIMBERWOLVES,ORLANDO MAGIC,0,2005,0,0,0,87
MEMPHIS GRIZZLIES,PORTLAND TRAIL BLAZERS,0,2005,0,0,0,93
BOSTON CELTICS,SACRAMENTO KINGS,0,2005,0,1,-1,112
PHOENIX SUNS,CHICAGO BULLS,0,2005,0,0,-1,107
DETROIT PISTONS,CLEVELAND CAVALIERS,0,2005,-1,1,0,84
SAN ANTONIO SPURS,DENVER NUGGETS,0,2005,0,0,0,98
BOSTON CELTICS,LOS ANGELES CLIPPERS,0,2005,-1,0,0,111
DALLAS MAVERICKS,NEW ORLEANS/OKLAHOMA CITY HORNETS,0,2005,0,-1,0,95
PHILADELPHIA 76ERS,UTAH JAZZ,0,2005,-1,0,1,102
UTAH JAZZ,LOS ANGELES LAKERS,0,2005,-1,0,0,98
MINNESOTA TIMBERWOLVES,MIAMI HEAT,0,2005,0,0,0,70
LOS ANGELES CLIPPERS,PORTLAND TRAIL BLAZERS,0,2005,0,-1,0,100
BOSTON CELTICS,DENVER NUGGETS,0,2005,0,0,0,110
SEATTLE SUPERSONICS,INDIANA PACERS,0,2005,0,1,-1,96
CHARLOTTE BOBCATS,NEW ORLEANS/OKLAHOMA CITY HORNETS,0,2005,0,-1,1,86
TORONTO RAPTORS,ATLANTA HAWKS,0,2005,0,0,0,108
ORLANDO MAGIC,DETROIT PISTONS,0,2005,1,0,-1,99
GOLDEN STATE WARRIORS,MEMPHIS GRIZZLIES,0,2005,0,0,0,94
LOS ANGELES LAKERS,UTAH JAZZ,0,2005,0,0,0,80
HOUSTON ROCKETS,WASHINGTON WIZARDS,0,2005,-1,0,1,123
CLEVELAND CAVALIERS,MILWAUKEE BUCKS,0,2005,1,-1,0,91
DALLAS MAVERICKS,MINNESOTA TIMBERWOLVES,0,2005,0,0,-1,78
ORLANDO MAGIC,TORONTO RAPTORS,0,2005,0,0,0,97
ATLANTA HAWKS,BOSTON CELTICS,0,2005,0,-1,1,103
SEATTLE SUPERSONICS,DETROIT PISTONS,0,2005,0,1,-1,85
PHILADELPHIA 76ERS,LOS ANGELES LAKERS,0,2005,0,1,-1,93
CHICAGO BULLS,MILWAUKEE BUCKS,0,2005,0,0,0,105
WASHINGTON WIZARDS,NEW YORK KNICKS,0,2005,-1,0,1,92
MIAMI HEAT,PHOENIX SUNS,0,2005,0,0,0,93
LOS ANGELES CLIPPERS,SACRAMENTO KINGS,0,2005,1,0,-1,114
MINNESOTA TIMBERWOLVES,SAN ANTONIO SPURS,0,2005,0,0,0,77
HOUSTON ROCKETS,TORONTO RAPTORS,0,2005,0,-1,0,92
NEW ORLEANS/OKLAHOMA CITY HORNETS,ATLANTA HAWKS,0,2005,0,0,0,93
MINNESOTA TIMBERWOLVES,DALLAS MAVERICKS,0,2005,0,0,0,79
SAN ANTONIO SPURS,PHOENIX SUNS,0,2005,0,0,0,86
DENVER NUGGETS,HOUSTON ROCKETS,0,2005,0,0,0,92
SEATTLE SUPERSONICS,NEW YORK KNICKS,0,2005,0,0,0,116
MIAMI HEAT,PORTLAND TRAIL BLAZERS,0,2005,0,0,0,118
INDIANA PACERS,LOS ANGELES LAKERS,0,2005,0,-1,0,90
SEATTLE SUPERSONICS,PHILADELPHIA 76ERS,0,2005,0,0,-1,98
NEW YORK KNICKS,CLEVELAND CAVALIERS,0,2005,0,1,-1,92
PHOENIX SUNS,DENVER NUGGETS,0,2005,0,-1,1,137
ORLANDO MAGIC,LOS ANGELES CLIPPERS,0,2005,0,0,0,73
MINNESOTA TIMBERWOLVES,MILWAUKEE BUCKS,0,2005,0,0,0,92
NEW JERSEY NETS,SAN ANTONIO SPURS,0,2005,0,1,-1,91
MIAMI HEAT,GOLDEN STATE WARRIORS,0,2005,-1,0,1,110
MILWAUKEE BUCKS,INDIANA PACERS,0,2005,0,-1,0,88
LOS ANGELES LAKERS,PORTLAND TRAIL BLAZERS,0,2005,0,1,-1,103
ORLANDO MAGIC,SEATTLE SUPERSONICS,0,2005,0,-1,0,104
CHARLOTTE BOBCATS,TORONTO RAPTORS,0,2005,0,-1,0,86
CLEVELAND CAVALIERS,LOS ANGELES LAKERS,0,2005,0,1,0,98
DETROIT PISTONS,SAN ANTONIO SPURS,0,2005,0,0,0,83
WASHINGTON WIZARDS,INDIANA PACERS,0,2005,0,0,0,94
NEW JERSEY NETS,MEMPHIS GRIZZLIES,0,2005,0,0,0,69
DENVER NUGGETS,MINNESOTA TIMBERWOLVES,0,2005,0,-1,1,89
ATLANTA HAWKS,NEW YORK KNICKS,0,2005,0,0,0,94
BOSTON CELTICS,PHILADELPHIA 76ERS,0,2005,0,-1,1,124
NEW JERSEY NETS,DALLAS MAVERICKS,0,2005,0,0,-1,77
NEW ORLEANS/OKLAHOMA CITY HORNETS,HOUSTON ROCKETS,0,2005,0,0,-1,86
DENVER NUGGETS,MILWAUKEE BUCKS,0,2005,0,0,0,100
ORLANDO MAGIC,SACRAMENTO KINGS,0,2005,0,0,0,100
HOUSTON ROCKETS,ATLANTA HAWKS,0,2005,0,0,0,83
NEW ORLEANS/OKLAHOMA CITY HORNETS,CHARLOTTE BOBCATS,0,2005,0,0,0,107
DENVER NUGGETS,CHICAGO BULLS,0,2005,0,0,0,97
MILWAUKEE BUCKS,DALLAS MAVERICKS,0,2005,0,0,0,95
BOSTON CELTICS,DETROIT PISTONS,0,2005,0,-1,1,84
SAN ANTONIO SPURS,MEMPHIS GRIZZLIES,0,2005,0,0,0,93
MINNESOTA TIMBERWOLVES,NEW YORK KNICKS,0,2005,0,0,1,96
PHILADELPHIA 76ERS,WASHINGTON WIZARDS,0,2005,0,-1,1,76
DETROIT PISTONS,ATLANTA HAWKS,0,2005,0,0,0,117
NEW YORK KNICKS,CHICAGO BULLS,0,2005,0,0,0,104
DETROIT PISTONS,NEW YORK KNICKS,0,2005,0,0,0,105
NEW JERSEY NETS,BOSTON CELTICS,0,2005,0,0,0,96
HOUSTON ROCKETS,CHICAGO BULLS,0,2005,0,0,0,109
UTAH JAZZ,DENVER NUGGETS,0,2005,0,-1,1,83
CLEVELAND CAVALIERS,GOLDEN STATE WARRIORS,0,2005,-1,1,0,79
MEMPHIS GRIZZLIES,PHILADELPHIA 76ERS,0,2005,0,0,0,86
NEW ORLEANS/OKLAHOMA CITY HORNETS,WASHINGTON WIZARDS,0,2005,0,0,0,99
CHICAGO BULLS,INDIANA PACERS,0,2005,0,0,0,101
BOSTON CELTICS,NEW JERSEY NETS,0,2005,0,0,0,83
CLEVELAND CAVALIERS,UTAH JAZZ,0,2005,0,0,0,108
HOUSTON ROCKETS,DETROIT PISTONS,0,2005,0,1,-1,97
GOLDEN STATE WARRIORS,LOS ANGELES CLIPPERS,0,2005,0,0,0,92
TORONTO RAPTORS,LOS ANGELES LAKERS,0,2005,0,0,0,104
SACRAMENTO KINGS,MIAMI HEAT,0,2005,0,-1,0,99
PHILADELPHIA 76ERS,MINNESOTA TIMBERWOLVES,0,2005,0,0,0,86
DENVER NUGGETS,SAN ANTONIO SPURS,0,2005,0,0,0,89
MEMPHIS GRIZZLIES,WASHINGTON WIZARDS,0,2005,0,0,0,93
TORONTO RAPTORS,DENVER NUGGETS,0,2005,0,0,0,101
INDIANA PACERS,CLEVELAND CAVALIERS,0,2005,0,0,-1,66
MEMPHIS GRIZZLIES,MIAMI HEAT,0,2005,0,0,0,82
SACRAMENTO KINGS,PHILADELPHIA 76ERS,0,2005,0,0,0,103
CHARLOTTE BOBCATS,SAN ANTONIO SPURS,0,2005,0,-1,1,76
WASHINGTON WIZARDS,BOSTON CELTICS,0,2005,0,-1,1,89
MILWAUKEE BUCKS,DETROIT PISTONS,0,2005,0,1,0,102
CHARLOTTE BOBCATS,HOUSTON ROCKETS,0,2005,0,-1,0,78
DENVER NUGGETS,PORTLAND TRAIL BLAZERS,0,2005,0,1,-1,97
CHICAGO BULLS,TORONTO RAPTORS,0,2005,1,-1,0,104
SEATTLE SUPERSONICS,UTAH JAZZ,0,2005,0,-1,1,113
PHOENIX SUNS,MIAMI HEAT,0,2005,0,0,0,107
ORLANDO MAGIC,PHILADELPHIA 76ERS,0,2005,0,0,0,119
WASHINGTON WIZARDS,CHICAGO BULLS,0,2005,0,0,0,79
LOS ANGELES CLIPPERS,DENVER NUGGETS,0,2005,0,0,0,105
MEMPHIS GRIZZLIES,DETROIT PISTONS,0,2005,0,0,0,89
CLEVELAND CAVALIERS,INDIANA PACERS,0,2005,0,1,-1,93
NEW JERSEY NETS,PORTLAND TRAIL BLAZERS,0,2005,0,0,0,83
DENVER NUGGETS,LOS ANGELES CLIPPERS,0,2005,0,0,0,79
NEW ORLEANS/OKLAHOMA CITY HORNETS,MEMPHIS GRIZZLIES,0,2005,0,0,1,95
NEW YORK KNICKS,PHILADELPHIA 76ERS,0,2005,0,-1,0,76
NEW JERSEY NETS,SEATTLE SUPERSONICS,0,2005,0,-1,0,104
CHARLOTTE BOBCATS,WASHINGTON WIZARDS,0,2005,0,0,0,97
PHOENIX SUNS,CLEVELAND CAVALIERS,0,2005,0,0,0,106
LOS ANGELES LAKERS,DETROIT PISTONS,0,2005,0,0,0,93
PHILADELPHIA 76ERS,ORLANDO MAGIC,0,2005,0,-1,0,89
NEW YORK KNICKS,ATLANTA HAWKS,0,2005,0,0,0,101
HOUSTON ROCKETS,MEMPHIS GRIZZLIES,0,2005,0,-1,0,77
CHICAGO BULLS,DALLAS MAVERICKS,0,2005,0,0,0,94
PHOENIX SUNS,PHILADELPHIA 76ERS,0,2005,0,0,0,123
DENVER NUGGETS,SACRAMENTO KINGS,0,2005,0,-1,1,91
INDIANA PACERS,WASHINGTON WIZARDS,0,2005,1,0,-1,79
ATLANTA HAWKS,CHARLOTTE BOBCATS,0,2005,0,0,0,102
MINNESOTA TIMBERWOLVES,DETROIT PISTONS,0,2005,0,1,0,74
MILWAUKEE BUCKS,HOUSTON ROCKETS,0,2005,0,0,0,84
DALLAS MAVERICKS,MEMPHIS GRIZZLIES,0,2005,0,-1,0,81
LOS ANGELES CLIPPERS,ORLANDO MAGIC,0,2005,0,1,-1,106
SAN ANTONIO SPURS,PORTLAND TRAIL BLAZERS,0,2005,0,0,0,86
GOLDEN STATE WARRIORS,SEATTLE SUPERSONICS,0,2005,1,-1,0,107
WASHINGTON WIZARDS,TORONTO RAPTORS,0,2005,0,0,-1,112
DENVER NUGGETS,UTAH JAZZ,0,2005,0,-1,0,90
SAN ANTONIO SPURS,GOLDEN STATE WARRIORS,0,2005,0,0,0,89
LOS ANGELES CLIPPERS,BOSTON CELTICS,0,2005,0,0,0,98
DETROIT PISTONS,PHILADELPHIA 76ERS,0,2005,0,1,-1,87
SEATTLE SUPERSONICS,DALLAS MAVERICKS,0,2005,0,0,-1,91
PORTLAND TRAIL BLAZERS,DENVER NUGGETS,0,2005,0,0,-1,104
MINNESOTA TIMBERWOLVES,GOLDEN STATE WARRIORS,0,2005,0,-1,0,77
DETROIT PISTONS,INDIANA PACERS,0,2005,0,0,-1,85
MEMPHIS GRIZZLIES,MILWAUKEE BUCKS,0,2005,0,0,0,78
MIAMI HEAT,NEW JERSEY NETS,0,2005,0,1,-1,92
BOSTON CELTICS,ORLANDO MAGIC,0,2005,0,0,0,91
ATLANTA HAWKS,WASHINGTON WIZARDS,0,2005,0,0,-1,85
UTAH JAZZ,SACRAMENTO KINGS,0,2005,0,0,0,78
LOS ANGELES CLIPPERS,TORONTO RAPTORS,0,2005,0,0,0,115
DENVER NUGGETS,GOLDEN STATE WARRIORS,0,2005,0,0,0,114
NEW ORLEANS/OKLAHOMA CITY HORNETS,NEW JERSEY NETS,0,2005,0,0,0,91
MINNESOTA TIMBERWOLVES,PHOENIX SUNS,0,2005,0,0,0,103
LOS ANGELES CLIPPERS,NEW YORK KNICKS,0,2005,0,0,0,85
MEMPHIS GRIZZLIES,SACRAMENTO KINGS,0,2005,0,-1,1,96
PHILADELPHIA 76ERS,CHARLOTTE BOBCATS,0,2005,0,0,0,92
LOS ANGELES LAKERS,HOUSTON ROCKETS,0,2005,0,-1,0,89
SEATTLE SUPERSONICS,NEW ORLEANS/OKLAHOMA CITY HORNETS,0,2005,0,0,0,102
MEMPHIS GRIZZLIES,PHOENIX SUNS,0,2005,0,-1,0,102
TORONTO RAPTORS,CHARLOTTE BOBCATS,0,2005,0,0,0,88
GOLDEN STATE WARRIORS,INDIANA PACERS,0,2005,0,0,0,95
MEMPHIS GRIZZLIES,LOS ANGELES CLIPPERS,0,2005,0,0,0,87
DETROIT PISTONS,ORLANDO MAGIC,0,2005,0,0,0,84
CLEVELAND CAVALIERS,WASHINGTON WIZARDS,0,2005,0,0,0,89
GOLDEN STATE WARRIORS,CLEVELAND CAVALIERS,0,2005,0,0,0,99
UTAH JAZZ,HOUSTON ROCKETS,0,2005,0,0,-1,88
ORLANDO MAGIC,BOSTON CELTICS,0,2005,0,0,0,94
NEW YORK KNICKS,HOUSTON ROCKETS,0,2005,0,1,0,83
SAN ANTONIO SPURS,INDIANA PACERS,0,2005,0,0,0,92
MILWAUKEE BUCKS,NEW JERSEY NETS,0,2005,0,-1,0,79
DENVER NUGGETS,SEATTLE SUPERSONICS,0,2005,0,0,0,120
SAN ANTONIO SPURS,CLEVELAND CAVALIERS,0,2005,0,-1,0,87
NEW YORK KNICKS,DALLAS MAVERICKS,0,2005,0,0,-1,72
WASHINGTON WIZARDS,NEW ORLEANS/OKLAHOMA CITY HORNETS,0,2005,0,-1,0,96
SACRAMENTO KINGS,CHICAGO BULLS,0,2005,0,0,0,105
HOUSTON ROCKETS,LOS ANGELES CLIPPERS,0,2005,0,0,0,128
ORLANDO MAGIC,MIAMI HEAT,0,2005,0,0,0,93
SEATTLE SUPERSONICS,MILWAUKEE BUCKS,0,2005,0,0,0,91
CLEVELAND CAVALIERS,BOSTON CELTICS,0,2005,0,1,-1,113
NEW JERSEY NETS,CHARLOTTE BOBCATS,0,2005,0,-1,0,95
PHOENIX SUNS,DENVER NUGGETS,0,2005,1,0,-1,116
SACRAMENTO KINGS,MEMPHIS GRIZZLIES,0,2005,0,-1,0,78
MIAMI HEAT,ORLANDO MAGIC,0,2005,0,0,0,110
SAN ANTONIO SPURS,PHILADELPHIA 76ERS,0,2005,0,1,-1,100
PHILADELPHIA 76ERS,CHICAGO BULLS,0,2005,0,-1,0,84
HOUSTON ROCKETS,PHOENIX SUNS,0,2005,0,1,0,75
ORLANDO MAGIC,CLEVELAND CAVALIERS,0,2005,0,0,0,92
ATLANTA HAWKS,DETROIT PISTONS,0,2005,0,0,0,87
NEW ORLEANS/OKLAHOMA CITY HORNETS,INDIANA PACERS,0,2005,0,0,0,75
TORONTO RAPTORS,MEMPHIS GRIZZLIES,0,2005,0,0,0,88
MINNESOTA TIMBERWOLVES,WASHINGTON WIZARDS,0,2005,0,0,0,78
LOS ANGELES CLIPPERS,HOUSTON ROCKETS,0,2005,-1,0,0,102
UTAH JAZZ,NEW ORLEANS/OKLAHOMA CITY HORNETS,0,2005,0,0,0,82
MIAMI HEAT,NEW YORK KNICKS,0,2005,0,0,0,103
CLEVELAND CAVALIERS,PHILADELPHIA 76ERS,0,2005,-1,0,0,107
CHARLOTTE BOBCATS,PORTLAND TRAIL BLAZERS,0,2005,0,0,0,110
INDIANA PACERS,DETROIT PISTONS,0,2005,0,0,0,83
WASHINGTON WIZARDS,CLEVELAND CAVALIERS,0,2005,0,-1,1,102
ATLANTA HAWKS,INDIANA PACERS,0,2005,0,1,0,117
LOS ANGELES LAKERS,LOS ANGELES CLIPPERS,0,2005,0,-1,0,83
SAN ANTONIO SPURS,MEMPHIS GRIZZLIES,0,2005,0,0,1,83
PHILADELPHIA 76ERS,MILWAUKEE BUCKS,0,2005,0,0,0,116
DENVER NUGGETS,MINNESOTA TIMBERWOLVES,0,2005,0,0,0,102
NEW JERSEY NETS,NEW YORK KNICKS,0,2005,0,0,0,94
MILWAUKEE BUCKS,ATLANTA HAWKS,0,2005,0,0,0,99
CHICAGO BULLS,PHILADELPHIA 76ERS,0,2005,0,0,0,102
BOSTON CELTICS,LOS ANGELES LAKERS,0,2005,0,0,0,112
MEMPHIS GRIZZLIES,MINNESOTA TIMBERWOLVES,0,2005,0,0,0,99
NEW JERSEY NETS,ATLANTA HAWKS,0,2005,0,-1,0,102
DETROIT PISTONS,CLEVELAND CAVALIERS,0,2005,0,0,0,84
PHILADELPHIA 76ERS,DALLAS MAVERICKS,0,2005,0,0,0,92
MILWAUKEE BUCKS,DENVER NUGGETS,0,2005,0,1,-1,110
UTAH JAZZ,GOLDEN STATE WARRIORS,0,2005,0,0,0,117
PHOENIX SUNS,HOUSTON ROCKETS,0,2005,0,1,0,111
WASHINGTON WIZARDS,MEMPHIS GRIZZLIES,0,2005,0,1,0,98
PORTLAND TRAIL BLAZERS,SACRAMENTO KINGS,0,2005,-1,0,0,91
NEW ORLEANS/OKLAHOMA CITY HORNETS,SEATTLE SUPERSONICS,0,2005,0,1,-1,104
MIAMI HEAT,BOSTON CELTICS,0,2005,0,1,-1,103
PHILADELPHIA 76ERS,HOUSTON ROCKETS,0,2005,0,0,0,106
NEW YORK KNICKS,MEMPHIS GRIZZLIES,0,2005,0,0,0,99
MILWAUKEE BUCKS,PHOENIX SUNS,0,2005,0,0,0,110
LOS ANGELES LAKERS,PORTLAND TRAIL BLAZERS,0,2005,0,-1,0,93
ATLANTA HAWKS,TORONTO RAPTORS,0,2005,0,0,0,113
INDIANA PACERS,WASHINGTON WIZARDS,0,2005,0,-1,1,99
CHARLOTTE BOBCATS,DALLAS MAVERICKS,0,2005,0,1,0,76
LOS ANGELES CLIPPERS,UTAH JAZZ,0,2005,0,0,0,103
ATLANTA HAWKS,MIAMI HEAT,0,2005,0,0,-1,93
NEW YORK KNICKS,MILWAUKEE BUCKS,0,2005,0,0,-1,103
MEMPHIS GRIZZLIES,LOS ANGELES CLIPPERS,0,2005,1,-1,0,102
INDIANA PACERS,PHILADELPHIA 76ERS,0,2005,0,0,0,94
SACRAMENTO KINGS,WASHINGTON WIZARDS,0,2005,0,0,0,107
MEMPHIS GRIZZLIES,DENVER NUGGETS,0,2005,0,-1,0,101
BOSTON CELTICS,WASHINGTON WIZARDS,0,2005,0,0,0,116
INDIANA PACERS,HOUSTON ROCKETS,0,2005,0,0,0,99
WASHINGTON WIZARDS,MIAMI HEAT,0,2005,0,-1,0,112
MEMPHIS GRIZZLIES,SEATTLE SUPERSONICS,0,2005,0,1,-1,99
CLEVELAND CAVALIERS,TORONTO RAPTORS,0,2005,0,0,0,98
MINNESOTA TIMBERWOLVES,UTAH JAZZ,0,2005,0,-1,0,93
SAN ANTONIO SPURS,PHOENIX SUNS,0,2005,0,1,-1,117
DALLAS MAVERICKS,PORTLAND TRAIL BLAZERS,0,2005,0,0,0,109
GOLDEN STATE WARRIORS,MIAMI HEAT,0,2005,0,0,0,111
CLEVELAND CAVALIERS,ORLANDO MAGIC,0,2005,-1,1,0,73
MEMPHIS GRIZZLIES,SACRAMENTO KINGS,0,2005,0,0,0,93
CHICAGO BULLS,ATLANTA HAWKS,0,2005,-1,0,0,95
NEW YORK KNICKS,CHARLOTTE BOBCATS,0,2005,1,0,-1,109
LOS ANGELES CLIPPERS,MILWAUKEE BUCKS,0,2005,0,0,0,106
GOLDEN STATE WARRIORS,ORLANDO MAGIC,0,2005,0,0,0,92
DALLAS MAVERICKS,UTAH JAZZ,0,2005,0,1,-1,90
DENVER NUGGETS,BOSTON CELTICS,0,2005,0,0,0,101
CHARLOTTE BOBCATS,DETROIT PISTONS,0,2005,0,0,0,78
PHILADELPHIA 76ERS,MEMPHIS GRIZZLIES,0,2005,0,-1,1,94
NEW JERSEY NETS,NEW ORLEANS/OKLAHOMA CITY HORNETS,0,2005,1,-1,0,95
DALLAS MAVERICKS,SACRAMENTO KINGS,0,2005,0,-1,0,80
HOUSTON ROCKETS,SAN ANTONIO SPURS,0,2005,1,-1,0,81
INDIANA PACERS,TORONTO RAPTORS,0,2005,0,0,0,89
ORLANDO MAGIC,INDIANA PACERS,0,2005,0,1,0,83
ATLANTA HAWKS,MILWAUKEE BUCKS,0,2005,0,0,0,87
WASHINGTON WIZARDS,CHARLOTTE BOBCATS,0,2005,0,-1,1,119
CLEVELAND CAVALIERS,DALLAS MAVERICKS,0,2005,0,0,0,87
UTAH JAZZ,MIAMI HEAT,0,2005,0,-1,1,83
TORONTO RAPTORS,PHILADELPHIA 76ERS,0,2005,0,0,0,111
NEW ORLEANS/OKLAHOMA CITY HORNETS,SAN ANTONIO SPURS,0,2005,0,0,0,81
PHOENIX SUNS,SEATTLE SUPERSONICS,0,2005,0,0,0,129
DALLAS MAVERICKS,HOUSTON ROCKETS,0,2005,0,-1,0,95
PORTLAND TRAIL BLAZERS,NEW JERSEY NETS,0,2005,0,-1,0,65
ATLANTA HAWKS,NEW YORK KNICKS,0,2005,0,0,0,117
UTAH JAZZ,ORLANDO MAGIC,0,2005,0,-1,0,108
DETROIT PISTONS,TORONTO RAPTORS,0,2005,0,0,1,105
MINNESOTA TIMBERWOLVES,GOLDEN STATE WARRIORS,0,2005,-1,0,0,97
PHILADELPHIA 76ERS,SEATTLE SUPERSONICS,0,2005,0,0,0,98
UTAH JAZZ,ATLANTA HAWKS,0,2005,0,0,0,111
